,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
22,23,Thyroid gland,-,-,-,1,-,1,-,-,-,-,-,1,3,5,1,1,5,10,28,0.5,,,,
23,24,Small intestine,-,-,-,-,-,-,-,-,-,-,2,3,1,2,2,1,3,4,18,0.3,,,,
24,24,Melanoma of skin,-,-,-,-,-,-,-,1,-,1,-,2,1,2,2,1,5,3,18,0.3,,,,
25,26,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,2,1,6,12,0.2,,,,
26,27,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,-,1,-,3,2,1,1,-,-,9,0.2,,,,
27,28,Mesothelioma,-,-,-,-,-,-,-,1,-,-,-,1,1,1,1,-,-,1,6,0.1,,,,
28,29,Other endocrine glands,-,1,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,4,0.1,,,,
29,30,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,3,0.1,,,,
30,31,Placenta,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
31,31,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,-,-,1,2,1,2,2,15,14,28,38,37,28,30,51,58,112,419,7.0,,,,
33,-,All sites,2,5,3,9,10,13,40,63,159,256,413,559,591,594,430,703,841,"1,280","5,971",100.0,,,,
0,,Lung,-,-,-,-,-,-,1.2,2.7,5.9,12.4,20.2,35.2,64.2,93.0,115.1,177.3,233.8,299.9,,,1,1.7,36.4,15.8
1,,Breast,-,-,-,-,-,0.3,3.2,2.4,9.7,22.9,28.2,30.4,39.6,32.8,33.8,29.5,43.3,51.1,,,2,1.0,16.2,9.0
2,,Colorectum,-,-,-,0.6,-,0.3,0.3,2.1,5.9,6.2,9.7,19.1,27.1,43.8,53.2,112.7,173.2,251.6,,,3,0.8,22.8,8.9
3,,Liver,-,0.7,-,-,-,-,0.3,0.6,0.9,0.9,3.1,8.7,14.6,24.6,40.6,60.0,108.2,90.1,,,4,0.5,11.0,4.5
4,,Pancreas,-,-,-,-,-,0.3,-,0.3,0.9,3.7,5.7,12.3,12.9,18.6,31.9,48.0,54.1,65.9,,,5,0.4,8.8,3.9
5,,Ovary and peritoneum,-,-,-,-,-,-,0.6,0.6,4.4,8.0,9.1,10.7,12.9,8.8,9.7,13.9,15.2,16.7,,,6,0.3,5.5,3.0
6,,Stomach,-,-,-,-,-,-,1.2,0.6,4.1,3.1,5.4,8.7,8.3,6.6,16.4,20.3,42.2,67.8,,,7,0.3,6.6,2.8
7,,Cervix,-,-,-,-,-,-,0.9,2.4,2.7,5.3,5.7,5.8,8.3,7.1,7.7,12.9,17.3,21.4,,,8,0.2,4.3,2.2
8,,Leukaemia,1.5,-,-,-,1.8,2.1,0.9,1.8,1.2,0.9,2.8,2.6,2.9,14.2,9.7,22.2,20.6,22.3,,,9,0.2,4.0,2.2
9,,Non-Hodgkin lymphoma,-,-,-,0.6,0.4,-,0.3,0.3,1.2,2.2,2.8,2.9,5.8,9.8,10.6,30.5,29.2,21.4,,,10,0.2,4.1,1.9
10,,Corpus uteri,-,-,-,-,-,-,-,0.6,0.6,1.5,4.8,9.0,5.8,6.6,8.7,5.5,2.2,5.6,,,11,0.2,2.6,1.5
11,,Bone and soft tissue,-,0.7,2.3,0.6,1.3,0.3,0.3,0.6,0.9,0.6,1.4,3.2,2.9,2.2,4.8,5.5,4.3,4.6,,,12,0.1,1.6,1.2
12,,Nasopharynx,-,-,-,-,-,0.3,0.9,0.9,0.6,2.2,2.6,3.9,2.9,3.3,4.8,1.8,7.6,3.7,,,13,0.1,1.7,1.0
13,,Brain and other central nervous system,-,1.5,-,1.7,-,-,0.6,0.6,0.9,0.3,0.3,1.0,5.0,2.7,4.8,0.9,5.4,4.6,,,14,0.1,1.3,0.9
14,,Multiple myeloma,-,-,-,-,-,-,-,-,0.3,-,1.1,1.0,1.7,7.7,3.9,12.9,11.9,18.6,,,15,0.1,1.9,0.8
15,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.3,-,-,0.9,0.9,1.0,2.1,8.2,2.9,3.7,15.2,18.6,,,16,0.1,1.8,0.7
16,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.6,-,-,0.3,-,0.6,0.3,0.6,3.6,1.7,3.3,1.9,5.5,9.7,14.9,,,17,0.1,1.6,0.7
17,,"Uterus, unspecified",-,-,-,-,-,-,-,0.6,0.3,0.9,1.1,2.9,3.3,2.7,3.9,3.7,3.2,4.6,,,18,0.1,1.2,0.7
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.9,0.3,1.0,1.7,2.2,5.8,10.2,11.9,26.0,,,19,0.1,1.8,0.6
19,,Oesophagus,-,-,-,-,-,-,-,-,0.3,0.3,0.3,1.3,0.8,2.2,4.8,7.4,8.7,21.4,,,20,0.1,1.5,0.5
20,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.3,0.6,0.6,1.7,1.3,0.8,0.5,2.9,4.6,-,7.4,,,21,0.0,0.9,0.4
21,,Bladder,-,-,-,-,-,-,-,-,0.3,-,0.3,0.3,0.8,1.1,1.0,7.4,15.2,23.2,,,22,0.0,1.4,0.4
22,,Thyroid gland,-,-,-,0.6,-,0.3,-,-,-,-,-,0.3,1.3,2.7,1.0,0.9,5.4,9.3,,,23,0.0,0.7,0.3
23,,Melanoma of skin,-,-,-,-,-,-,-,0.3,-,0.3,-,0.6,0.4,1.1,1.9,0.9,5.4,2.8,,,24,0.0,0.5,0.2
24,,Small intestine,-,-,-,-,-,-,-,-,-,-,0.6,1.0,0.4,1.1,1.9,0.9,3.2,3.7,,,25,0.0,0.5,0.2
25,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,-,0.3,-,1.3,1.1,1.0,0.9,-,-,,,26,0.0,0.2,0.1
26,,Other endocrine glands,-,0.7,-,-,-,-,-,-,-,0.3,-,-,0.4,0.5,-,-,-,-,,,27,0.0,0.1,0.1
27,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,0.3,-,0.4,-,1.0,1.8,1.1,5.6,,,28,0.0,0.3,0.1
28,,Mesothelioma,-,-,-,-,-,-,-,0.3,-,-,-,0.3,0.4,0.5,1.0,-,-,0.9,,,29,0.0,0.2,0.1
29,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.5,-,-,-,0.9,,,30,0.0,0.1,0.0
30,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,31,0.0,0.0,0.0
31,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Other and unspecified,-,-,-,0.6,0.9,0.3,0.6,0.6,4.4,4.3,8.0,12.3,15.4,15.3,29.0,47.1,62.8,104.0,,,-,0.5,10.7,4.6
33,,All sites,1.5,3.7,2.3,5.1,4.4,4.5,11.6,18.9,46.9,79.1,117.6,180.7,246.5,324.9,415.9,649.1,910.2,"1,188.5",,,-,7.3,152.1,69.3
