,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
32,-,All sites,5,3,5,9,14,15,28,74,110,264,522,698,905,854,995,"1,296","1,162",976,1,"7,936",100.0,,,,
0,,Lung,-,-,-,-,-,0.4,0.9,3.8,7.0,20.3,46.0,82.3,134.1,261.7,292.2,452.6,659.7,734.6,,,,1,4.2,76.4,38.1
1,,Liver,0.8,-,-,-,0.5,1.7,2.2,7.7,9.9,16.9,35.2,55.9,78.0,111.9,114.8,166.0,176.6,206.4,,,,2,2.2,34.5,18.8
2,,Colorectum,-,-,-,-,-,-,2.2,3.0,4.5,11.9,17.9,37.8,51.2,82.3,118.3,193.8,272.9,417.7,,,,3,1.6,32.7,16.0
3,,Stomach,-,-,-,-,-,-,0.9,1.7,2.5,3.4,8.0,10.2,19.5,31.3,41.1,76.3,115.6,157.2,,,,4,0.6,12.4,6.0
4,,Nasopharynx,-,-,-,-,0.5,-,-,4.3,7.0,10.2,13.4,17.3,21.5,21.4,18.9,24.7,28.9,14.7,,,,5,0.6,8.6,5.0
5,,Oesophagus,-,-,-,-,0.5,-,0.4,-,1.6,2.4,6.4,11.0,20.5,28.0,30.0,53.6,49.8,73.7,,,,6,0.5,8.6,4.5
6,,Pancreas,-,-,-,-,0.5,-,-,0.9,-,1.7,6.1,11.0,20.0,21.4,30.8,53.6,61.0,73.7,,,,7,0.5,8.4,4.2
7,,Prostate,-,-,-,-,-,-,-,-,-,-,1.0,2.4,6.3,17.3,35.1,57.7,115.6,213.8,,,,8,0.3,9.1,3.8
8,,Leukaemia,2.3,0.8,1.2,1.4,0.9,0.9,1.3,1.3,3.3,2.7,6.1,6.3,10.2,14.0,18.0,24.7,28.9,39.3,,,,9,0.4,5.7,3.6
9,,Non-Hodgkin lymphoma,-,-,-,1.4,0.9,0.9,0.4,0.4,0.8,2.7,2.2,4.3,12.2,11.5,18.9,26.8,38.5,46.7,,,,10,0.3,5.1,2.7
10,,Bladder,-,-,-,-,-,-,-,-,-,0.7,1.0,1.2,3.9,16.5,17.1,25.8,51.4,81.1,,,,11,0.2,4.4,2.0
11,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,0.4,1.3,1.2,3.7,3.2,5.9,6.8,12.3,3.4,16.5,12.8,24.6,,,,12,0.2,3.3,1.9
12,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.4,0.4,1.2,1.7,2.2,3.5,5.4,6.6,8.6,20.6,25.7,19.7,,,,13,0.2,3.0,1.5
13,,Brain and other central nervous system,0.8,0.8,0.6,-,0.9,0.4,1.3,2.1,0.8,2.7,2.2,2.8,3.9,1.6,1.7,8.2,6.4,2.5,,,,14,0.1,1.9,1.3
14,,Bone and soft tissue,-,-,-,0.5,1.4,1.3,1.3,2.1,1.2,2.0,1.6,1.6,2.9,2.5,6.0,3.1,8.0,14.7,,,,15,0.1,1.9,1.3
15,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,0.4,-,-,0.7,0.6,0.8,6.3,8.2,6.9,10.3,24.1,49.1,,,,16,0.1,2.5,1.2
16,,Multiple myeloma,-,-,-,-,-,-,-,-,-,-,0.6,0.8,4.4,4.9,12.9,15.5,16.1,29.5,,,,17,0.1,2.1,1.0
17,,Larynx,-,-,-,-,-,-,-,-,0.4,-,1.0,1.6,2.9,3.3,8.6,6.2,16.1,24.6,,,,18,0.1,1.6,0.8
18,,Thyroid gland,-,-,-,-,-,-,-,-,-,-,0.6,2.0,1.0,4.1,0.9,4.1,1.6,7.4,,,,19,0.0,0.7,0.4
19,,Small intestine,-,-,-,-,-,-,-,0.9,-,0.3,0.3,-,1.0,1.6,4.3,8.2,1.6,2.5,,,,20,0.0,0.7,0.4
20,,Thymus / other thoracic organs,-,-,0.6,-,-,-,-,0.4,-,-,0.3,0.8,0.5,3.3,-,2.1,3.2,-,,,,21,0.0,0.4,0.3
21,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.4,2.0,0.8,2.6,6.2,1.6,2.5,,,,22,0.0,0.5,0.3
22,,Melanoma of skin,-,-,-,-,-,-,-,-,-,0.7,0.6,0.4,1.0,0.8,-,1.0,3.2,9.8,,,,23,0.0,0.5,0.2
23,,Other endocrine glands,-,0.8,0.6,0.5,-,-,-,-,-,-,-,-,-,-,0.9,1.0,-,-,,,,24,0.0,0.2,0.2
24,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,0.3,1.0,-,1.0,0.8,0.9,1.0,1.6,2.5,,,,25,0.0,0.3,0.2
25,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,0.3,-,0.4,1.5,0.8,0.9,1.0,-,2.5,,,,26,0.0,0.3,0.2
26,,Eye,-,-,-,-,-,-,-,-,-,0.3,-,0.4,0.5,-,-,-,-,-,,,,27,0.0,0.1,0.1
27,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,0.4,0.3,-,-,-,-,-,-,1.6,-,,,,28,0.0,0.1,0.1
28,,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,1.0,-,-,,,,29,0.0,0.1,0.0
29,,Testis,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,,,,30,0.0,0.0,0.0
30,,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,,,,31,0.0,0.0,0.0
31,,Other and unspecified,-,-,-,0.5,0.5,0.9,-,1.3,2.9,3.4,9.3,13.4,22.9,33.7,58.3,74.2,142.9,147.4,,,,-,0.7,14.1,6.9
32,,All sites,3.9,2.4,2.9,4.1,6.3,6.5,12.4,31.6,45.3,89.4,166.9,274.9,441.2,702.9,852.6,"1,336.1","1,865.2","2,398.0",,,,-,13.2,240.3,122.9
