,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
12,,Bone and soft tissue,0.8,-,0.7,-,0.5,-,0.3,1.4,0.9,1.4,1.5,1.7,2.0,1.3,3.5,4.3,8.9,5.8,,,13,0.1,1.6,0.9
13,,Nasopharynx,-,-,-,-,-,-,-,-,1.4,2.6,3.1,1.7,2.9,2.5,5.2,9.7,3.3,3.6,,,14,0.1,1.7,0.9
14,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,-,0.3,0.3,1.2,1.4,3.3,5.0,4.6,8.6,25.7,20.3,,,15,0.1,2.5,0.8
15,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.9,2.0,2.1,4.0,2.6,3.8,5.2,1.1,4.5,2.9,,,16,0.1,1.6,0.8
16,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.3,0.3,0.6,0.9,2.0,4.6,4.6,6.5,16.7,17.4,,,17,0.1,1.9,0.6
17,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,0.3,0.6,0.9,0.9,1.4,2.3,2.5,1.7,7.6,7.8,11.6,,,18,0.1,1.5,0.6
18,,Multiple myeloma,-,-,-,-,-,-,-,-,-,-,0.3,1.4,2.0,2.9,4.6,6.5,19.0,10.9,,,19,0.1,1.6,0.5
19,,Bladder,-,-,-,-,-,-,-,-,0.3,0.3,-,-,1.3,2.9,3.5,5.4,10.0,25.4,,,20,0.0,1.7,0.5
20,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,-,0.6,0.9,2.3,2.9,0.8,2.3,2.2,6.7,11.6,,,21,0.0,1.3,0.5
21,,Oesophagus,-,-,-,-,-,-,-,0.3,-,-,0.3,1.4,1.3,2.1,4.6,5.4,8.9,14.5,,,22,0.1,1.4,0.5
22,,Other endocrine glands,2.5,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.4,0.6,-,-,-,,,23,0.0,0.2,0.4
23,,Melanoma of skin,-,-,-,-,-,-,-,-,0.3,0.3,0.9,1.4,1.3,0.4,2.3,4.3,5.6,6.5,,,24,0.0,0.9,0.4
24,,Small intestine,-,-,-,-,-,-,-,-,-,0.3,1.2,-,0.7,2.1,1.7,1.1,2.2,3.6,,,25,0.0,0.6,0.2
25,,Thyroid gland,-,-,-,-,-,-,-,0.3,-,-,-,0.3,0.3,-,2.3,7.6,6.7,6.5,,,26,0.0,0.7,0.2
26,,Thymus / other thoracic organs,-,-,-,-,0.5,-,-,0.3,-,0.3,0.3,-,0.7,0.8,-,2.2,2.2,2.2,,,27,0.0,0.4,0.2
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.3,-,-,-,-,-,-,1.3,0.6,-,-,-,,,28,0.0,0.1,0.1
28,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,1.1,5.8,,,29,0.0,0.2,0.0
29,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.6,-,0.4,-,-,-,1.4,,,30,0.0,0.1,0.0
30,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.4,0.6,-,-,-,,,31,0.0,0.1,0.0
31,,Hodgkin lymphoma,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,0.6,-,-,1.4,,,32,0.0,0.1,0.0
32,,Eye,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,,,33,-,0.0,0.0
33,,Other and unspecified,-,-,-,0.8,-,0.4,-,0.5,1.4,1.7,3.1,7.2,12.4,15.1,19.0,33.5,34.6,78.3,,,-,0.3,8.0,3.0
34,,All sites,8.4,2.0,2.2,2.3,3.3,4.3,6.3,15.9,27.7,58.0,106.1,151.1,208.7,288.0,392.1,597.2,854.9,"1,131.2",,,-,6.4,151.8,60.8
