,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
14,15,Oesophagus,-,-,-,-,-,-,-,-,-,-,-,4,5,5,5,10,12,22,63,1.2,,,,
15,15,Multiple myeloma,-,-,-,-,-,-,1,-,1,1,-,3,5,3,7,10,13,19,63,1.2,,,,
16,17,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,1,-,-,-,-,1,3,2,3,3,6,6,10,10,10,55,1.0,,,,
17,18,Bladder,-,-,-,-,-,-,-,-,-,-,-,1,3,3,5,10,14,16,52,1.0,,,,
18,19,Bone and soft tissue,-,-,-,-,-,1,-,2,1,4,4,5,2,3,5,6,5,11,49,0.9,,,,
19,20,"Uterus, unspecified",-,-,-,-,-,-,2,-,1,2,7,9,5,2,2,3,3,4,40,0.7,,,,
20,21,Brain and other central nervous system,-,1,1,-,1,1,-,2,1,2,4,9,4,3,1,5,-,3,38,0.7,,,,
21,22,Thyroid gland,-,-,-,-,-,-,-,1,-,1,-,2,2,1,3,10,8,4,32,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,1,3,2,1,4,2,2,-,2,7,24,0.4,,,,
23,24,Small intestine,-,-,-,-,-,-,-,-,-,1,3,1,2,3,2,4,2,2,20,0.4,,,,
24,24,Melanoma of skin,-,-,-,-,-,-,1,-,3,-,1,3,1,-,1,3,4,3,20,0.4,,,,
25,26,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,1,1,2,-,1,-,2,1,1,10,0.2,,,,
26,27,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,4,7,0.1,,,,
27,28,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,1,5,0.1,,,,
28,29,Mesothelioma,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,1,-,-,4,0.1,,,,
29,29,Other endocrine glands,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,4,0.1,,,,
30,29,Hodgkin lymphoma,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,1,4,0.1,,,,
31,32,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0.0,,,,
32,32,Placenta,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
33,-,Other and unspecified,-,-,-,-,-,1,1,4,6,11,19,25,21,21,32,37,75,82,335,6.2,,,,
34,-,All sites,2,3,1,2,4,10,31,70,152,259,372,487,433,395,470,719,890,"1,103","5,403",100.0,,,,
0,,Lung,-,-,-,-,-,0.3,0.6,3.0,7.2,15.9,23.1,38.8,44.7,80.2,121.9,181.2,258.2,297.2,,,1,1.7,33.9,15.6
1,,Colorectum,-,-,-,-,-,-,1.2,3.0,4.5,5.7,10.6,19.8,29.8,42.4,60.9,120.2,168.2,248.6,,,2,0.9,21.6,9.2
2,,Breast,-,-,-,-,-,-,1.8,5.7,10.2,17.4,28.2,32.6,33.1,32.4,21.2,32.8,61.9,81.8,,,3,0.9,15.7,8.6
3,,Liver,-,0.8,-,-,-,0.3,0.3,0.6,1.8,2.3,8.2,8.4,17.2,30.1,47.1,62.8,112.1,109.4,,,4,0.6,12.0,5.4
4,,Stomach,-,-,-,-,-,0.3,0.3,1.5,2.7,5.1,3.6,8.8,7.4,12.3,21.2,29.1,52.6,84.0,,,5,0.3,7.3,3.2
5,,Pancreas,-,-,-,-,-,-,0.3,-,1.2,2.3,3.3,10.3,11.2,19.3,25.9,30.1,53.7,47.5,,,6,0.4,6.6,3.2
6,,Ovary and peritoneum,-,-,-,-,-,-,0.3,1.2,3.9,5.7,6.4,7.3,6.5,6.9,17.5,15.5,18.7,24.3,,,7,0.3,4.6,2.5
7,,Non-Hodgkin lymphoma,-,-,-,-,0.9,0.3,0.6,0.6,1.5,1.4,2.1,5.5,3.7,6.9,12.9,20.9,37.4,32.0,,,8,0.2,4.0,1.8
8,,Cervix,-,-,-,-,-,-,1.2,1.2,2.4,3.1,4.9,6.6,4.2,4.6,9.2,9.1,24.5,17.7,,,9,0.2,3.5,1.8
9,,Leukaemia,0.8,0.8,-,0.5,0.4,0.3,1.2,0.3,1.8,0.9,0.9,1.5,2.3,6.2,8.3,10.0,21.0,19.9,,,10,0.1,2.5,1.4
10,,Nasopharynx,-,-,-,-,-,0.3,-,0.3,1.8,2.6,3.6,3.3,3.7,5.4,5.5,5.5,7.0,3.3,,,11,0.1,1.9,1.1
11,,Corpus uteri,-,-,-,-,-,-,-,0.3,0.9,1.7,2.7,8.1,2.8,6.2,4.6,6.4,3.5,7.7,,,12,0.1,2.0,1.1
12,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.9,1.2,0.4,6.1,4.6,5.5,15.5,26.9,22.1,,,13,0.1,2.4,1.0
13,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,-,0.6,0.3,0.9,2.2,0.9,3.9,5.5,10.9,18.7,12.2,,,14,0.1,1.7,0.7
14,,Brain and other central nervous system,-,0.8,0.7,-,0.4,0.3,-,0.6,0.3,0.6,1.2,3.3,1.9,2.3,0.9,4.6,-,3.3,,,15,0.1,1.0,0.7
15,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.5,-,-,-,-,0.3,0.9,0.6,1.1,1.4,4.6,5.5,9.1,11.7,11.0,,,16,0.1,1.4,0.7
16,,Multiple myeloma,-,-,-,-,-,-,0.3,-,0.3,0.3,-,1.1,2.3,2.3,6.5,9.1,15.2,21.0,,,17,0.1,1.6,0.7
17,,Oesophagus,-,-,-,-,-,-,-,-,-,-,-,1.5,2.3,3.9,4.6,9.1,14.0,24.3,,,18,0.1,1.6,0.6
18,,Bone and soft tissue,-,-,-,-,-,0.3,-,0.6,0.3,1.1,1.2,1.8,0.9,2.3,4.6,5.5,5.8,12.2,,,19,0.1,1.3,0.6
19,,"Uterus, unspecified",-,-,-,-,-,-,0.6,-,0.3,0.6,2.1,3.3,2.3,1.5,1.8,2.7,3.5,4.4,,,20,0.1,1.0,0.6
20,,Bladder,-,-,-,-,-,-,-,-,-,-,-,0.4,1.4,2.3,4.6,9.1,16.4,17.7,,,21,0.0,1.4,0.5
21,,Thyroid gland,-,-,-,-,-,-,-,0.3,-,0.3,-,0.7,0.9,0.8,2.8,9.1,9.3,4.4,,,22,0.0,0.8,0.3
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,0.3,0.9,0.6,0.4,1.9,1.5,1.8,-,2.3,7.7,,,23,0.0,0.6,0.3
23,,Small intestine,-,-,-,-,-,-,-,-,-,0.3,0.9,0.4,0.9,2.3,1.8,3.6,2.3,2.2,,,24,0.0,0.5,0.3
24,,Melanoma of skin,-,-,-,-,-,-,0.3,-,0.9,-,0.3,1.1,0.5,-,0.9,2.7,4.7,3.3,,,25,0.0,0.5,0.2
25,,Other endocrine glands,0.8,-,-,-,-,0.3,-,-,-,0.3,-,-,-,-,-,0.9,-,-,,,26,0.0,0.1,0.1
26,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,0.3,0.3,0.7,-,0.8,-,1.8,1.2,1.1,,,27,0.0,0.3,0.1
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,-,0.9,-,1.1,,,28,0.0,0.1,0.1
28,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,0.9,-,4.4,,,29,0.0,0.2,0.1
29,,Mesothelioma,-,-,-,-,-,-,-,0.3,-,-,-,-,0.5,-,0.9,0.9,-,-,,,30,0.0,0.1,0.1
30,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,0.9,1.2,1.1,,,31,0.0,0.1,0.0
31,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,,,33,-,0.0,0.0
33,,Other and unspecified,-,-,-,-,-,0.3,0.3,1.2,1.8,3.1,5.8,9.2,9.8,16.2,29.5,33.7,87.6,90.6,,,-,0.4,8.8,3.8
34,,All sites,1.6,2.5,0.7,1.0,1.7,3.3,9.3,21.1,45.4,73.7,112.9,178.3,201.6,304.8,434.0,654.8,"1,039.7","1,218.8",,,-,7.0,141.3,66.5
