,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
19,20,"Uterus, unspecified",-,-,-,-,-,-,-,-,1,4,6,6,4,3,-,1,3,3,31,0.7,,,,
20,21,Bone and soft tissue,1,2,1,1,-,-,-,1,5,3,1,3,1,2,3,1,1,2,28,0.6,,,,
21,22,Thyroid gland,-,-,-,-,-,-,1,1,-,-,1,2,1,4,3,5,4,5,27,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,1,-,-,1,2,2,1,1,1,2,3,7,21,0.5,,,,
23,24,Melanoma of skin,-,-,-,-,-,-,1,-,-,1,3,1,-,5,-,1,-,4,16,0.4,,,,
24,25,Small intestine,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,2,1,1,10,0.2,,,,
25,26,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,2,2,-,1,-,2,1,-,-,9,0.2,,,,
26,27,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,4,8,0.2,,,,
27,28,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,4,0.1,,,,
28,28,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,4,0.1,,,,
29,28,Other endocrine glands,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,4,0.1,,,,
30,31,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,0.1,,,,
31,32,Eye,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,0.0,,,,
32,32,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,0.0,,,,
33,-,Other and unspecified,-,-,-,-,1,-,-,5,4,5,18,14,16,33,31,50,63,64,304,7.0,,,,
34,-,All sites,5,3,4,3,4,16,32,78,164,238,284,253,257,410,553,676,636,738,"4,354",100.0,,,,
0,,Lung,-,-,-,-,-,-,0.6,2.0,8.6,10.6,25.3,30.0,55.9,86.7,134.9,222.1,311.6,409.6,,,1,1.8,30.8,17.1
1,,Colorectum,-,-,-,-,-,-,1.2,2.8,4.7,8.6,10.3,23.3,20.5,40.1,90.8,125.4,215.8,253.0,,,2,1.0,18.7,9.9
2,,Breast,-,-,-,-,-,0.4,2.8,6.2,10.8,19.2,25.3,20.0,37.3,29.5,28.8,49.5,39.4,78.3,,,3,0.9,12.4,8.5
3,,Liver,-,-,-,-,0.4,0.4,0.3,0.6,2.8,4.6,6.4,16.0,14.9,38.5,51.3,67.9,75.3,92.4,,,4,0.7,9.7,5.8
4,,Stomach,-,-,-,-,-,1.1,0.9,0.8,2.8,3.3,6.0,9.3,16.8,21.3,25.2,43.7,61.6,122.5,,,5,0.4,7.6,4.4
5,,Ovary and peritoneum,-,-,-,-,0.4,1.1,0.3,0.8,2.2,8.3,6.4,10.0,7.5,5.7,11.7,16.1,17.1,26.1,,,6,0.3,3.9,2.6
6,,Pancreas,-,-,-,-,-,0.4,-,0.8,-,2.0,2.6,5.3,14.9,5.7,13.5,41.4,42.8,34.1,,,7,0.2,4.0,2.4
7,,Leukaemia,0.9,-,0.5,1.0,-,1.5,0.6,0.8,0.6,3.0,3.9,4.7,6.5,9.8,17.1,5.8,18.8,34.1,,,8,0.3,3.2,2.3
8,,Non-Hodgkin lymphoma,-,-,-,-,0.4,0.4,0.3,0.3,0.8,1.7,2.1,4.7,4.7,10.6,17.1,27.6,30.8,24.1,,,9,0.2,3.3,1.9
9,,Cervix,-,-,-,-,-,-,0.3,2.0,1.9,3.3,3.0,4.7,4.7,9.0,13.5,15.0,17.1,26.1,,,10,0.2,3.1,1.9
10,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.3,1.0,0.4,3.3,7.5,7.4,8.1,24.2,29.1,34.1,,,11,0.1,2.6,1.5
11,,Nasopharynx,-,-,-,-,-,-,0.3,0.3,3.3,4.6,2.6,4.7,4.7,8.2,2.7,5.8,10.3,6.0,,,12,0.2,2.1,1.5
12,,Oesophagus,-,-,-,-,-,-,-,-,0.3,-,0.4,2.0,3.7,9.0,8.1,16.1,18.8,32.1,,,13,0.1,2.0,1.1
13,,Brain and other central nervous system,0.9,0.6,1.0,-,-,0.8,0.3,0.8,1.7,1.0,3.0,0.7,2.8,0.8,5.4,8.1,1.7,10.0,,,14,0.1,1.4,1.1
14,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.6,-,0.3,1.0,3.4,4.0,2.8,4.9,6.3,3.5,20.5,24.1,,,15,0.1,1.8,1.1
15,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.3,1.3,2.7,1.9,3.3,8.1,13.8,12.0,26.1,,,16,0.1,1.6,0.9
16,,Bone and soft tissue,0.9,1.1,0.5,0.5,-,-,-,0.3,1.4,1.0,0.4,2.0,0.9,1.6,2.7,1.2,1.7,4.0,,,17,0.1,0.8,0.7
17,,Bladder,-,-,-,-,-,-,-,-,-,0.3,0.4,0.7,2.8,-,7.2,5.8,22.3,38.2,,,18,0.1,1.5,0.7
18,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.3,1.3,2.6,4.0,3.7,2.5,-,1.2,5.1,6.0,,,19,0.1,0.9,0.7
19,,Corpus uteri,-,-,-,-,-,-,0.3,0.6,0.6,0.3,3.0,2.0,1.9,3.3,3.6,2.3,6.8,6.0,,,20,0.1,1.0,0.7
20,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,0.6,0.8,0.3,1.7,1.3,3.7,-,1.8,5.8,5.1,14.1,,,21,0.1,1.0,0.6
21,,Thyroid gland,-,-,-,-,-,-,0.3,0.3,-,-,0.4,1.3,0.9,3.3,2.7,5.8,6.8,10.0,,,22,0.0,0.8,0.4
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.3,-,-,0.3,0.9,1.3,0.9,0.8,0.9,2.3,5.1,14.1,,,23,0.0,0.6,0.3
23,,Melanoma of skin,-,-,-,-,-,-,0.3,-,-,0.3,1.3,0.7,-,4.1,-,1.2,-,8.0,,,24,0.0,0.5,0.3
24,,Small intestine,-,-,-,-,-,-,-,-,-,-,-,0.7,0.9,0.8,2.7,2.3,1.7,2.0,,,25,0.0,0.3,0.2
25,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,0.7,0.9,-,0.9,-,1.8,1.2,-,-,,,26,0.0,0.3,0.2
26,,Other endocrine glands,0.9,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,2.3,-,-,,,27,0.0,0.1,0.1
27,,Eye,0.9,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,28,0.0,0.1,0.1
28,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,1.2,-,8.0,,,29,0.0,0.2,0.1
29,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,0.9,-,1.7,2.0,,,30,0.0,0.1,0.1
30,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,1.2,-,4.0,,,31,0.0,0.1,0.1
31,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,1.7,-,,,32,0.0,0.1,0.0
32,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,4.0,,,33,-,0.1,0.0
33,,Other and unspecified,-,-,-,-,0.4,-,-,1.4,1.1,1.7,7.7,9.3,14.9,27.0,27.9,57.5,107.9,128.5,,,-,0.5,8.8,4.8
34,,All sites,4.4,1.7,1.9,1.4,1.7,6.1,9.8,22.0,45.3,78.7,121.9,168.6,239.5,335.5,497.3,777.9,"1,089.0","1,481.9",,,-,7.7,125.4,74.0
