,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
13,,Corpus uteri,-,-,-,-,-,0.3,-,-,0.6,0.6,2.7,6.1,3.4,4.7,5.9,8.8,5.4,1.4,,,14,0.1,1.6,1.0
14,,Oesophagus,-,-,-,-,-,-,-,-,-,-,1.0,3.1,2.0,2.8,5.0,14.7,25.6,24.0,,,15,0.1,2.0,0.8
15,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,0.6,-,0.9,1.0,3.1,3.4,0.9,5.9,12.8,9.4,19.8,,,16,0.1,1.7,0.8
16,,Multiple myeloma,-,-,-,-,-,-,0.3,-,0.3,-,0.7,1.3,2.0,1.9,10.0,14.7,18.9,17.0,,,17,0.1,1.8,0.8
17,,Bone and soft tissue,-,-,0.5,0.5,0.4,0.7,-,-,0.6,1.4,2.7,0.4,2.0,0.9,1.7,2.0,6.7,11.3,,,18,0.1,1.1,0.7
18,,Bladder,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,5.9,8.8,25.6,25.5,,,19,0.1,1.6,0.7
19,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,0.7,0.3,0.3,0.9,0.3,1.0,1.3,2.7,1.9,3.3,3.9,4.0,17.0,,,20,0.1,1.2,0.6
20,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.3,0.6,1.0,-,2.7,7.5,2.5,2.9,6.7,7.1,,,21,0.1,0.9,0.6
21,,Thyroid gland,-,-,-,-,-,-,-,0.3,0.3,-,1.0,0.4,1.3,3.7,0.8,3.9,5.4,7.1,,,22,0.0,0.7,0.4
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.6,-,0.3,1.0,0.4,2.0,0.9,0.8,4.9,5.4,11.3,,,23,0.0,0.8,0.4
23,,Small intestine,-,-,-,-,-,-,-,-,-,-,-,0.4,0.7,2.8,2.5,1.0,4.0,1.4,,,24,0.0,0.4,0.2
24,,Melanoma of skin,-,-,-,-,-,-,-,-,-,-,1.0,-,1.3,0.9,0.8,1.0,-,4.2,,,25,0.0,0.3,0.2
25,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,0.6,-,0.4,1.3,-,-,2.0,-,1.4,,,26,0.0,0.2,0.1
26,,Non-melanoma skin,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,1.3,12.7,,,27,0.0,0.3,0.1
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,0.3,-,0.3,0.3,-,-,-,-,1.0,-,-,,,28,0.0,0.1,0.1
28,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,4.0,4.2,,,29,-,0.2,0.1
29,,Eye,-,-,-,-,-,-,-,-,-,0.3,0.3,0.4,-,-,-,-,-,-,,,30,0.0,0.1,0.1
30,,Other endocrine glands,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,31,0.0,0.0,0.0
31,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,1.3,-,,,32,-,0.1,0.0
32,,Other and unspecified,-,0.7,-,-,-,1.0,-,0.6,4.1,3.7,6.4,10.9,15.5,16.8,32.6,45.2,90.3,149.9,,,-,0.5,10.3,4.8
33,,All sites,-,6.0,2.6,1.9,3.3,7.4,9.0,21.6,42.7,70.6,129.2,169.9,227.6,298.8,426.4,738.7,"1,027.0","1,338.0",,,-,7.1,134.7,69.6
