,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
27,26,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,4,9,0.1,,,,
28,29,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,0.0,,,,
29,30,Eye,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
30,-,Other and unspecified,-,-,1,1,1,-,4,1,7,12,20,40,58,46,50,64,70,77,452,5.4,,,,
31,-,All sites,3,2,3,8,7,17,32,52,100,191,393,794,"1,016","1,166",998,"1,209","1,175","1,281","8,447",100.0,,,,
0,,Lung,-,-,-,-,-,0.4,0.9,3.5,6.4,16.7,36.5,68.4,113.5,189.8,315.5,389.3,534.4,596.6,,,1,3.8,74.9,32.3
1,,Liver,0.7,-,-,-,0.5,1.3,1.7,4.8,8.5,14.6,24.6,47.3,79.1,83.0,97.1,144.3,153.8,200.0,,,2,1.8,33.6,15.9
2,,Colorectum,-,-,-,0.6,0.5,1.3,1.3,2.2,3.0,7.1,16.0,40.1,49.6,87.0,119.4,170.0,255.1,362.7,,,3,1.6,35.8,15.2
3,,Stomach,-,-,-,-,-,0.4,0.4,0.9,2.6,2.1,4.1,11.1,20.5,34.6,45.5,60.3,86.4,122.0,,,4,0.6,12.7,5.5
4,,Pancreas,-,-,-,-,-,-,0.4,0.9,1.3,3.3,6.1,13.7,21.3,32.6,38.3,56.3,47.2,72.9,,,5,0.6,10.9,5.0
5,,Nasopharynx,-,-,-,-,-,1.3,2.6,1.8,6.4,12.1,10.2,14.7,18.8,15.8,18.7,9.9,10.8,6.8,,,6,0.5,7.5,4.4
6,,Prostate,-,-,-,-,-,-,-,-,-,0.4,1.0,2.9,10.2,15.3,33.9,74.1,125.5,230.5,,,7,0.3,12.1,4.3
7,,Oesophagus,-,-,-,-,-,0.4,-,-,0.4,3.3,5.5,10.4,18.0,21.4,34.8,31.6,35.1,54.2,,,8,0.5,8.1,3.8
8,,Non-Hodgkin lymphoma,-,-,-,0.6,-,0.4,-,0.4,0.9,2.5,2.4,4.6,11.5,17.3,29.4,34.6,45.9,67.8,,,9,0.3,7.0,3.1
9,,Leukaemia,0.7,-,0.8,1.7,0.9,1.3,0.9,2.6,1.7,0.8,2.7,4.2,10.7,9.2,20.5,28.7,32.4,45.8,,,10,0.3,5.7,2.9
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,0.9,0.4,2.1,2.1,5.5,7.2,6.6,12.7,15.2,18.8,13.5,22.0,,,11,0.3,4.5,2.2
11,,Kidney and other urinary organs except bladder,-,-,-,-,0.5,-,0.4,-,0.9,2.1,2.7,4.9,7.0,14.8,10.7,17.8,21.6,40.7,,,12,0.2,4.4,2.0
12,,Bladder,-,-,-,-,-,-,-,-,-,-,1.4,2.0,3.7,5.6,14.3,21.7,45.9,103.4,,,13,0.1,4.8,1.7
13,,Bone and soft tissue,-,-,0.8,1.1,-,-,-,2.2,1.3,1.2,2.0,1.6,2.5,6.1,6.2,7.9,4.0,11.9,,,14,0.1,2.0,1.2
14,,Multiple myeloma,-,-,-,-,-,-,0.4,-,-,0.4,1.0,2.0,4.1,6.6,11.6,19.8,14.8,18.6,,,15,0.1,2.6,1.1
15,,Brain and other central nervous system,-,0.7,-,-,-,0.4,1.7,1.8,2.1,0.8,1.7,2.9,4.5,1.5,8.0,2.0,4.0,1.7,,,16,0.1,1.8,1.1
16,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.4,2.0,1.3,2.0,3.6,4.5,16.8,14.8,28.8,,,17,0.1,2.2,0.8
17,,Larynx,-,-,-,-,-,-,-,-,-,-,-,2.0,2.9,3.6,8.9,9.9,16.2,10.2,,,18,0.1,1.7,0.7
18,,Small intestine,-,-,-,-,-,-,-,-,-,0.8,-,1.0,0.8,0.5,4.5,4.9,2.7,11.9,,,19,0.0,0.8,0.3
19,,Melanoma of skin,-,-,-,-,-,-,-,-,1.3,0.4,0.7,1.0,0.8,1.5,0.9,2.0,5.4,-,,,20,0.0,0.6,0.3
20,,Thyroid gland,-,-,-,-,-,-,-,0.4,-,-,-,0.3,1.2,2.5,2.7,2.0,4.0,3.4,,,21,0.0,0.6,0.3
21,,Other endocrine glands,-,0.7,-,-,0.5,-,-,0.4,-,0.8,-,-,0.8,-,0.9,1.0,-,1.7,,,22,0.0,0.3,0.2
22,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.4,-,0.7,0.4,2.0,-,4.9,6.7,1.7,,,23,0.0,0.6,0.2
23,,Thymus / other thoracic organs,-,-,-,-,-,-,0.4,-,0.4,-,0.7,1.0,0.8,-,0.9,2.0,1.3,3.4,,,24,0.0,0.4,0.2
24,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.8,2.0,-,-,2.7,8.5,,,25,0.0,0.4,0.1
25,,Penis / other male genital,-,-,-,-,-,-,-,-,-,1.7,-,-,-,-,0.9,-,2.7,3.4,,,26,0.0,0.3,0.1
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.4,0.4,0.3,0.3,-,0.5,0.9,-,2.7,1.7,,,27,0.0,0.3,0.1
27,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,0.3,0.4,0.5,-,1.0,1.3,6.8,,,28,0.0,0.3,0.1
28,,Eye,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,29,0.0,0.0,0.1
29,,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,1.7,,,30,0.0,0.1,0.0
30,,Other and unspecified,-,-,0.8,0.6,0.5,-,1.7,0.4,3.0,5.0,6.8,13.0,23.8,23.4,44.6,63.2,94.5,130.5,,,-,0.6,13.4,5.9
31,,All sites,2.1,1.3,2.3,4.5,3.2,7.5,13.7,22.8,42.6,79.5,134.2,258.8,416.2,593.4,889.5,"1,194.7","1,585.7","2,171.2",,,-,12.4,250.3,111.4
