,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
29,30,Eye,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,2,0.0,,,,
30,31,Testis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0.0,,,,
31,-,Other and unspecified,-,1,-,-,3,2,1,-,6,10,22,37,44,50,60,75,76,64,451,5.7,,,,
32,-,All sites,4,5,2,8,14,24,31,47,102,204,458,724,909,855,"1,011","1,232","1,196","1,108","7,934",100.0,,,,
0,,Lung,-,-,-,-,0.4,-,0.9,4.8,7.5,13.3,44.0,66.5,124.6,193.0,324.2,446.2,598.8,677.3,,,1,3.9,74.8,34.6
1,,Liver,0.7,-,0.7,0.5,0.4,2.7,3.9,1.7,7.5,12.9,23.6,59.1,73.7,88.1,123.3,141.4,193.4,218.7,,,2,2.0,33.7,17.1
2,,Colorectum,-,-,-,-,-,2.3,1.3,3.1,3.8,10.0,17.2,30.2,52.3,65.9,126.9,184.3,259.7,382.2,,,3,1.6,32.6,15.0
3,,Stomach,-,-,-,-,-,-,0.9,1.3,1.3,4.1,7.0,10.3,16.4,28.2,44.7,58.8,79.4,146.5,,,4,0.6,11.4,5.3
4,,Pancreas,-,-,-,-,-,-,-,-,1.7,5.9,7.0,11.0,17.3,30.3,37.4,48.8,47.6,65.8,,,5,0.6,9.3,4.6
5,,Prostate,-,-,-,-,-,-,-,-,0.4,-,0.6,2.5,6.8,18.2,43.8,67.7,132.8,237.8,,,6,0.4,11.2,4.4
6,,Nasopharynx,-,-,-,-,0.9,0.5,1.3,2.6,8.8,8.1,9.6,12.1,17.7,16.8,13.7,19.9,15.9,21.2,,,7,0.5,7.2,4.2
7,,Oesophagus,-,-,-,-,-,0.5,-,0.4,1.3,2.2,5.1,13.2,20.5,18.8,33.8,24.9,40.4,74.3,,,8,0.5,7.9,3.9
8,,Non-Hodgkin lymphoma,0.7,-,-,-,0.4,-,0.4,1.7,1.3,2.2,5.1,6.8,10.5,15.5,29.2,27.9,33.2,51.0,,,9,0.4,6.1,3.2
9,,Leukaemia,-,-,-,1.9,0.4,1.4,2.2,1.3,1.3,1.5,3.2,6.4,8.6,12.8,15.5,18.9,46.2,46.7,,,10,0.3,5.4,2.8
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,0.5,0.9,-,2.1,3.0,4.1,5.3,9.5,8.7,12.8,9.0,28.9,34.0,,,11,0.2,4.1,2.1
11,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.4,0.9,0.4,0.7,2.9,4.3,5.9,6.7,11.9,13.9,15.9,40.3,,,12,0.2,3.2,1.6
12,,Brain and other central nervous system,0.7,1.6,0.7,-,-,1.4,0.4,0.9,0.8,3.0,3.2,2.5,6.4,3.4,3.7,4.0,2.9,-,,,13,0.1,2.0,1.5
13,,Bladder,-,-,-,-,-,-,-,-,-,-,-,0.7,4.5,6.1,11.0,18.9,36.1,87.0,,,14,0.1,3.5,1.4
14,,Bone and soft tissue,-,-,-,1.4,1.3,0.5,-,0.4,-,0.7,1.0,1.4,2.7,4.0,5.5,12.0,11.5,17.0,,,15,0.1,1.9,1.0
15,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.4,-,-,1.6,3.6,3.6,4.7,3.7,13.9,15.9,21.2,,,16,0.1,2.1,0.9
16,,Larynx,-,-,-,-,-,-,-,-,-,0.4,0.3,1.8,4.1,7.4,6.4,9.0,14.4,21.2,,,17,0.1,1.9,0.9
17,,Multiple myeloma,-,-,-,-,-,-,-,-,-,1.1,0.6,2.1,3.2,3.4,4.6,15.9,15.9,19.1,,,18,0.1,1.9,0.8
18,,Thymus / other thoracic organs,-,-,-,-,0.4,-,-,-,0.4,1.1,1.3,1.1,0.9,2.0,1.8,1.0,4.3,2.1,,,19,0.0,0.7,0.4
19,,Other endocrine glands,0.7,1.6,-,-,0.4,-,-,-,0.4,0.4,-,-,0.5,1.3,0.9,-,-,-,,,20,0.0,0.3,0.4
20,,Melanoma of skin,-,-,-,-,-,-,-,0.4,0.8,0.7,-,0.7,-,2.0,2.7,4.0,-,4.2,,,21,0.0,0.6,0.3
21,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.3,0.4,0.5,2.0,4.6,2.0,10.1,6.4,,,22,0.0,0.7,0.3
22,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,0.5,-,-,-,0.4,1.0,1.4,0.5,0.7,1.8,1.0,1.4,4.2,,,23,0.0,0.5,0.3
23,,Small intestine,-,-,-,-,-,-,-,-,0.4,-,-,0.4,0.9,0.7,1.8,4.0,4.3,14.9,,,24,0.0,0.6,0.3
24,,Thyroid gland,-,-,-,-,-,-,-,-,-,-,-,0.7,0.9,-,-,2.0,1.4,8.5,,,25,0.0,0.3,0.1
25,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,1.8,1.0,2.9,4.2,,,26,0.0,0.3,0.1
26,,Penis / other male genital,-,-,-,-,-,-,-,0.4,-,-,0.3,-,-,-,-,-,-,2.1,,,27,0.0,0.1,0.1
27,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,2.0,1.4,-,,,28,0.0,0.1,0.0
28,,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,1.4,4.2,,,29,0.0,0.1,0.0
29,,Eye,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,2.1,,,30,0.0,0.1,0.0
30,,Testis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,,,31,-,0.0,0.0
31,,Other and unspecified,-,0.8,-,-,1.3,0.9,0.4,-,2.5,3.7,7.0,13.2,20.0,33.6,54.8,74.7,109.7,135.9,,,-,0.7,13.5,6.4
32,,All sites,3.0,3.9,1.3,3.8,6.2,10.8,13.4,20.5,42.5,75.3,146.0,257.6,413.4,575.0,923.3,"1,227.1","1,725.8","2,352.4",,,-,12.5,238.3,114.2
