,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
25,26,Breast,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,2,1,-,5,0.1,,,,
26,26,Other endocrine glands,1,-,-,-,-,-,-,-,1,-,2,-,1,-,-,-,-,-,5,0.1,,,,
27,26,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2,-,5,0.1,,,,
28,29,Testis,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,3,0.0,,,,
29,29,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,3,0.0,,,,
30,31,Kaposi sarcoma,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
31,31,Eye,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,-,-,1,-,2,3,5,7,11,28,33,43,46,76,95,69,68,487,6.2,,,,
33,-,All sites,4,-,6,7,10,18,24,58,95,274,512,724,849,807,"1,196","1,307","1,046",894,"7,831",100.0,,,,
0,,Lung,-,-,-,-,-,-,0.4,5.4,6.8,21.8,36.7,91.9,142.4,217.9,366.8,479.8,625.0,695.8,,,1,4.5,75.2,38.6
1,,Liver,-,-,-,-,0.5,0.4,2.2,5.9,5.6,19.8,36.1,58.3,85.0,105.6,122.5,171.3,163.2,201.1,,,2,2.2,33.8,18.8
2,,Colorectum,-,-,-,-,-,0.9,0.9,1.7,3.6,9.1,19.5,31.6,57.4,68.7,135.4,194.2,286.5,407.4,,,3,1.6,31.4,15.7
3,,Stomach,-,-,-,-,0.5,0.4,1.3,1.7,1.2,3.2,10.7,15.6,22.8,39.4,57.4,53.0,107.6,156.1,,,4,0.8,12.8,6.8
4,,Nasopharynx,-,-,-,-,0.5,-,0.9,1.7,6.0,9.1,13.3,22.2,20.7,21.0,18.9,13.5,15.6,2.6,,,5,0.6,7.7,4.7
5,,Oesophagus,-,-,-,-,-,-,-,-,0.4,2.9,7.5,13.5,17.0,33.5,41.1,32.2,45.1,58.2,,,6,0.6,8.0,4.5
6,,Pancreas,-,-,-,-,-,0.4,-,0.8,1.2,4.2,4.5,9.4,18.1,29.3,34.3,41.5,53.8,71.4,,,7,0.5,8.0,4.3
7,,Prostate,-,-,-,-,-,-,-,-,0.4,0.3,1.0,2.1,5.8,17.6,42.0,71.7,123.3,232.8,,,8,0.3,9.7,4.3
8,,Leukaemia,2.4,-,2.2,1.8,0.9,0.9,1.3,2.1,1.2,2.3,3.9,2.1,9.0,14.2,23.1,23.9,29.5,63.5,,,9,0.3,5.3,3.4
9,,Non-Hodgkin lymphoma,-,-,-,0.5,0.9,0.4,0.4,0.4,1.6,2.3,3.9,8.6,11.2,23.5,21.4,40.5,39.9,55.6,,,10,0.4,6.3,3.4
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,0.8,0.8,3.6,3.9,7.0,9.0,12.6,11.1,20.8,24.3,21.2,,,11,0.2,4.0,2.2
11,,Bladder,-,-,-,-,-,-,-,-,-,0.6,0.3,1.6,3.7,7.5,13.7,31.2,59.0,84.7,,,12,0.1,4.1,1.8
12,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,0.4,1.2,1.3,3.2,2.9,9.0,10.1,10.3,22.8,27.8,21.2,,,13,0.2,3.4,1.8
13,,Brain and other central nervous system,-,-,0.6,0.5,0.5,1.3,0.9,0.8,0.4,0.6,2.6,2.5,2.7,5.0,7.7,4.2,3.5,2.6,,,14,0.1,1.6,1.1
14,,Larynx,-,-,-,-,-,-,-,-,0.4,-,0.6,1.6,2.7,9.2,11.1,15.6,17.4,26.5,,,15,0.1,2.2,1.1
15,,Bone and soft tissue,-,-,0.6,-,0.5,1.3,0.4,0.4,0.8,1.6,2.6,2.5,0.5,5.0,6.9,6.2,12.2,10.6,,,16,0.1,1.8,1.1
16,,Multiple myeloma,-,-,-,-,-,-,-,-,0.8,-,1.6,3.3,3.7,5.0,11.1,13.5,10.4,15.9,,,17,0.1,2.0,1.0
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,1.0,1.9,2.1,1.6,3.4,8.6,6.2,19.1,23.8,,,18,0.1,1.7,0.9
18,,Melanoma of skin,-,-,-,-,-,-,-,-,0.4,0.3,0.6,0.4,1.1,1.7,0.9,6.2,3.5,7.9,,,19,0.0,0.6,0.3
19,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1.2,0.3,1.0,0.8,1.1,0.8,2.6,1.0,-,2.6,,,20,0.0,0.5,0.3
20,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.6,0.3,-,0.5,1.7,6.0,2.1,6.9,2.6,,,21,0.0,0.6,0.3
21,,Thyroid gland,-,-,-,-,-,-,-,-,0.4,-,-,1.6,0.5,0.8,2.6,3.1,8.7,2.6,,,22,0.0,0.6,0.3
22,,Small intestine,-,-,-,-,-,-,-,-,-,-,0.3,0.8,0.5,1.7,0.9,1.0,1.7,5.3,,,23,0.0,0.3,0.2
23,,Other endocrine glands,0.8,-,-,-,-,-,-,-,0.4,-,0.6,-,0.5,-,-,-,-,-,,,24,0.0,0.2,0.2
24,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,0.3,-,0.5,0.8,1.7,-,3.5,10.6,,,25,0.0,0.3,0.2
25,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,0.3,-,0.4,1.1,-,0.9,-,1.7,-,,,26,0.0,0.2,0.1
26,,Testis,-,-,-,-,-,0.9,0.4,-,-,-,-,-,-,-,-,-,-,-,,,27,0.0,0.1,0.1
27,,Breast,-,-,-,-,-,-,-,-,0.4,-,-,-,-,0.8,-,2.1,1.7,-,,,28,0.0,0.2,0.1
28,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,0.9,1.0,3.5,-,,,29,0.0,0.2,0.1
29,,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,1.7,2.6,,,30,0.0,0.1,0.0
30,,Kaposi sarcoma,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,,,31,0.0,0.0,0.0
31,,Eye,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Other and unspecified,-,-,-,0.5,-,0.9,1.3,2.1,2.8,3.6,9.1,13.5,22.8,38.6,65.1,98.7,119.8,179.9,,,-,0.8,14.8,7.6
33,,All sites,3.2,-,3.3,3.2,4.5,7.8,10.7,24.3,38.0,89.0,166.4,297.1,451.1,676.4,"1,024.9","1,357.2","1,816.0","2,365.1",,,-,14.0,237.7,125.2
