,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
20,20,Thyroid gland,-,-,-,-,-,-,1,-,-,-,-,-,3,1,1,2,3,2,13,0.2,,,,
21,22,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,1,-,-,1,-,2,1,1,1,2,1,1,11,0.1,,,,
22,23,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,-,2,1,-,1,1,2,2,-,10,0.1,,,,
23,24,Mesothelioma,-,-,-,-,-,-,-,-,1,-,1,-,-,-,2,2,-,-,6,0.1,,,,
24,25,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2,-,-,5,0.1,,,,
25,26,Small intestine,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-,-,4,0.1,,,,
26,26,Eye,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,4,0.1,,,,
27,26,Other endocrine glands,-,1,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,4,0.1,,,,
28,29,Hodgkin lymphoma,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,3,0.0,,,,
29,30,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,0.0,,,,
30,31,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0.0,,,,
31,31,Testis,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,-,2,1,-,2,3,4,4,8,34,37,41,48,68,98,63,51,464,6.3,,,,
33,-,All sites,4,7,9,8,9,21,35,66,158,323,459,629,634,855,"1,242","1,278",947,702,"7,386",100.0,,,,
0,,Lung,-,-,-,-,-,-,2.5,4.8,12.5,23.8,50.0,80.6,166.1,234.0,395.0,585.7,743.3,680.7,,,1,4.8,73.3,42.9
1,,Liver,-,0.6,0.5,-,-,1.8,2.9,5.2,8.2,24.4,36.7,61.0,88.6,107.0,141.5,182.3,198.7,252.6,,,2,2.4,32.9,20.6
2,,Colorectum,-,-,-,-,-,-,2.1,1.6,3.9,8.6,17.8,37.3,58.8,77.5,129.0,202.9,308.0,438.6,,,3,1.7,28.2,16.4
3,,Stomach,-,-,-,-,-,-,0.4,2.8,3.6,4.9,8.3,15.8,18.0,30.4,64.1,71.7,127.2,178.9,,,4,0.7,12.0,6.9
4,,Nasopharynx,-,-,-,-,-,1.3,0.4,6.0,7.6,15.4,12.5,18.6,22.7,27.2,23.1,17.0,15.6,14.0,,,5,0.7,8.5,5.8
5,,Oesophagus,-,-,-,-,-,-,-,-,1.3,2.5,8.7,13.0,25.1,31.2,47.2,59.5,55.8,77.2,,,6,0.6,8.7,5.3
6,,Prostate,-,-,-,-,-,-,-,-,-,-,1.1,4.7,7.1,16.8,53.4,60.8,147.3,231.6,,,7,0.4,8.7,4.6
7,,Pancreas,-,-,-,-,-,-,-,0.4,1.6,3.7,6.1,9.3,11.8,28.0,29.4,51.0,62.5,24.6,,,8,0.5,6.5,3.9
8,,Non-Hodgkin lymphoma,-,-,-,0.4,0.9,0.9,0.8,0.4,1.3,2.2,4.2,7.9,9.4,16.0,27.6,26.7,53.6,70.2,,,9,0.4,5.4,3.3
9,,Leukaemia,1.8,1.2,0.5,0.9,0.4,1.8,0.8,0.8,2.3,2.8,1.9,6.1,11.8,9.6,20.5,29.2,24.6,31.6,,,10,0.3,4.4,3.1
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,0.4,1.0,1.5,4.9,7.0,9.4,16.0,21.4,8.5,33.5,17.5,,,11,0.3,3.7,2.3
11,,Bladder,-,-,-,-,-,-,-,-,-,0.3,0.4,0.9,9.4,7.2,19.6,36.5,53.6,108.8,,,12,0.2,4.0,2.2
12,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.4,-,1.0,0.6,1.1,3.3,7.8,8.8,16.0,23.1,24.6,31.6,,,13,0.2,2.9,1.7
13,,Brain and other central nervous system,0.9,1.2,1.4,0.9,-,1.3,1.3,0.4,0.7,2.5,1.5,1.9,-,7.2,3.6,8.5,6.7,3.5,,,14,0.1,1.7,1.4
14,,Multiple myeloma,-,-,-,-,-,-,-,0.4,1.0,0.6,1.9,0.9,3.9,7.2,12.5,13.4,26.8,24.6,,,15,0.1,2.2,1.3
15,,Larynx,-,-,-,-,-,-,-,-,0.7,0.9,1.1,1.4,4.7,9.6,11.6,12.2,20.1,17.5,,,16,0.1,2.0,1.2
16,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.4,0.3,0.6,-,1.4,2.4,3.2,13.3,20.7,44.6,38.6,,,17,0.1,2.4,1.2
17,,Bone and soft tissue,-,0.6,0.9,0.9,1.8,1.3,0.8,0.8,2.6,1.2,0.4,0.5,1.6,1.6,4.4,4.9,2.2,7.0,,,18,0.1,1.4,1.1
18,,Melanoma of skin,-,-,-,-,0.4,-,-,-,0.3,0.3,0.4,0.5,1.6,-,3.6,-,2.2,3.5,,,19,0.0,0.4,0.3
19,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,0.5,0.8,1.6,1.8,2.4,8.9,14.0,,,20,0.0,0.5,0.3
20,,Thyroid gland,-,-,-,-,-,-,0.4,-,-,-,-,-,2.4,0.8,0.9,2.4,6.7,7.0,,,21,0.0,0.4,0.3
21,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.4,-,-,0.3,-,0.9,0.8,0.8,0.9,2.4,2.2,3.5,,,22,0.0,0.3,0.2
22,,Eye,0.9,-,-,-,-,-,-,-,-,-,-,0.5,0.8,-,-,-,-,3.5,,,23,0.0,0.1,0.2
23,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,-,0.8,0.5,-,0.8,0.9,2.4,4.5,-,,,24,0.0,0.3,0.2
24,,Other endocrine glands,-,0.6,-,-,-,-,-,-,-,-,-,0.9,-,0.8,-,-,-,-,,,25,0.0,0.1,0.1
25,,Mesothelioma,-,-,-,-,-,-,-,-,0.3,-,0.4,-,-,-,1.8,2.4,-,-,,,26,0.0,0.2,0.1
26,,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,0.4,-,-,0.8,0.9,2.4,-,-,,,27,0.0,0.2,0.1
27,,Small intestine,-,-,-,-,-,-,-,-,-,-,0.4,0.5,-,0.8,-,1.2,-,-,,,28,0.0,0.1,0.1
28,,Hodgkin lymphoma,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,0.9,1.2,-,-,,,29,0.0,0.1,0.1
29,,Testis,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,30,0.0,0.0,0.0
30,,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,-,-,,,31,-,0.1,0.0
31,,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,,,32,-,0.0,0.0
32,,Other and unspecified,-,-,0.9,0.4,-,0.9,1.3,1.6,1.3,2.5,12.9,17.2,32.1,38.3,60.5,119.1,140.6,178.9,,,-,0.9,14.2,8.4
33,,All sites,3.6,4.3,4.3,3.6,4.0,9.4,14.7,26.6,51.9,99.8,173.9,293.0,496.9,682.9,"1,105.0","1,552.9","2,113.8","2,463.2",,,-,14.9,225.9,135.5
