,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
24,25,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,1,2,2,1,-,1,-,1,8,0.1,,,,
25,26,Other endocrine glands,1,2,1,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,7,0.1,,,,
26,27,Penis / other male genital,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,1,-,4,0.1,,,,
27,28,Breast,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,3,0.0,,,,
28,28,Testis,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,3,0.0,,,,
29,28,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3,0.0,,,,
30,31,Kaposi sarcoma,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
31,31,Eye,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,-,2,-,1,-,3,3,5,9,27,33,37,51,47,83,67,65,433,5.5,,,,
33,-,All sites,4,5,5,11,12,13,31,50,111,247,485,726,898,843,"1,010","1,318","1,152","1,012","7,933",100.0,,,,
0,,Lung,-,-,-,-,-,-,0.9,4.3,9.5,19.6,45.5,83.0,137.6,206.2,337.8,471.2,596.3,754.5,,,1,4.2,78.1,37.6
1,,Liver,-,-,-,-,-,0.4,3.1,6.4,11.2,17.8,33.4,47.9,69.3,90.5,116.1,129.2,162.1,175.0,,,2,2.0,31.4,16.7
2,,Colorectum,-,-,-,-,0.9,0.4,1.3,1.3,4.1,8.4,13.8,29.2,53.8,75.7,110.8,225.0,269.1,395.5,,,3,1.5,32.4,15.1
3,,Stomach,-,-,-,-,-,0.9,1.3,0.4,1.2,2.8,5.8,13.8,15.0,31.2,39.0,55.5,114.7,134.1,,,4,0.6,11.4,5.4
4,,Nasopharynx,-,-,-,-,-,0.4,0.9,4.3,6.6,13.3,13.8,15.7,12.6,14.8,19.5,20.2,18.3,4.5,,,5,0.5,7.7,4.5
5,,Pancreas,-,-,-,-,0.4,-,-,0.4,3.7,6.6,6.1,13.8,17.3,20.8,28.4,41.4,59.6,54.5,,,6,0.5,8.6,4.4
6,,Prostate,-,-,-,-,-,-,-,-,-,-,1.0,1.5,7.5,16.3,43.4,86.8,126.9,225.0,,,7,0.3,10.9,4.4
7,,Oesophagus,-,-,-,-,-,-,-,-,0.4,1.7,5.5,11.2,18.7,23.0,31.0,37.3,44.3,56.8,,,8,0.5,7.5,3.8
8,,Non-Hodgkin lymphoma,0.7,-,-,1.4,0.9,-,1.3,0.4,0.4,1.4,2.9,4.1,8.0,17.1,29.3,42.4,47.4,36.4,,,9,0.3,5.9,3.1
9,,Leukaemia,-,2.4,0.6,-,0.9,0.9,0.9,0.9,0.8,2.1,3.5,7.5,12.2,10.4,20.4,28.3,33.6,38.6,,,10,0.3,5.4,3.0
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,0.4,0.4,0.4,2.1,1.4,2.2,5.6,11.2,17.1,15.1,14.1,21.4,25.0,,,11,0.3,4.1,2.3
11,,Kidney and other urinary organs except bladder,-,-,-,0.5,-,-,-,-,-,0.7,2.9,9.0,9.8,14.8,12.4,15.1,27.5,36.4,,,12,0.3,4.2,2.1
12,,Bladder,-,-,-,-,-,-,-,-,-,0.3,1.0,1.9,4.2,4.5,10.6,21.2,47.4,100.0,,,13,0.1,4.0,1.6
13,,Multiple myeloma,-,-,-,-,-,-,0.4,-,-,1.0,0.6,3.0,7.0,10.4,9.8,11.1,18.3,25.0,,,14,0.2,2.6,1.4
14,,Brain and other central nervous system,0.7,-,0.6,1.9,-,1.3,1.3,0.9,1.7,1.0,2.9,3.4,2.3,2.2,1.8,2.0,4.6,2.3,,,15,0.1,1.7,1.2
15,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.4,-,0.6,1.9,3.7,7.4,9.8,17.2,19.9,34.1,,,16,0.1,2.5,1.1
16,,Bone and soft tissue,0.7,-,-,0.5,1.3,0.9,-,-,0.8,2.1,1.3,2.2,0.9,3.7,0.9,6.1,7.6,11.4,,,17,0.1,1.5,1.0
17,,Larynx,-,-,-,-,-,-,-,-,0.4,0.7,-,1.1,4.7,7.4,6.2,7.1,15.3,11.4,,,18,0.1,1.7,0.8
18,,Other endocrine glands,0.7,1.6,0.6,-,-,-,-,-,-,-,-,-,-,0.7,0.9,-,1.5,-,,,19,0.0,0.2,0.4
19,,Melanoma of skin,-,-,-,-,-,-,-,-,-,0.7,0.3,0.7,1.4,3.0,1.8,2.0,3.1,9.1,,,20,0.0,0.7,0.3
20,,Thyroid gland,-,-,-,0.5,-,-,-,-,-,-,0.3,0.4,0.5,1.5,2.7,6.1,3.1,4.5,,,21,0.0,0.6,0.3
21,,Small intestine,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.9,3.7,0.9,-,6.1,2.3,,,22,0.0,0.5,0.3
22,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.4,0.3,1.0,0.4,0.9,2.2,0.9,-,1.5,-,,,23,0.0,0.4,0.2
23,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,0.6,0.4,0.9,0.7,1.8,2.0,4.6,9.1,,,24,0.0,0.5,0.2
24,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.6,-,0.9,1.5,-,4.0,3.1,2.3,,,25,0.0,0.4,0.2
25,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.9,0.7,-,1.0,-,2.3,,,26,0.0,0.2,0.1
26,,Testis,-,-,-,0.5,0.4,-,-,-,-,0.3,-,-,-,-,-,-,-,-,,,27,0.0,0.1,0.1
27,,Penis / other male genital,-,-,-,-,-,-,-,-,-,0.7,0.3,-,-,-,-,-,1.5,-,,,28,0.0,0.1,0.1
28,,Breast,-,-,-,-,-,-,-,0.4,-,-,-,-,0.5,-,-,-,-,2.3,,,29,0.0,0.1,0.1
29,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,-,-,-,,,30,0.0,0.1,0.1
30,,Kaposi sarcoma,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,,,31,0.0,0.0,0.0
31,,Eye,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Other and unspecified,-,-,1.3,-,0.4,-,1.3,1.3,2.1,3.1,8.7,12.3,17.3,37.8,41.7,83.8,102.4,147.7,,,-,0.6,13.0,6.3
33,,All sites,2.9,4.0,3.2,5.1,5.3,5.8,13.6,21.3,46.0,86.3,155.5,271.4,420.2,625.4,895.4,"1,330.0","1,761.5","2,300.0",,,-,12.8,238.4,118.1
