,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,1,-,1,4,1,2,2,1,2,2,3,19,0.4,,,,
23,24,Melanoma of skin,-,-,-,-,1,-,-,-,1,-,1,1,2,1,1,4,2,3,17,0.4,,,,
24,25,Small intestine,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,1,2,7,16,0.3,,,,
25,26,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,-,3,2,-,4,-,2,2,1,15,0.3,,,,
26,27,Non-melanoma skin,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,6,8,0.2,,,,
27,28,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,2,-,5,0.1,,,,
28,29,Eye,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,3,0.1,,,,
29,29,Other endocrine glands,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,3,0.1,,,,
30,31,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,0.0,,,,
31,31,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,0.0,,,,
32,33,Mesothelioma,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.0,,,,
33,-,Other and unspecified,-,-,-,-,-,1,1,1,8,4,20,18,19,20,26,40,72,93,323,6.8,,,,
34,-,All sites,2,3,4,6,8,13,33,72,126,223,342,347,307,342,601,717,718,852,"4,716",100.0,,,,
0,,Lung,-,-,-,-,-,-,0.6,3.6,6.1,12.4,22.4,27.3,44.8,67.7,121.1,221.1,291.5,342.3,,,1,1.5,31.3,15.2
1,,Colorectum,-,-,-,-,-,-,1.9,2.4,5.0,6.2,11.0,20.1,26.6,38.3,99.4,117.6,172.9,228.2,,,2,1.1,19.7,9.7
2,,Breast,-,-,-,-,0.4,0.7,2.2,6.0,8.9,21.3,28.1,26.9,44.0,26.7,30.9,40.6,43.2,87.1,,,3,1.0,14.5,9.1
3,,Liver,-,-,-,-,-,-,0.3,0.6,1.1,3.0,5.7,5.9,17.5,26.7,61.0,59.8,86.5,87.1,,,4,0.6,9.7,5.0
4,,Stomach,-,-,-,-,-,0.7,1.0,1.5,1.4,3.6,5.7,10.0,8.4,16.9,26.7,34.5,46.0,75.1,,,5,0.4,6.7,3.5
5,,Pancreas,-,-,-,-,-,-,-,-,0.8,1.2,2.1,6.8,12.9,17.8,21.7,44.6,36.3,49.5,,,6,0.3,5.3,2.9
6,,Ovary and peritoneum,-,-,-,-,-,-,0.3,1.8,1.4,4.7,6.8,12.8,9.9,9.8,9.2,14.2,13.9,18.0,,,7,0.3,4.0,2.5
7,,Leukaemia,1.9,0.7,-,0.5,0.8,0.7,0.6,0.3,1.4,0.3,2.5,3.6,8.4,9.8,14.2,13.2,29.3,24.0,,,8,0.2,3.3,2.2
8,,Cervix,-,-,-,-,-,0.3,1.3,0.9,1.4,3.6,5.0,3.6,7.6,5.3,14.2,20.3,12.6,30.0,,,9,0.2,3.6,2.0
9,,Non-Hodgkin lymphoma,-,-,-,-,0.8,0.7,0.3,0.9,0.3,0.6,2.1,3.2,3.8,16.0,10.9,17.2,23.7,33.0,,,10,0.2,3.2,1.8
10,,Nasopharynx,-,-,-,-,-,0.3,-,0.3,2.5,2.4,4.3,5.0,6.1,8.9,5.0,8.1,5.6,3.0,,,11,0.2,2.2,1.5
11,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,-,1.4,1.8,4.6,2.7,9.2,20.3,26.5,33.0,,,12,0.1,2.5,1.1
12,,Oesophagus,-,-,-,-,-,-,-,-,-,0.3,0.7,1.8,5.3,6.2,7.5,9.1,13.9,33.0,,,13,0.1,2.0,1.0
13,,Kidney and other urinary organs except bladder,-,-,-,-,0.4,0.3,-,-,0.3,0.3,1.4,2.7,0.8,5.3,9.2,15.2,19.5,13.5,,,14,0.1,1.9,1.0
14,,Brain and other central nervous system,-,1.4,2.0,0.5,-,-,1.0,1.2,0.6,-,0.7,2.3,2.3,2.7,3.3,2.0,5.6,3.0,,,15,0.1,1.1,1.0
15,,Bone and soft tissue,-,-,-,1.4,-,-,0.3,-,0.3,0.3,2.1,2.7,3.8,3.6,5.0,5.1,7.0,3.0,,,16,0.1,1.2,0.9
16,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.5,0.4,-,-,0.6,0.6,0.9,1.8,1.8,2.3,2.7,6.7,7.1,7.0,10.5,,,17,0.1,1.4,0.8
17,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.3,1.8,2.3,2.3,2.7,7.5,9.1,18.1,7.5,,,18,0.1,1.5,0.7
18,,Corpus uteri,-,-,-,-,-,0.3,-,0.6,-,0.6,3.9,3.6,-,5.3,0.8,2.0,7.0,3.0,,,19,0.1,1.1,0.7
19,,Bladder,-,-,-,-,-,-,-,-,-,-,-,-,3.0,-,5.8,5.1,11.2,10.5,,,20,0.0,0.9,0.4
20,,"Uterus, unspecified",-,-,-,-,-,-,-,0.3,-,0.9,0.7,1.8,0.8,1.8,1.7,5.1,4.2,4.5,,,21,0.0,0.7,0.4
21,,Thyroid gland,-,-,-,-,-,-,-,-,-,0.6,0.7,0.5,-,2.7,3.3,4.1,4.2,9.0,,,22,0.0,0.7,0.3
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.3,-,0.3,1.4,0.5,1.5,1.8,0.8,2.0,2.8,4.5,,,23,0.0,0.5,0.3
23,,Melanoma of skin,-,-,-,-,0.4,-,-,-,0.3,-,0.4,0.5,1.5,0.9,0.8,4.1,2.8,4.5,,,24,0.0,0.5,0.3
24,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,-,1.1,0.9,-,3.6,-,2.0,2.8,1.5,,,25,0.0,0.4,0.3
25,,Small intestine,-,-,-,-,-,-,-,-,-,-,0.4,0.9,0.8,0.9,0.8,1.0,2.8,10.5,,,26,0.0,0.4,0.2
26,,Non-melanoma skin,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,9.0,,,27,0.0,0.2,0.1
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,0.8,1.0,2.8,-,,,28,0.0,0.1,0.1
28,,Other endocrine glands,-,-,-,-,-,-,-,-,-,-,0.4,0.5,-,-,0.8,-,-,-,,,29,0.0,0.1,0.1
29,,Eye,-,-,-,-,-,-,0.3,-,-,0.3,-,-,-,-,-,1.0,-,-,,,30,0.0,0.1,0.0
30,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,1.5,,,31,0.0,0.1,0.0
31,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,1.4,-,,,32,0.0,0.1,0.0
32,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,,,33,0.0,0.0,0.0
33,,Other and unspecified,-,-,-,-,-,0.3,0.3,0.3,2.2,1.2,7.1,8.2,14.4,17.8,21.7,40.6,100.4,139.6,,,-,0.4,8.9,4.1
34,,All sites,1.9,2.1,2.0,2.8,3.3,4.5,10.5,21.7,35.1,66.0,121.8,158.2,233.1,304.5,502.1,727.2,"1,001.4","1,279.3",,,-,7.3,129.8,69.1
