,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,,"Uterus, unspecified",-,-,-,-,-,-,0.3,0.6,0.3,2.1,2.3,2.3,3.0,1.2,4.9,1.8,2.2,3.9,,,19,0.1,1.2,0.7
19,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.6,0.9,0.3,3.9,2.4,3.9,6.4,13.1,10.8,,,20,0.1,1.4,0.6
20,,Bladder,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.9,1.8,2.0,9.1,18.6,26.5,,,21,0.0,1.6,0.5
21,,Other endocrine glands,2.3,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,-,-,,,22,0.0,0.1,0.3
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,0.3,0.3,0.6,1.3,0.4,0.6,2.9,2.7,8.8,4.9,,,23,0.0,0.7,0.3
23,,Melanoma of skin,-,-,-,-,-,-,0.3,-,0.6,0.3,0.3,1.0,1.7,0.6,2.0,1.8,-,4.9,,,24,0.0,0.6,0.3
24,,Thyroid gland,-,-,-,-,-,-,-,-,-,0.3,-,0.7,0.9,0.6,2.0,9.1,2.2,2.9,,,25,0.0,0.6,0.3
25,,Thymus / other thoracic organs,-,-,-,-,-,0.3,-,-,-,-,0.6,-,-,0.6,1.0,0.9,1.1,2.9,,,26,0.0,0.3,0.1
26,,Small intestine,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,1.0,0.9,1.1,2.0,,,27,0.0,0.2,0.1
27,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,1.0,0.9,1.1,1.0,,,28,0.0,0.1,0.1
28,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,0.3,-,0.4,0.6,-,-,-,-,,,29,0.0,0.1,0.0
29,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,2.2,2.0,,,30,0.0,0.1,0.0
30,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,-,-,-,-,1.0,,,31,0.0,0.1,0.0
31,,Mesothelioma,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,1.1,-,,,32,0.0,0.1,0.0
32,,Other and unspecified,1.6,0.8,-,-,-,0.3,0.6,0.6,0.6,3.6,4.6,7.7,12.0,17.8,27.5,42.0,78.8,110.9,,,-,0.4,9.7,4.1
33,,All sites,6.2,4.7,3.0,2.1,2.2,4.1,11.3,14.3,32.5,71.7,110.7,174.1,232.2,292.1,415.1,638.9,946.4,"1,176.6",,,-,6.9,143.6,65.8
