,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
29,29,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,2,0.0,,,,
30,31,Kaposi sarcoma,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
31,31,Eye,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,-,-,-,-,1,1,3,8,6,17,37,44,51,53,50,63,93,-,427,4.9,,,,
33,-,All sites,4,2,-,3,9,18,23,47,111,156,324,679,"1,034","1,190","1,261","1,103","1,155","1,523",3,"8,645",100.0,,,,
0,,Lung,-,-,-,-,-,1.8,0.4,1.7,8.2,15.4,27.9,58.6,109.8,179.8,282.9,405.7,474.1,582.7,,,,1,3.4,77.4,30.2
1,,Colorectum,-,-,-,-,0.5,0.4,1.3,2.1,6.9,6.1,20.1,28.8,48.4,72.7,117.2,178.1,224.5,352.3,,,,2,1.5,37.0,14.3
2,,Liver,-,-,-,-,-,0.4,0.4,3.7,10.3,17.1,21.7,38.7,59.2,84.9,93.0,125.4,137.5,201.9,,,,3,1.6,33.0,14.3
3,,Pancreas,-,-,-,-,-,-,-,0.4,2.2,1.6,7.7,14.7,17.8,26.8,49.8,46.4,46.7,67.8,,,,4,0.6,11.4,4.8
4,,Stomach,-,-,-,-,0.5,-,0.4,1.2,2.6,3.3,4.6,7.9,15.7,19.1,40.6,50.6,78.2,107.0,,,,5,0.5,11.5,4.5
5,,Prostate,-,-,-,-,-,-,-,-,-,-,0.4,2.3,10.8,15.0,33.4,65.3,114.8,229.0,,,,6,0.3,13.0,4.0
6,,Nasopharynx,-,-,-,-,-,0.9,0.9,1.7,4.3,5.3,10.5,12.4,19.5,13.6,13.1,12.6,15.1,5.4,,,,7,0.4,6.7,3.5
7,,Oesophagus,-,-,-,-,-,-,-,0.4,1.3,2.0,3.1,8.5,9.1,22.3,32.1,32.7,37.8,46.1,,,,8,0.4,7.7,3.1
8,,Non-Hodgkin lymphoma,-,-,-,0.7,-,0.9,1.3,0.4,2.2,2.0,2.3,5.2,8.0,12.3,24.9,25.3,61.8,63.7,,,,9,0.3,7.2,2.9
9,,Leukaemia,2.2,1.3,-,-,1.0,1.3,1.7,0.4,3.4,0.4,2.7,3.6,4.2,7.3,17.0,24.2,20.2,31.2,,,,10,0.2,4.6,2.4
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,0.9,1.2,-,-,5.0,6.6,9.1,12.7,14.4,19.0,15.1,32.5,,,,11,0.2,4.9,2.1
11,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.4,0.8,-,0.8,2.3,2.9,7.7,9.5,11.8,27.4,36.6,39.3,,,,12,0.2,4.8,1.8
12,,Bladder,-,-,-,-,-,-,-,0.4,-,0.8,0.8,2.9,2.4,10.9,9.8,34.8,37.8,69.1,,,,13,0.1,5.1,1.7
13,,Bone and soft tissue,-,-,-,-,1.5,0.4,0.4,1.7,-,1.2,1.9,2.3,3.5,6.4,9.2,5.3,16.4,9.5,,,,14,0.1,2.6,1.3
14,,Brain and other central nervous system,-,-,-,1.4,1.0,0.9,-,0.8,1.3,0.8,1.2,4.3,4.5,4.1,5.2,6.3,2.5,1.4,,,,15,0.1,2.0,1.2
15,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.4,1.2,0.8,1.6,3.1,4.5,8.5,10.5,12.6,25.7,,,,16,0.1,2.4,0.9
16,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.4,1.2,2.3,3.1,5.4,7.2,12.6,18.9,17.6,,,,17,0.1,2.4,0.9
17,,Larynx,-,-,-,-,-,-,-,-,0.4,-,1.2,2.0,2.4,4.5,3.3,6.3,8.8,14.9,,,,18,0.1,1.6,0.6
18,,Thymus / other thoracic organs,-,-,-,-,-,-,-,0.8,0.4,-,0.8,1.3,1.7,0.5,1.3,4.2,2.5,2.7,,,,19,0.0,0.7,0.3
19,,Melanoma of skin,-,-,-,-,-,-,-,-,0.4,0.4,1.2,1.3,0.7,0.9,1.3,5.3,-,4.1,,,,20,0.0,0.7,0.3
20,,Small intestine,-,-,-,-,-,-,-,-,-,0.4,0.8,1.0,0.7,-,2.6,2.1,6.3,9.5,,,,21,0.0,0.8,0.3
21,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.4,-,0.3,-,0.5,5.2,2.1,3.8,2.7,,,,22,0.0,0.5,0.2
22,,Thyroid gland,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,1.8,2.6,2.1,-,8.1,,,,23,0.0,0.5,0.2
23,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,0.4,0.3,0.7,0.9,1.3,2.1,2.5,2.7,,,,24,0.0,0.4,0.2
24,,Other endocrine glands,0.7,-,-,-,-,-,0.4,-,-,-,-,-,0.7,-,-,-,-,-,,,,25,0.0,0.1,0.1
25,,Penis / other male genital,-,-,-,-,-,-,-,-,-,0.4,0.4,-,0.3,-,1.3,1.1,1.3,6.8,,,,26,0.0,0.4,0.1
26,,Breast,-,-,-,-,-,-,-,-,-,0.4,-,-,0.7,0.9,1.3,-,-,-,,,,27,0.0,0.2,0.1
27,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,0.7,1.1,1.3,4.1,,,,28,0.0,0.2,0.1
28,,Testis,-,-,-,-,-,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,,,,29,0.0,0.1,0.1
29,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,1.1,-,-,,,,30,0.0,0.1,0.0
30,,Kaposi sarcoma,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,,,,31,0.0,0.0,0.0
31,,Eye,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,,,,32,0.0,0.0,0.0
32,,Other and unspecified,-,-,-,-,-,0.4,0.4,1.2,3.4,2.4,6.6,12.1,15.3,23.2,34.7,52.7,79.4,126.0,,,,-,0.5,12.5,4.9
33,,All sites,3.0,1.3,-,2.1,4.6,8.0,10.0,19.6,47.9,63.4,125.5,222.4,360.3,540.4,825.8,"1,162.3","1,456.5","2,063.7",,,,-,11.2,252.5,101.7
