,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
33,-,Other and unspecified,-,-,-,1,2,2,1,1,4,15,26,26,25,26,39,59,83,95,405,7.7,,,,
34,-,All sites,2,-,4,3,15,20,30,59,141,269,397,376,421,357,511,723,836,"1,081","5,245",100.0,,,,
0,,Lung,-,-,-,-,-,0.7,0.9,0.9,6.1,11.5,24.9,31.5,51.9,86.6,106.9,188.4,257.5,341.3,,,1,1.6,32.7,15.4
1,,Colorectum,-,-,-,-,-,0.3,0.9,2.1,3.9,6.4,12.6,16.6,25.7,45.6,69.3,109.1,213.6,294.9,,,2,0.9,22.2,9.5
2,,Breast,-,-,-,-,0.4,-,0.9,4.2,11.5,18.7,26.1,31.1,33.2,32.6,34.2,29.9,52.8,84.1,,,3,1.0,15.0,8.7
3,,Liver,-,-,-,-,0.9,1.0,0.9,1.2,0.9,3.1,6.6,9.3,18.2,31.7,53.0,68.1,85.4,95.4,,,4,0.6,11.2,5.5
4,,Stomach,-,-,-,-,0.4,1.0,0.6,2.1,2.1,3.4,5.0,6.1,12.3,14.0,26.5,28.0,54.0,74.0,,,5,0.4,7.1,3.5
5,,Pancreas,-,-,-,-,-,-,-,0.3,1.8,2.2,4.1,6.1,9.1,13.0,13.7,40.1,42.7,54.0,,,6,0.3,5.6,2.6
6,,Ovary and peritoneum,-,-,-,-,-,0.3,0.3,0.6,3.0,4.5,11.0,6.9,9.1,12.1,8.6,14.9,17.6,17.6,,,7,0.3,4.5,2.6
7,,Cervix,-,-,-,-,-,0.3,0.3,1.2,3.3,4.2,5.7,3.2,6.4,7.4,12.8,11.2,27.6,23.8,,,8,0.2,3.9,2.1
8,,Non-Hodgkin lymphoma,-,-,-,-,0.9,0.7,0.6,0.6,0.9,1.1,1.3,3.6,5.4,14.0,14.5,26.1,32.7,38.9,,,9,0.2,4.2,2.1
9,,Leukaemia,-,-,1.7,-,3.0,-,1.3,0.3,2.1,0.8,1.6,3.6,4.3,6.5,7.7,14.0,20.1,23.8,,,10,0.2,3.0,1.8
10,,Corpus uteri,-,-,-,-,-,0.3,-,-,0.6,2.0,5.7,4.4,3.2,7.4,2.6,5.6,5.0,8.8,,,11,0.1,2.0,1.2
11,,Kidney and other urinary organs except bladder,0.9,-,-,-,-,-,-,-,0.6,1.7,-,3.2,2.7,6.5,5.1,10.3,12.6,22.6,,,12,0.1,2.0,1.1
12,,Nasopharynx,-,-,-,-,-,0.3,-,0.3,1.2,3.9,3.1,3.6,3.2,0.9,6.0,3.7,5.0,6.3,,,13,0.1,1.8,1.0
13,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,0.3,-,-,0.3,1.3,1.2,4.3,1.9,7.7,19.6,28.9,30.1,,,14,0.1,2.6,1.0
14,,Brain and other central nervous system,0.9,-,-,0.5,-,-,0.3,0.3,0.9,1.4,0.9,2.8,2.7,2.8,3.4,5.6,2.5,3.8,,,15,0.1,1.2,0.8
15,,Oesophagus,-,-,-,-,-,-,-,-,-,-,0.6,0.8,3.2,2.8,6.8,9.3,13.8,31.4,,,16,0.1,1.8,0.7
16,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,0.7,-,-,-,0.6,0.9,1.2,3.2,4.7,6.0,3.7,8.8,8.8,,,17,0.1,1.2,0.7
17,,"Uterus, unspecified",-,-,-,-,-,-,-,0.3,0.3,1.7,2.5,1.6,2.1,3.7,4.3,2.8,5.0,6.3,,,18,0.1,1.2,0.7
18,,Bone and soft tissue,-,-,-,-,-,0.3,0.6,0.9,0.6,1.7,-,1.6,3.2,1.9,2.6,3.7,7.5,6.3,,,19,0.1,1.2,0.7
19,,Bladder,-,-,-,-,-,-,-,0.3,-,-,0.3,1.2,1.6,3.7,1.7,6.5,17.6,27.6,,,20,0.0,1.5,0.6
20,,Multiple myeloma,-,-,-,-,-,-,-,0.3,-,0.6,-,0.4,1.6,4.7,2.6,6.5,16.3,10.0,,,21,0.1,1.2,0.5
21,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.3,-,0.3,0.6,0.9,-,2.1,0.9,1.7,3.7,3.8,6.3,,,22,0.0,0.7,0.4
22,,Melanoma of skin,-,-,-,-,-,-,0.3,0.3,0.6,0.3,0.9,0.4,0.5,-,0.9,1.9,3.8,5.0,,,23,0.0,0.5,0.3
23,,Thyroid gland,-,-,-,-,-,-,-,-,-,0.3,-,-,0.5,-,3.4,3.7,3.8,5.0,,,24,0.0,0.5,0.2
24,,Thymus / other thoracic organs,-,-,-,-,-,-,-,0.3,0.3,0.3,0.6,-,1.1,0.9,-,0.9,1.3,-,,,25,0.0,0.3,0.2
25,,Other endocrine glands,-,-,0.6,-,-,-,0.3,-,-,-,-,-,0.5,-,-,0.9,-,-,,,26,0.0,0.1,0.1
26,,Hodgkin lymphoma,-,-,-,0.5,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,2.5,,,27,0.0,0.1,0.1
27,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,0.9,0.9,2.5,2.5,,,28,0.0,0.2,0.1
28,,Small intestine,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,0.9,-,1.3,2.5,,,29,0.0,0.1,0.1
29,,Mesothelioma,-,-,-,-,-,-,-,0.3,-,-,-,-,-,0.9,-,-,-,-,,,30,0.0,0.1,0.0
30,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,0.4,-,-,-,-,-,-,,,31,0.0,0.1,0.0
31,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,1.3,-,,,32,0.0,0.1,0.0
32,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,3.8,,,33,-,0.1,0.0
33,,Other and unspecified,-,-,-,0.5,0.9,0.7,0.3,0.3,1.2,4.2,8.2,10.5,13.4,24.2,33.4,55.0,104.3,119.2,,,-,0.5,10.9,5.0
34,,All sites,1.8,-,2.3,1.4,6.5,6.6,9.5,17.8,42.7,75.2,125.0,152.0,225.4,332.4,437.1,674.4,"1,050.3","1,356.3",,,-,7.2,140.6,69.1
