,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
25,25,Penis / other male genital,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,3,6,0.1,,,,
26,27,Breast,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,3,0.0,,,,
27,27,Other endocrine glands,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,3,0.0,,,,
28,29,Hodgkin lymphoma,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,2,0.0,,,,
29,30,Testis,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.0,,,,
30,30,Eye,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,0.0,,,,
31,-,Other and unspecified,-,-,1,1,1,2,1,1,9,16,10,33,35,41,84,91,65,55,446,5.9,,,,
32,-,All sites,4,5,13,11,4,12,34,67,127,332,510,656,699,866,"1,209","1,303",997,751,"7,600",100.0,,,,
0,,Lung,-,-,-,-,-,0.4,3.0,4.5,6.8,22.2,52.5,86.0,171.2,262.0,357.9,548.9,734.3,856.7,,,1,4.8,76.5,43.6
1,,Liver,-,-,1.0,0.4,-,1.8,4.2,7.0,8.9,26.6,46.7,60.3,86.6,105.3,130.0,151.9,215.5,175.9,,,2,2.4,33.4,20.5
2,,Colorectum,-,-,-,0.4,-,0.9,1.3,1.2,3.8,8.1,17.0,32.0,61.1,102.9,140.4,212.9,299.2,348.5,,,3,1.8,29.6,16.8
3,,Stomach,-,-,-,-,-,0.4,0.4,1.2,2.7,5.3,6.9,18.5,19.2,28.6,57.2,82.9,133.9,136.8,,,4,0.7,12.1,6.6
4,,Oesophagus,-,-,-,-,-,-,-,-,1.4,3.4,10.5,19.4,19.9,24.5,40.7,51.8,52.3,78.2,,,5,0.6,8.7,5.1
5,,Nasopharynx,-,-,-,0.4,0.5,-,0.4,3.7,5.8,11.6,16.3,15.8,21.3,14.7,20.8,26.5,16.7,26.1,,,6,0.6,7.8,5.0
6,,Prostate,-,-,-,-,-,-,-,-,-,-,0.4,2.3,7.8,23.7,38.1,77.1,138.1,237.8,,,7,0.4,9.0,4.5
7,,Pancreas,-,-,-,-,-,-,0.4,-,0.7,3.4,5.4,11.7,19.2,29.4,27.7,50.6,64.9,48.9,,,8,0.5,7.3,4.3
8,,Non-Hodgkin lymphoma,-,0.7,0.5,0.4,-,-,1.7,1.6,1.4,2.2,4.7,10.8,9.9,18.0,31.2,36.8,46.0,55.4,,,9,0.4,6.2,3.7
9,,Leukaemia,1.8,1.3,1.9,2.2,0.9,0.9,0.8,2.9,1.7,3.4,1.8,2.3,9.9,13.9,25.1,25.3,25.1,45.6,,,10,0.4,4.9,3.5
10,,Bladder,-,-,-,-,-,-,-,-,-,1.9,0.7,1.4,5.0,10.6,19.1,26.5,77.4,84.7,,,11,0.2,4.2,2.2
11,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,0.8,0.4,1.4,3.1,5.1,5.9,9.2,9.8,13.9,15.0,23.0,22.8,,,12,0.2,3.5,2.2
12,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,-,1.0,1.9,2.5,2.7,9.2,7.3,19.1,15.0,27.2,35.8,,,13,0.2,3.1,1.8
13,,Brain and other central nervous system,1.8,1.3,1.0,0.4,-,-,0.4,2.1,2.0,2.2,1.4,2.7,3.6,0.8,5.2,4.6,2.1,-,,,14,0.1,1.6,1.4
14,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,1.0,0.9,0.4,1.8,3.6,5.7,16.5,16.1,31.4,29.3,,,15,0.1,2.4,1.3
15,,Multiple myeloma,-,-,-,-,-,-,0.4,-,0.3,0.6,1.8,0.5,2.1,3.3,7.8,19.6,23.0,16.3,,,16,0.1,1.8,0.9
16,,Larynx,-,-,-,-,-,-,-,-,-,-,1.4,2.3,4.3,3.3,5.2,16.1,8.4,19.5,,,17,0.1,1.5,0.8
17,,Bone and soft tissue,-,-,1.0,-,-,-,-,1.2,0.3,-,1.1,0.5,0.7,0.8,4.3,1.2,10.5,6.5,,,18,0.0,0.8,0.5
18,,Thyroid gland,-,-,-,-,-,-,-,0.4,0.3,-,1.1,0.5,1.4,2.4,2.6,4.6,8.4,6.5,,,19,0.0,0.7,0.4
19,,Melanoma of skin,-,-,-,-,-,-,-,-,-,0.3,1.4,0.5,0.7,-,4.3,2.3,2.1,3.3,,,20,0.0,0.5,0.3
20,,Thymus / other thoracic organs,-,-,0.5,-,-,-,-,-,0.3,0.3,0.4,0.5,1.4,0.8,1.7,-,2.1,3.3,,,21,0.0,0.4,0.3
21,,Small intestine,-,-,-,-,-,-,-,-,-,-,-,0.9,1.4,0.8,1.7,4.6,4.2,6.5,,,22,0.0,0.5,0.3
22,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.6,0.4,0.9,-,3.3,0.9,-,-,3.3,,,23,0.0,0.3,0.2
23,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,0.8,-,-,0.4,0.5,1.4,-,1.7,1.2,2.1,-,,,24,0.0,0.3,0.2
24,,Penis / other male genital,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.8,0.9,-,-,9.8,,,25,0.0,0.2,0.1
25,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,3.5,-,6.5,,,26,0.0,0.2,0.1
26,,Other endocrine glands,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,0.9,-,-,3.3,,,27,0.0,0.1,0.1
27,,Breast,-,-,-,-,-,-,-,-,-,-,0.4,0.5,-,0.8,-,-,-,-,,,28,0.0,0.1,0.1
28,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,0.3,-,-,-,0.7,-,-,-,-,-,,,29,0.0,0.1,0.0
29,,Testis,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,,,30,0.0,0.0,0.0
30,,Eye,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,-,,,31,-,0.0,0.0
31,,Other and unspecified,-,-,0.5,0.4,0.5,0.9,0.4,0.4,3.1,5.0,3.6,14.9,24.9,33.5,72.8,104.7,136.0,179.2,,,-,0.8,13.6,7.6
32,,All sites,3.6,3.3,6.2,4.9,1.8,5.3,14.4,27.5,43.3,103.7,184.5,295.2,496.4,706.9,"1,047.7","1,499.4","2,085.8","2,446.3",,,-,14.7,231.4,134.4
