,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
17,,Bone and soft tissue,0.9,0.7,1.0,-,1.4,1.7,1.3,-,-,1.2,2.4,0.9,0.6,0.8,1.7,2.2,-,6.1,,,18,0.1,1.1,1.0
18,,Small intestine,-,-,-,-,-,-,-,0.4,0.4,0.3,-,0.4,1.3,1.7,3.4,5.5,9.9,12.2,,,19,0.0,0.8,0.4
19,,Melanoma of skin,-,-,-,-,-,-,0.4,-,-,0.6,1.4,0.9,-,0.8,1.7,3.3,2.0,6.1,,,20,0.0,0.5,0.3
20,,Thyroid gland,-,-,-,-,-,0.4,-,-,-,-,0.3,0.4,-,4.2,1.7,3.3,6.0,-,,,21,0.0,0.5,0.3
21,,Other endocrine glands,1.8,-,-,0.4,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,,,22,0.0,0.2,0.3
22,,Thymus / other thoracic organs,-,-,-,-,0.5,-,-,-,0.4,0.3,1.0,-,0.6,-,2.6,1.1,-,3.0,,,23,0.0,0.4,0.2
23,,Non-melanoma skin,-,-,-,-,-,-,-,-,0.4,-,-,0.4,-,1.7,0.9,4.4,4.0,9.1,,,24,0.0,0.4,0.2
24,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.3,-,2.6,0.8,0.9,1.1,2.0,6.1,,,25,0.0,0.3,0.2
25,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,0.3,-,-,1.3,2.5,2.6,1.1,-,-,,,26,0.0,0.3,0.2
26,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,1.3,0.8,0.9,-,4.0,3.0,,,27,0.0,0.2,0.1
27,,Penis / other male genital,-,-,-,-,-,-,0.4,-,-,-,-,0.4,-,-,0.9,1.1,2.0,6.1,,,28,0.0,0.2,0.1
28,,Breast,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,2.2,4.0,6.1,,,29,0.0,0.2,0.1
29,,Testis,-,-,-,-,-,-,0.4,-,-,-,-,0.4,-,-,-,-,-,-,,,30,0.0,0.1,0.0
30,,Other and unspecified,-,-,-,0.4,-,0.4,2.2,0.8,3.6,5.6,6.9,20.5,18.7,42.1,69.8,112.8,156.7,201.2,,,-,0.9,15.6,8.3
31,,All sites,4.4,5.5,1.5,2.6,6.0,9.1,20.0,25.3,45.5,107.8,177.8,291.4,444.9,737.2,951.8,"1,415.1","1,934.5","2,329.3",,,-,14.2,228.5,129.5
