,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
24,25,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,1,-,1,2,2,-,-,1,3,10,0.1,,,,
25,26,Other endocrine glands,1,-,-,-,-,-,-,-,-,-,2,1,1,2,-,-,-,-,7,0.1,,,,
26,27,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,5,0.1,,,,
27,28,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,3,0.0,,,,
28,29,Eye,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.0,,,,
29,30,Testis,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,0.0,,,,
30,-,Other and unspecified,1,-,-,-,-,2,4,2,8,8,24,35,38,58,44,67,72,94,457,5.5,,,,
31,-,All sites,5,5,5,1,8,12,30,47,133,183,421,785,964,"1,097",957,"1,209","1,257","1,226","8,345",100.0,,,,
0,,Lung,-,-,-,-,-,-,1.3,2.7,14.6,13.4,33.6,75.1,129.0,207.4,311.9,433.8,562.3,597.4,,,1,3.9,77.4,34.4
1,,Liver,0.7,-,-,-,0.4,0.4,0.9,4.0,10.0,16.7,20.7,51.8,71.3,91.0,107.0,135.4,188.3,213.2,,,2,1.9,33.8,16.2
2,,Colorectum,-,-,-,-,-,0.4,2.1,1.3,5.0,10.2,19.7,33.6,53.0,73.8,116.0,164.0,272.4,400.7,,,3,1.6,35.0,15.1
3,,Stomach,-,-,-,-,-,-,-,0.9,2.1,4.9,7.2,9.6,17.1,28.3,52.6,59.3,79.9,132.4,,,4,0.6,12.2,5.5
4,,Pancreas,-,-,-,-,-,-,0.4,1.3,1.7,3.7,8.6,13.3,18.8,28.8,29.0,50.4,61.0,69.9,,,5,0.5,10.3,4.7
5,,Nasopharynx,-,-,-,-,0.4,-,1.7,3.6,6.3,7.7,10.9,15.3,20.9,21.6,13.6,12.8,12.2,14.7,,,6,0.5,7.7,4.4
6,,Prostate,-,-,-,-,-,-,-,-,-,-,-,2.3,5.6,15.5,41.7,58.3,139.6,272.1,,,7,0.3,12.0,4.3
7,,Oesophagus,-,-,-,-,-,-,-,0.4,1.3,1.6,4.3,11.0,17.1,22.2,21.8,32.6,37.9,42.3,,,8,0.4,7.2,3.4
8,,Leukaemia,-,2.1,0.7,0.5,0.9,0.9,1.3,1.3,2.1,2.4,3.3,3.0,10.3,16.6,22.7,26.7,28.5,23.9,,,9,0.3,5.5,3.1
9,,Non-Hodgkin lymphoma,-,-,1.5,-,0.4,0.4,0.9,0.4,1.7,2.0,3.3,6.0,10.3,8.9,22.7,36.6,46.1,33.1,,,10,0.3,5.9,2.8
10,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,1.3,2.5,4.1,3.9,6.0,8.5,10.5,15.4,16.8,24.4,29.4,,,11,0.3,4.6,2.3
11,,Kidney and other urinary organs except bladder,0.7,-,-,-,-,0.4,-,0.9,0.8,1.2,3.0,7.0,5.6,12.2,11.8,27.7,20.3,31.3,,,12,0.2,4.4,2.1
12,,Bladder,-,-,-,-,-,-,-,-,0.4,0.4,0.3,3.0,3.0,8.3,12.7,25.7,36.6,88.2,,,13,0.1,4.4,1.7
13,,Brain and other central nervous system,0.7,0.7,-,-,0.9,0.9,1.3,0.4,0.8,1.2,1.3,2.3,5.6,6.1,3.6,3.0,5.4,-,,,14,0.1,1.8,1.2
14,,Bone and soft tissue,-,-,0.7,-,0.4,0.9,0.4,0.4,1.7,-,2.3,1.3,3.0,2.2,6.3,6.9,10.8,16.5,,,15,0.1,1.9,1.0
15,,Multiple myeloma,-,-,-,-,-,-,-,-,-,-,1.0,1.0,2.6,6.1,10.0,10.9,21.7,25.7,,,16,0.1,2.2,0.9
16,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.4,-,-,0.3,1.3,3.0,6.7,8.2,9.9,21.7,18.4,,,17,0.1,2.1,0.9
17,,Larynx,-,-,-,-,-,-,-,-,0.4,-,0.7,3.0,2.6,2.2,6.3,6.9,13.6,31.3,,,18,0.1,1.9,0.8
18,,Melanoma of skin,-,-,-,-,-,-,-,0.4,-,1.2,1.3,0.7,1.3,1.1,3.6,-,4.1,1.8,,,19,0.0,0.7,0.4
19,,Thymus / other thoracic organs,-,-,-,-,-,-,0.9,-,-,-,1.3,1.0,2.1,1.1,2.7,2.0,1.4,-,,,20,0.0,0.7,0.4
20,,Thyroid gland,-,-,-,-,-,-,-,-,0.4,-,1.0,-,0.9,0.6,4.5,1.0,2.7,7.4,,,21,0.0,0.6,0.3
21,,Small intestine,-,-,-,-,-,-,-,-,-,-,1.3,0.3,0.4,2.2,0.9,2.0,4.1,5.5,,,22,0.0,0.6,0.2
22,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.3,0.7,2.1,0.6,0.9,2.0,5.4,5.5,,,23,0.0,0.6,0.2
23,,Other endocrine glands,0.7,-,-,-,-,-,-,-,-,-,0.7,0.3,0.4,1.1,-,-,-,-,,,24,0.0,0.2,0.2
24,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,-,0.4,-,0.3,0.9,1.1,-,-,1.4,5.5,,,25,0.0,0.3,0.1
25,,Eye,-,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,26,0.0,0.1,0.1
26,,Non-melanoma skin,-,-,-,-,-,-,-,-,0.4,-,-,-,0.4,-,-,3.0,4.1,5.5,,,27,0.0,0.3,0.1
27,,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,7.4,,,28,0.0,0.1,0.1
28,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,1.0,-,1.8,,,29,0.0,0.1,0.0
29,,Testis,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,,,30,0.0,0.0,0.0
30,,Other and unspecified,0.7,-,-,-,-,0.9,1.7,0.9,3.3,3.3,7.9,11.6,16.2,32.2,39.9,66.2,97.6,172.8,,,-,0.6,13.6,6.0
31,,All sites,3.4,3.4,3.7,0.5,3.6,5.3,12.8,20.9,55.6,74.4,138.6,260.9,411.8,608.4,867.6,"1,194.7","1,703.3","2,253.7",,,-,12.4,247.9,112.8
