,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
16,17,Brain and other central nervous system,-,1,4,4,1,1,2,-,5,7,7,14,-,3,4,3,4,1,-,61,0.8,,,,
17,18,Bone and soft tissue,-,1,2,-,5,2,-,3,3,6,2,3,2,5,3,6,1,4,-,48,0.6,,,,
18,19,Thyroid gland,-,-,-,-,-,-,1,1,-,-,-,1,1,1,3,4,5,1,-,18,0.2,,,,
19,20,Melanoma of skin,-,-,-,-,-,-,-,-,-,2,2,2,-,2,3,1,3,2,-,17,0.2,,,,
20,21,Small intestine,-,-,-,-,-,-,-,-,-,2,-,1,3,2,3,3,1,1,-,16,0.2,,,,
21,21,Thymus / other thoracic organs,-,-,-,-,1,1,-,1,-,3,1,1,1,1,2,4,-,-,-,16,0.2,,,,
22,23,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,1,-,1,-,-,4,2,2,-,1,-,11,0.1,,,,
23,24,Non-melanoma skin,-,-,-,-,-,-,-,1,-,-,3,-,2,2,-,-,-,2,-,10,0.1,,,,
24,25,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,1,2,-,2,2,2,-,-,9,0.1,,,,
25,26,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,2,-,1,-,7,0.1,,,,
26,27,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,-,4,0.1,,,,
27,27,Hodgkin lymphoma,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,4,0.1,,,,
28,29,Other endocrine glands,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.0,,,,
29,30,Eye,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,0.0,,,,
30,-,Other and unspecified,1,-,-,3,-,-,2,1,5,14,28,32,39,48,77,75,63,53,-,441,5.9,,,,
31,-,All sites,3,5,8,11,14,16,38,85,196,367,462,610,655,945,"1,252","1,222",958,648,2,"7,497",100.0,,,,
0,,Lung,-,-,-,-,-,-,1.7,7.0,10.4,28.8,43.3,102.0,180.5,268.4,409.1,591.7,854.5,758.8,,,,1,5.3,76.7,46.6
1,,Liver,-,-,-,-,1.3,1.4,2.9,9.0,17.9,32.9,39.4,59.1,87.9,114.0,158.8,183.5,227.7,124.5,,,,2,2.6,34.3,22.0
2,,Colorectum,-,-,-,-,-,0.5,1.7,1.9,5.7,6.3,16.5,39.4,57.5,94.2,122.4,200.3,319.2,459.1,,,,3,1.7,27.8,16.8
3,,Stomach,-,-,-,0.5,-,-,0.4,1.6,2.8,5.3,12.6,10.1,24.8,33.3,58.6,104.7,117.4,163.4,,,,4,0.7,12.1,7.3
4,,Nasopharynx,-,-,-,-,0.4,-,1.7,4.7,11.3,14.7,19.3,15.7,25.6,23.8,25.7,32.3,14.1,11.7,,,,5,0.7,9.3,6.3
5,,Oesophagus,-,-,-,-,-,-,-,0.4,1.6,3.1,7.5,16.7,25.6,33.3,41.7,60.7,79.8,73.9,,,,6,0.6,8.9,5.6
6,,Prostate,-,-,-,-,-,-,-,-,-,0.3,0.4,1.0,5.6,19.0,31.1,62.0,119.7,241.2,,,,7,0.3,7.1,3.9
7,,Pancreas,-,-,-,-,-,-,0.4,0.4,1.9,2.8,6.3,10.6,14.4,21.4,34.6,36.2,51.6,62.3,,,,8,0.5,6.3,3.9
8,,Leukaemia,1.7,1.2,-,1.4,0.4,2.3,1.2,2.3,1.3,2.5,4.7,2.5,12.0,14.3,14.2,33.6,28.2,38.9,,,,9,0.3,4.5,3.3
9,,Non-Hodgkin lymphoma,-,-,0.9,-,0.4,-,2.9,1.6,2.2,0.9,5.5,3.5,12.8,12.7,24.8,33.6,35.2,58.4,,,,10,0.3,4.9,3.2
10,,Bladder,-,-,-,-,-,-,-,-,0.3,0.3,1.2,2.0,3.2,10.3,29.3,24.5,75.1,136.2,,,,11,0.2,4.4,2.5
11,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,0.5,0.4,0.4,1.3,3.4,1.6,7.1,6.4,15.0,24.0,12.9,39.9,27.2,,,,12,0.3,3.8,2.4
12,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.4,0.8,0.3,0.6,2.4,6.6,12.0,7.1,9.8,16.8,28.2,23.3,,,,13,0.2,2.8,1.8
13,,Multiple myeloma,-,-,-,-,-,-,-,0.4,-,0.9,2.0,0.5,3.2,11.9,13.3,18.1,30.5,27.2,,,,14,0.2,2.4,1.4
14,,Brain and other central nervous system,-,0.6,1.9,1.8,0.4,0.5,0.8,-,1.6,2.2,2.8,7.1,-,2.4,3.5,3.9,9.4,3.9,,,,15,0.1,1.9,1.4
15,,Larynx,-,-,-,-,-,-,-,-,0.3,0.6,1.2,1.5,8.8,7.1,12.4,9.0,16.4,19.5,,,,16,0.2,1.9,1.3
16,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.6,0.4,1.5,1.6,7.1,11.5,27.1,23.5,31.1,,,,17,0.1,2.1,1.2
17,,Bone and soft tissue,-,0.6,0.9,-,2.2,0.9,-,1.2,0.9,1.9,0.8,1.5,1.6,4.0,2.7,7.8,2.3,15.6,,,,18,0.1,1.5,1.1
18,,Thymus / other thoracic organs,-,-,-,-,0.4,0.5,-,0.4,-,0.9,0.4,0.5,0.8,0.8,1.8,5.2,-,-,,,,19,0.0,0.5,0.3
19,,Small intestine,-,-,-,-,-,-,-,-,-,0.6,-,0.5,2.4,1.6,2.7,3.9,2.3,3.9,,,,20,0.0,0.5,0.3
20,,Thyroid gland,-,-,-,-,-,-,0.4,0.4,-,-,-,0.5,0.8,0.8,2.7,5.2,11.7,3.9,,,,21,0.0,0.6,0.3
21,,Melanoma of skin,-,-,-,-,-,-,-,-,-,0.6,0.8,1.0,-,1.6,2.7,1.3,7.0,7.8,,,,22,0.0,0.5,0.3
22,,Non-melanoma skin,-,-,-,-,-,-,-,0.4,-,-,1.2,-,1.6,1.6,-,-,-,7.8,,,,23,0.0,0.3,0.2
23,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.3,-,0.4,-,-,3.2,1.8,2.6,-,3.9,,,,24,0.0,0.3,0.2
24,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.5,1.6,-,1.8,2.6,4.7,-,,,,25,0.0,0.3,0.2
25,,Penis / other male genital,-,-,-,-,-,-,-,-,-,-,0.4,-,0.8,-,1.8,2.6,-,3.9,,,,26,0.0,0.2,0.1
26,,Hodgkin lymphoma,-,-,-,-,0.4,0.5,-,-,-,-,-,0.5,-,-,-,-,-,3.9,,,,27,0.0,0.1,0.1
27,,Other endocrine glands,-,0.6,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,,,,28,0.0,0.1,0.1
28,,Breast,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,-,-,2.3,3.9,,,,29,0.0,0.1,0.1
29,,Eye,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,,,,30,0.0,0.0,0.0
30,,Other and unspecified,0.9,-,-,1.4,-,-,0.8,0.4,1.6,4.4,11.0,16.2,31.2,38.0,68.3,96.9,147.9,206.2,,,,-,0.9,13.5,8.3
31,,All sites,2.6,2.9,3.8,5.0,6.2,7.3,15.7,33.1,61.6,114.9,182.0,308.1,523.2,748.2,"1,110.9","1,578.8","2,248.8","2,521.4",,,,-,15.6,229.7,142.7
