,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,19,Brain and other central nervous system,1,2,1,-,1,2,1,3,4,2,6,4,1,4,3,2,2,1,40,0.8,,,,
19,20,Thyroid gland,-,-,-,-,-,-,-,-,-,-,1,3,1,1,5,7,9,7,34,0.7,,,,
20,21,Bone and soft tissue,-,-,-,3,1,3,1,2,3,3,4,1,2,2,3,2,-,3,33,0.7,,,,
21,22,"Uterus, unspecified",-,-,-,-,-,-,-,-,1,5,4,6,1,2,-,3,5,4,31,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,1,-,2,1,-,2,3,2,3,2,4,20,0.4,,,,
23,24,Small intestine,-,-,-,-,-,1,-,-,-,1,1,1,1,2,-,2,5,2,16,0.3,,,,
24,25,Melanoma of skin,-,-,-,-,-,-,1,1,-,2,1,-,2,1,-,4,1,1,14,0.3,,,,
25,26,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,1,-,1,-,2,-,3,-,1,2,10,0.2,,,,
26,27,Larynx,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,3,1,8,0.2,,,,
27,27,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,2,1,1,8,0.2,,,,
28,27,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,4,8,0.2,,,,
29,30,Other endocrine glands,1,1,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,1,6,0.1,,,,
30,31,Mesothelioma,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,4,0.1,,,,
31,32,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,0.0,,,,
32,33,Placenta,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
33,33,Eye,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,0.0,,,,
34,-,Other and unspecified,-,-,1,-,1,2,1,3,9,7,13,10,24,29,40,71,77,99,387,8.0,,,,
35,-,All sites,2,4,4,7,9,23,32,67,161,237,311,293,278,406,624,733,772,850,"4,813",100.0,,,,
0,,Lung,-,-,-,-,-,-,2.2,1.2,5.4,12.5,21.5,32.1,51.0,81.7,154.8,234.8,337.9,394.7,,,1,1.8,33.3,17.2
1,,Colorectum,-,-,-,-,0.8,1.1,-,2.1,3.8,7.6,15.6,23.1,28.2,50.9,84.8,129.9,178.2,257.9,,,2,1.1,19.9,10.5
2,,Breast,-,-,-,-,-,0.8,1.6,3.9,12.7,16.1,26.2,25.8,31.8,26.7,26.8,29.2,78.3,84.2,,,3,0.9,13.0,8.2
3,,Liver,-,-,-,0.5,-,0.8,-,1.5,2.7,4.9,5.5,7.9,27.3,38.4,51.9,71.4,93.7,107.0,,,4,0.7,10.9,6.2
4,,Stomach,-,-,-,-,-,-,1.9,1.8,2.7,4.6,3.9,7.4,10.0,12.5,29.4,41.1,47.6,86.0,,,5,0.4,6.7,3.6
5,,Pancreas,-,-,-,-,-,-,-,-,0.3,1.8,4.3,4.2,12.7,14.2,26.8,28.1,67.6,56.1,,,6,0.3,5.4,2.9
6,,Ovary and peritoneum,-,-,-,0.5,-,0.4,-,0.9,2.2,5.2,7.4,5.8,6.4,16.7,14.7,13.0,20.0,14.0,,,7,0.3,3.9,2.5
7,,Leukaemia,-,0.6,1.0,0.9,0.8,0.8,0.3,0.6,0.8,1.8,5.5,5.8,7.3,10.0,13.0,9.7,29.2,24.6,,,8,0.2,3.5,2.3
8,,Cervix,-,-,-,-,-,-,-,2.1,2.2,2.7,4.3,5.3,8.2,10.0,13.0,11.9,29.2,26.3,,,9,0.2,3.6,2.1
9,,Non-Hodgkin lymphoma,-,-,-,-,0.4,0.8,-,0.3,0.3,1.5,3.5,4.7,6.4,9.2,15.6,27.1,32.3,36.8,,,10,0.2,3.7,2.0
10,,Nasopharynx,-,-,-,-,-,-,2.5,1.2,2.4,4.0,2.3,6.3,9.1,5.8,6.1,11.9,7.7,3.5,,,11,0.2,2.6,1.8
11,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.3,0.5,-,1.6,1.6,3.6,5.0,9.5,14.1,16.9,40.4,,,12,0.1,2.2,1.1
12,,Oesophagus,-,-,-,-,-,0.4,-,0.3,0.3,0.3,0.4,2.1,3.6,4.2,7.8,18.4,18.4,33.3,,,13,0.1,2.1,1.1
13,,Brain and other central nervous system,0.9,1.2,0.5,-,0.4,0.8,0.3,0.9,1.1,0.6,2.3,2.1,0.9,3.3,2.6,2.2,3.1,1.8,,,14,0.1,1.1,1.0
14,,Corpus uteri,-,-,-,-,-,-,-,-,0.5,-,4.3,3.2,5.5,5.0,5.2,3.2,3.1,3.5,,,15,0.1,1.2,0.9
15,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,0.3,-,0.6,0.4,2.1,4.5,2.5,5.2,10.8,16.9,17.5,,,16,0.1,1.5,0.8
16,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,0.4,-,0.3,0.6,0.8,0.9,0.4,1.6,-,5.0,7.8,6.5,10.8,14.0,,,17,0.1,1.4,0.8
17,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.3,0.8,1.1,1.8,3.3,10.4,15.2,6.1,15.8,,,18,0.1,1.4,0.7
18,,Bone and soft tissue,-,-,-,1.4,0.4,1.1,0.3,0.6,0.8,0.9,1.6,0.5,1.8,1.7,2.6,2.2,-,5.3,,,19,0.1,0.9,0.7
19,,Bladder,-,-,-,-,-,-,-,-,0.3,-,-,-,0.9,-,6.9,8.7,26.1,47.4,,,20,0.0,1.7,0.6
20,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.3,1.5,1.6,3.2,0.9,1.7,-,3.2,7.7,7.0,,,21,0.0,0.9,0.5
21,,Thyroid gland,-,-,-,-,-,-,-,-,-,-,0.4,1.6,0.9,0.8,4.3,7.6,13.8,12.3,,,22,0.0,1.0,0.4
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.3,-,0.6,0.4,-,1.8,2.5,1.7,3.2,3.1,7.0,,,23,0.0,0.6,0.3
23,,Small intestine,-,-,-,-,-,0.4,-,-,-,0.3,0.4,0.5,0.9,1.7,-,2.2,7.7,3.5,,,24,0.0,0.5,0.3
24,,Melanoma of skin,-,-,-,-,-,-,0.3,0.3,-,0.6,0.4,-,1.8,0.8,-,4.3,1.5,1.8,,,25,0.0,0.4,0.3
25,,Other endocrine glands,0.9,0.6,-,-,-,0.4,-,-,0.3,-,0.4,-,-,-,-,-,-,1.8,,,26,0.0,0.2,0.2
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.3,-,0.4,-,1.8,-,2.6,-,1.5,3.5,,,27,0.0,0.3,0.2
27,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,0.6,0.4,-,0.9,-,-,2.2,1.5,1.8,,,28,0.0,0.2,0.1
28,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,2.2,1.5,7.0,,,29,0.0,0.2,0.1
29,,Larynx,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,0.9,2.2,4.6,1.8,,,30,0.0,0.2,0.1
30,,Mesothelioma,-,-,-,-,-,-,-,-,0.3,-,0.4,0.5,-,0.8,-,-,-,-,,,31,0.0,0.1,0.1
31,,Placenta,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,1.5,-,,,33,0.0,0.1,0.0
33,,Eye,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,,,34,0.0,0.0,0.0
34,,Other and unspecified,-,-,0.5,-,0.4,0.8,0.3,0.9,2.4,2.1,5.1,5.3,21.8,24.2,34.6,76.8,118.3,173.7,,,-,0.5,10.9,5.5
35,,All sites,1.9,2.5,2.0,3.3,3.7,8.6,10.2,20.0,43.4,72.1,121.5,154.1,253.0,338.6,539.8,793.3,"1,185.9","1,491.2",,,-,7.9,135.6,75.3
