,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,,Lung,-,-,-,-,-,0.4,0.6,4.2,5.7,11.6,27.3,35.1,62.8,66.0,132.9,221.2,254.8,356.9,,,1,1.7,31.6,16.6
1,,Colorectum,-,-,-,-,-,0.7,0.6,0.3,3.6,9.8,16.8,21.2,29.2,48.0,80.2,104.9,173.8,262.1,,,2,1.1,19.7,10.0
2,,Breast,-,-,-,-,-,-,1.9,3.9,13.1,16.1,25.4,27.4,36.1,19.7,42.3,28.0,51.5,65.9,,,3,0.9,12.9,8.2
3,,Liver,-,-,-,-,-,-,-,0.9,2.5,3.0,4.1,9.6,19.8,34.3,50.0,87.2,89.8,109.3,,,4,0.6,10.8,5.7
4,,Stomach,-,-,-,-,-,0.4,1.0,0.9,3.3,3.9,7.8,5.3,4.3,12.0,24.2,31.2,57.4,102.9,,,5,0.3,6.8,3.3
5,,Pancreas,-,-,-,-,-,0.4,-,1.5,1.6,1.8,3.7,5.8,13.8,12.0,19.0,39.5,38.3,43.4,,,6,0.3,5.1,2.8
6,,Ovary and peritoneum,-,-,0.5,-,-,0.7,-,0.6,3.3,3.9,7.5,7.2,8.6,6.9,13.8,15.6,22.1,17.7,,,7,0.3,3.9,2.4
7,,Non-Hodgkin lymphoma,-,-,-,-,0.4,-,0.3,1.2,0.8,2.1,3.0,3.8,7.7,11.1,14.7,26.0,29.5,43.4,,,8,0.2,4.0,2.2
8,,Cervix,-,-,-,-,-,-,1.0,1.5,2.5,3.3,5.2,8.7,2.6,10.3,9.5,14.5,26.5,24.1,,,9,0.2,3.7,2.1
9,,Leukaemia,1.0,-,0.5,0.5,0.8,-,1.0,0.9,2.5,1.5,3.4,3.8,6.9,8.6,9.5,18.7,13.3,19.3,,,10,0.2,3.1,2.0
10,,Nasopharynx,-,-,-,-,-,-,0.3,2.1,2.2,2.7,5.6,2.9,6.9,6.9,6.0,6.2,2.9,3.2,,,11,0.2,2.2,1.5
11,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.9,0.7,2.9,3.4,6.0,7.8,9.3,22.1,33.8,,,12,0.1,2.1,1.1
12,,Brain and other central nervous system,1.0,0.7,0.5,-,-,1.1,0.3,0.9,0.3,0.9,1.9,1.4,2.6,6.0,2.6,1.0,2.9,4.8,,,13,0.1,1.1,1.0
13,,Oesophagus,-,-,-,-,-,-,-,-,0.3,-,0.4,2.4,2.6,6.0,7.8,12.5,17.7,41.8,,,14,0.1,2.1,1.0
14,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,-,0.3,0.9,-,3.8,1.7,6.9,7.8,10.4,17.7,25.7,,,15,0.1,1.9,1.0
15,,Bone and soft tissue,1.0,0.7,0.5,0.5,0.4,0.4,1.0,-,-,0.6,2.6,1.9,2.6,3.4,1.7,4.2,-,6.4,,,16,0.1,1.1,0.9
16,,Corpus uteri,-,-,-,-,-,-,-,0.3,0.8,1.5,4.1,1.4,5.2,3.4,5.2,2.1,5.9,6.4,,,17,0.1,1.4,0.9
17,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,0.3,-,0.6,0.4,0.5,2.6,2.6,6.0,6.2,19.1,17.7,,,18,0.1,1.3,0.6
18,,"Uterus, unspecified",-,-,-,-,0.4,-,0.3,0.3,0.8,0.9,0.7,2.9,2.6,1.7,2.6,4.2,4.4,4.8,,,19,0.1,1.0,0.6
19,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.3,0.7,1.0,4.3,2.6,2.6,9.3,13.3,9.6,,,20,0.1,1.1,0.6
20,,Bladder,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,5.2,8.3,13.3,37.0,,,21,0.0,1.4,0.6
21,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,-,0.6,1.1,0.5,0.9,0.9,1.7,3.1,4.4,11.3,,,22,0.0,0.6,0.3
22,,Thyroid gland,-,-,-,-,-,-,-,-,0.8,-,0.4,-,-,1.7,1.7,3.1,2.9,22.5,,,23,0.0,0.8,0.3
23,,Melanoma of skin,-,-,-,-,-,-,0.3,-,0.3,0.6,0.4,0.5,1.7,-,0.9,1.0,2.9,3.2,,,24,0.0,0.4,0.2
24,,Hodgkin lymphoma,-,-,-,0.5,0.4,-,0.3,-,-,0.3,-,0.5,-,-,-,-,1.5,-,,,25,0.0,0.2,0.1
25,,Small intestine,-,-,-,-,-,-,-,-,-,0.3,0.4,-,-,-,0.9,2.1,1.5,9.6,,,26,0.0,0.3,0.1
26,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,0.3,0.4,-,0.9,-,0.9,1.0,-,1.6,,,27,0.0,0.2,0.1
27,,Other endocrine glands,-,-,0.5,-,-,-,-,-,-,0.3,-,0.5,-,-,-,1.0,-,1.6,,,28,0.0,0.1,0.1
28,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,0.9,3.1,1.5,-,,,29,0.0,0.2,0.1
29,,Mesothelioma,-,-,-,-,-,-,-,0.3,-,0.3,-,-,-,-,-,1.0,-,1.6,,,30,0.0,0.1,0.1
30,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,0.9,-,-,3.2,,,31,0.0,0.1,0.0
31,,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,4.8,,,32,-,0.1,0.0
32,,Eye,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,,,33,0.0,0.0,0.0
33,,Other and unspecified,-,-,-,0.5,0.4,0.4,0.3,1.2,2.2,1.8,7.5,10.6,10.3,28.3,31.9,58.2,100.1,128.6,,,-,0.5,9.8,4.9
34,,All sites,2.9,1.3,2.5,1.9,2.8,4.7,9.4,21.4,47.1,70.6,131.5,161.7,242.5,307.0,490.9,734.2,992.6,"1,424.4",,,-,7.5,131.2,71.6
