,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
33,-,All sites,24,16,21,40,49,64,119,212,449,710,975,"1,067","1,132","1,715","1,975","1,849","1,156",731,4,"12,308",100.0,,,,
0,,Lung,-,-,-,-,-,0.5,4.1,8.6,15.7,31.6,69.7,104.5,222.0,330.2,441.0,642.1,713.6,653.7,,,,1,6.1,83.6,52.2
1,,Colorectum,-,-,-,-,-,1.4,1.7,9.0,18.8,28.5,63.8,89.4,164.5,235.9,325.6,426.4,568.1,595.3,,,,2,4.7,64.8,40.6
2,,Liver,0.9,0.6,-,-,0.9,2.3,3.3,11.3,20.7,40.4,55.9,91.4,122.2,148.1,150.8,168.0,197.2,140.1,,,,3,3.2,40.6,27.1
3,,Prostate,-,-,-,-,-,-,-,-,0.3,0.3,7.5,25.3,65.5,146.5,220.9,246.8,281.7,280.2,,,,4,2.3,29.7,18.1
4,,Nasopharynx,-,-,0.9,0.5,3.1,5.9,11.6,22.2,30.8,45.4,46.1,36.9,30.4,43.5,29.3,32.3,25.8,3.9,,,,5,1.5,21.6,14.8
5,,Stomach,-,-,-,0.5,-,-,1.7,4.7,6.6,8.8,16.9,25.8,41.5,69.7,99.4,151.2,171.4,159.5,,,,6,1.4,19.7,12.1
6,,Non-Hodgkin lymphoma,0.9,-,1.4,0.5,3.1,1.8,3.3,3.1,6.3,8.1,15.8,15.2,26.4,38.8,39.9,63.3,58.7,66.1,,,,7,0.8,11.2,7.6
7,,Bladder,-,-,-,-,0.4,-,0.8,0.4,0.6,4.1,7.5,11.6,25.6,37.2,76.3,102.1,108.0,175.1,,,,8,0.8,12.1,7.3
8,,Oesophagus,-,-,-,-,-,-,-,1.2,0.9,5.0,15.4,27.3,31.2,39.6,58.6,58.1,63.4,77.8,,,,9,0.9,11.1,7.2
9,,"Lip, oral cavity and pharynx except nasopharynx",-,-,0.5,-,0.9,3.2,2.9,1.2,5.3,7.2,13.0,19.2,26.4,37.2,27.5,50.4,44.6,50.6,,,,10,0.7,9.6,6.5
10,,Leukaemia,8.7,4.1,1.4,5.0,3.1,2.3,3.3,2.3,4.4,5.6,5.9,7.1,15.2,16.6,20.4,28.4,32.9,35.0,,,,11,0.5,6.9,6.1
11,,Kidney and other urinary organs except bladder,0.9,-,-,-,-,-,2.5,1.9,5.3,6.9,10.2,19.2,22.4,25.3,34.6,45.2,46.9,46.7,,,,12,0.6,8.6,5.7
12,,Non-melanoma skin,-,-,-,-,0.4,-,1.2,1.9,3.5,3.1,9.8,10.1,22.4,23.0,35.5,65.9,75.1,147.9,,,,13,0.6,9.1,5.6
13,,Pancreas,-,-,-,0.5,-,-,0.8,0.4,2.2,3.8,6.7,10.1,13.6,30.1,27.5,42.6,54.0,62.3,,,,14,0.5,6.7,4.2
14,,Larynx,-,-,-,-,-,-,-,-,1.9,2.8,5.5,6.6,16.0,22.2,24.8,49.1,16.4,27.2,,,,15,0.4,5.2,3.3
15,,Bone and soft tissue,0.9,0.6,1.9,1.4,1.8,4.1,1.2,3.1,3.1,5.6,2.0,5.6,5.6,4.0,7.1,12.9,2.3,27.2,,,,16,0.2,3.5,2.8
16,,Brain and other central nervous system,2.6,2.9,2.3,3.6,1.3,1.8,1.7,1.6,3.8,1.3,3.2,3.5,1.6,7.1,8.9,9.0,4.7,3.9,,,,17,0.2,3.0,2.8
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.4,0.3,0.6,2.0,3.0,4.0,23.0,28.4,41.3,42.3,58.4,,,,18,0.3,4.5,2.6
18,,Multiple myeloma,-,-,-,-,-,-,-,0.4,0.9,1.3,2.8,3.0,8.0,11.1,15.1,24.5,46.9,42.8,,,,19,0.2,3.4,2.1
19,,Thyroid gland,-,-,-,-,0.9,1.8,4.1,3.5,2.8,2.2,3.9,4.0,4.0,6.3,5.3,7.8,16.4,7.8,,,,20,0.2,2.8,2.0
20,,Testis,0.9,-,-,1.4,1.8,3.2,3.3,2.7,0.9,0.3,0.8,-,0.8,0.8,-,2.6,-,-,,,,21,0.1,1.2,1.2
21,,Thymus / other thoracic organs,0.9,-,-,2.3,0.9,0.5,0.4,-,0.3,1.3,0.8,0.5,1.6,0.8,-,6.5,2.3,-,,,,22,0.1,0.8,0.8
22,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,0.9,-,-,-,0.8,0.3,1.3,0.4,1.0,3.2,4.8,3.5,3.9,4.7,-,,,,23,0.1,0.9,0.7
23,,Melanoma of skin,-,-,-,-,-,-,0.4,0.4,0.3,1.6,1.2,2.0,1.6,1.6,3.5,2.6,7.0,7.8,,,,24,0.1,0.9,0.6
24,,Hodgkin lymphoma,-,-,0.5,0.5,1.8,-,0.4,0.4,0.9,-,-,0.5,0.8,3.2,0.9,2.6,2.3,-,,,,25,0.0,0.6,0.5
25,,Small intestine,-,-,-,-,-,-,-,-,0.9,-,1.2,1.0,3.2,1.6,2.7,2.6,2.3,15.6,,,,26,0.1,0.7,0.5
26,,Penis / other male genital,-,-,-,-,-,-,-,0.4,0.6,0.3,0.8,1.0,-,1.6,6.2,6.5,2.3,3.9,,,,27,0.1,0.7,0.4
27,,Eye,2.6,-,-,-,-,-,-,-,-,0.3,0.4,0.5,-,-,-,-,-,-,,,,28,0.0,0.2,0.4
28,,Other endocrine glands,0.9,1.2,0.9,0.5,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,,,,29,0.0,0.2,0.4
29,,Breast,-,-,-,-,-,-,-,-,-,0.6,1.2,1.5,-,1.6,1.8,-,2.3,-,,,,30,0.0,0.4,0.3
30,,Mesothelioma,-,-,-,-,-,-,-,-,0.3,-,0.8,1.0,-,-,0.9,2.6,4.7,-,,,,31,0.0,0.3,0.2
31,,Kaposi sarcoma,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,0.9,-,-,3.9,,,,32,0.0,0.1,0.1
32,,Other and unspecified,0.9,-,-,0.9,1.3,0.5,0.4,0.8,1.6,4.1,12.6,11.1,24.8,46.7,55.0,91.7,115.0,151.8,,,,-,0.8,12.0,7.6
33,,All sites,21.0,9.3,9.9,18.2,21.6,29.0,49.2,82.6,141.0,222.2,384.0,538.9,904.2,"1,357.9","1,752.4","2,388.9","2,713.6","2,844.4",,,,-,27.7,377.1,244.2
