,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
20,,Multiple myeloma,-,-,-,-,-,-,-,0.9,0.9,2.1,3.2,5.2,10.4,15.1,17.7,18.4,22.2,25.1,,,21,0.3,4.9,2.2
21,,Hodgkin lymphoma,-,-,2.2,2.5,2.3,3.9,1.7,1.7,1.3,1.2,0.7,0.6,1.2,3.4,1.6,-,2.6,1.6,,,22,0.1,1.6,1.5
22,,Small intestine,-,-,-,-,-,-,0.4,0.4,1.3,2.9,1.4,4.2,4.6,4.4,13.6,7.2,6.5,7.8,,,23,0.2,2.5,1.3
23,,Melanoma of skin,-,-,-,-,-,-,-,0.4,-,2.1,1.4,2.3,2.7,2.9,6.4,3.1,2.6,7.8,,,24,0.1,1.4,0.7
24,,"Nasal cavity, middle ear and accessory sinuses",0.7,-,-,-,0.5,-,-,1.3,0.9,1.2,0.4,1.6,1.2,2.4,1.6,1.0,5.2,3.1,,,25,0.1,1.0,0.6
25,,Penis / other male genital,-,-,-,-,-,-,-,0.4,1.3,0.4,1.4,1.9,1.5,1.0,4.8,4.1,3.9,17.2,,,26,0.1,1.3,0.6
26,,Thymus / other thoracic organs,-,-,-,0.6,1.4,0.4,-,0.4,0.4,1.2,0.4,1.9,2.3,1.5,0.8,3.1,-,-,,,27,0.1,0.9,0.6
27,,Other endocrine glands,2.1,-,-,1.2,1.8,-,-,-,-,-,-,-,0.4,-,-,-,-,-,,,28,0.0,0.3,0.5
28,,Eye,1.4,-,-,-,0.5,-,0.4,0.4,-,-,-,-,-,-,0.8,-,-,-,,,29,0.0,0.2,0.3
29,,Breast,-,-,-,-,-,-,-,-,0.9,0.8,0.4,1.0,0.4,1.5,-,3.1,2.6,1.6,,,30,0.0,0.5,0.3
30,,Mesothelioma,-,-,-,-,0.5,-,-,-,-,-,-,0.3,0.4,2.9,2.4,4.1,2.6,1.6,,,31,0.0,0.6,0.3
31,,Kaposi sarcoma,-,-,-,-,0.5,-,-,-,-,0.8,-,-,-,-,-,-,1.3,-,,,32,0.0,0.1,0.1
32,,Other and unspecified,-,-,-,-,-,0.9,-,1.7,0.9,4.6,9.3,8.8,10.4,21.5,30.5,48.0,52.2,95.6,,,-,0.4,9.7,4.2
33,,All sites,21.2,15.9,15.6,18.0,36.5,35.7,55.8,89.1,150.8,222.7,356.4,573.6,922.4,"1,406.8","1,815.4","1,988.8","2,267.3","2,191.2",,,-,28.7,497.3,242.4
