,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
16,,Larynx,-,-,-,-,-,-,0.4,-,0.4,1.9,5.2,10.9,12.3,22.7,16.4,23.0,25.8,21.3,,,17,0.4,4.7,2.8
17,,Bone and soft tissue,2.6,-,1.5,1.3,3.2,1.7,3.5,2.9,2.9,2.2,4.8,5.2,5.2,4.2,8.6,11.0,7.9,12.2,,,18,0.2,3.6,2.8
18,,Thyroid gland,-,-,-,0.9,1.4,1.7,1.3,4.1,2.2,3.4,3.1,7.0,5.8,10.1,9.5,11.0,4.0,-,,,19,0.3,3.3,2.3
19,,Multiple myeloma,-,-,-,-,-,0.4,-,-,-,1.9,2.8,3.5,8.4,14.3,15.5,20.8,25.8,24.4,,,20,0.2,3.4,2.0
20,,Testis,0.9,-,-,0.9,3.2,9.5,4.8,2.9,1.4,0.9,0.3,0.9,0.6,0.8,-,1.1,-,-,,,21,0.1,1.9,1.9
21,,Hodgkin lymphoma,-,-,-,2.2,0.9,1.7,1.7,-,0.7,0.6,1.0,0.9,1.3,3.4,2.6,2.2,2.0,-,,,22,0.1,1.1,0.9
22,,Thymus / other thoracic organs,-,-,-,-,1.8,0.9,0.4,0.8,1.4,1.6,1.4,2.2,1.9,3.4,2.6,1.1,-,3.0,,,23,0.1,1.2,0.9
23,,Small intestine,-,-,-,-,-,-,-,0.8,0.4,1.6,0.7,1.3,4.5,4.2,3.4,4.4,7.9,15.2,,,24,0.1,1.3,0.8
24,,Eye,5.3,-,-,-,-,0.4,-,-,-,-,0.3,0.4,-,0.8,-,-,-,-,,,25,0.0,0.3,0.7
25,,Other endocrine glands,0.9,0.7,2.5,0.9,-,0.9,-,-,0.4,0.3,0.3,-,-,0.8,-,-,-,-,,,26,0.0,0.5,0.6
26,,Penis / other male genital,-,-,-,-,-,-,0.4,-,0.4,0.3,-,0.9,2.6,3.4,3.4,9.9,17.9,9.1,,,27,0.1,1.2,0.6
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,0.5,-,-,-,-,-,-,0.6,2.1,1.3,2.6,3.4,2.6,2.2,2.0,3.0,,,28,0.1,0.8,0.5
28,,Melanoma of skin,-,-,-,-,-,-,-,-,0.7,0.6,0.3,0.9,0.6,4.2,3.4,3.3,4.0,3.0,,,29,0.1,0.7,0.4
29,,Breast,-,-,-,-,-,-,-,-,-,0.3,0.3,1.7,0.6,-,4.3,2.2,-,9.1,,,30,0.0,0.5,0.3
30,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.3,-,1.3,2.5,-,2.2,-,6.1,,,31,0.0,0.3,0.2
31,,Kaposi sarcoma,-,-,-,-,-,-,-,0.4,0.7,-,-,0.4,-,0.8,-,-,-,-,,,32,0.0,0.2,0.1
32,,Other and unspecified,0.9,-,-,-,-,0.4,0.9,2.1,1.8,3.7,6.6,14.9,18.1,37.9,52.5,90.9,111.1,125.0,,,-,0.7,11.9,6.6
33,,All sites,22.8,7.5,12.3,16.8,23.4,33.4,54.7,91.6,124.1,224.9,355.0,585.8,861.4,"1,317.6","1,758.0","2,283.7","2,513.9","2,554.9",,,-,27.4,399.3,238.9
