,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,,Bone and soft tissue,0.9,-,2.0,2.3,2.5,1.1,2.5,0.6,2.7,4.1,4.5,4.8,2.8,1.6,5.2,4.4,8.1,5.7,,,19,0.2,2.7,2.2
19,,Bladder,-,-,-,-,-,-,0.3,0.6,0.5,0.9,1.6,3.0,5.6,9.9,22.7,35.6,38.6,49.1,,,20,0.2,4.1,2.1
20,,Oesophagus,-,-,-,-,-,-,-,-,0.3,1.6,0.8,3.6,3.7,12.3,15.7,33.4,29.0,28.3,,,21,0.2,3.2,1.7
21,,Multiple myeloma,-,-,-,-,-,-,-,0.9,0.3,1.3,2.9,3.0,1.9,8.2,9.6,18.9,8.1,15.1,,,22,0.1,2.1,1.2
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.3,0.6,0.5,1.6,0.4,3.0,6.6,1.6,3.5,7.8,12.9,11.3,,,23,0.1,1.4,0.9
23,,Melanoma of skin,-,-,-,-,-,-,0.3,0.9,0.3,1.6,1.6,1.2,2.8,1.6,4.4,1.1,6.4,7.5,,,24,0.1,1.0,0.6
24,,Thymus / other thoracic organs,-,-,-,-,-,-,-,0.6,0.5,1.3,3.7,1.8,1.9,0.8,-,1.1,1.6,1.9,,,25,0.1,0.7,0.5
25,,Other endocrine glands,3.7,-,-,-,-,-,-,-,-,-,0.8,-,-,0.8,-,-,-,-,,,26,0.0,0.2,0.5
26,,Hodgkin lymphoma,-,-,0.5,0.9,0.8,1.5,0.6,-,0.5,0.3,0.4,-,-,-,0.9,-,4.8,-,,,27,0.0,0.5,0.5
27,,Small intestine,-,-,-,-,0.4,-,-,-,0.3,0.3,0.8,1.8,1.9,0.8,4.4,1.1,3.2,9.4,,,28,0.1,0.7,0.4
28,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.6,-,0.3,0.9,0.4,1.2,2.8,0.8,2.6,-,-,3.8,,,29,0.0,0.5,0.4
29,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.8,0.9,0.4,1.2,0.9,-,-,-,1.6,-,,,30,0.0,0.3,0.2
30,,Larynx,-,-,-,-,-,-,-,-,-,0.3,0.4,1.2,-,0.8,2.6,2.2,4.8,-,,,31,0.0,0.4,0.2
31,,Eye,0.9,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,,,32,0.0,0.1,0.1
32,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.6,-,0.8,-,2.2,-,1.9,,,33,0.0,0.1,0.1
33,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,34,0.0,0.0,0.0
34,,Other and unspecified,1.8,-,-,-,0.4,0.8,1.6,1.7,1.9,3.2,8.2,7.7,14.0,14.8,31.4,64.5,70.9,117.0,,,-,0.4,8.5,4.7
35,,All sites,23.8,9.3,11.2,14.9,22.9,37.4,67.1,131.0,212.8,310.7,413.5,494.6,603.9,762.5,945.9,"1,293.7","1,649.0","1,769.8",,,-,20.3,293.4,190.7
