,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
29,30,Other endocrine glands,3,1,2,-,1,-,-,1,-,-,2,1,-,-,1,1,-,-,-,13,0.1,,,,
30,31,Eye,4,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,1,-,-,8,0.1,,,,
31,32,Kaposi sarcoma,-,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,1,-,-,4,0.0,,,,
32,-,Other and unspecified,1,-,-,1,2,-,-,4,4,9,23,17,50,27,46,73,74,53,-,384,2.7,,,,
33,-,All sites,35,17,19,26,54,74,114,188,302,612,"1,198","1,474","1,889","1,561","1,838","2,060","1,529","1,033",1,"14,024",100.0,,,,
0,,Lung,-,-,-,-,-,0.4,0.4,5.5,11.9,28.8,66.8,106.3,180.4,296.3,347.9,510.3,585.9,626.5,,,,1,5.2,86.6,44.7
1,,Colorectum,-,-,-,-,1.8,1.7,4.4,7.2,16.1,36.2,72.6,92.9,174.1,218.1,287.9,427.8,502.4,501.2,,,,2,4.6,76.7,40.0
2,,Prostate,-,-,-,-,-,-,-,-,0.8,2.4,12.1,45.7,105.3,205.8,317.9,335.1,329.1,280.1,,,,3,3.5,49.8,25.8
3,,Liver,3.1,0.8,0.6,-,-,2.6,3.1,10.2,19.8,25.1,55.3,83.9,114.1,137.4,119.1,144.3,160.5,167.1,,,,4,2.9,42.4,24.5
4,,Nasopharynx,-,-,0.6,0.9,0.9,3.5,12.4,20.0,23.1,31.2,42.5,29.5,36.6,28.8,24.9,27.8,32.1,4.9,,,,5,1.3,19.1,12.3
5,,Stomach,-,-,-,-,-,0.9,1.8,2.1,4.1,6.4,17.6,28.0,37.5,64.2,69.4,103.1,162.1,159.7,,,,6,1.2,20.2,10.4
6,,Non-Hodgkin lymphoma,1.5,-,1.8,0.5,3.2,2.2,5.3,3.8,5.8,6.1,13.1,20.5,23.4,30.5,47.1,47.4,56.2,46.7,,,,7,0.8,12.2,7.3
7,,Leukaemia,9.3,8.7,4.7,2.3,2.3,2.6,3.1,3.8,6.6,5.8,9.3,11.4,13.2,16.5,18.9,30.9,33.7,44.2,,,,8,0.6,8.8,7.2
8,,Non-melanoma skin,-,-,-,-,0.5,0.4,0.9,3.0,3.3,7.1,10.5,15.0,23.4,36.2,44.6,47.4,78.7,127.8,,,,9,0.7,12.2,6.5
9,,Kidney and other urinary organs except bladder,-,-,1.2,0.5,0.5,-,1.3,3.4,5.4,12.2,11.2,22.1,27.8,27.2,30.0,40.2,32.1,31.9,,,,10,0.7,10.7,6.2
10,,"Lip, oral cavity and pharynx except nasopharynx",0.8,-,-,-,-,0.4,1.8,3.0,4.1,7.5,14.1,21.7,25.4,27.2,27.4,29.9,30.5,22.1,,,,11,0.7,9.6,5.6
11,,Oesophagus,-,-,-,-,-,-,-,-,2.5,5.1,7.7,19.7,26.3,35.4,27.4,53.6,49.8,61.4,,,,12,0.6,10.1,5.4
12,,Pancreas,-,-,-,-,-,-,0.4,0.9,1.6,3.4,5.8,13.4,21.5,23.9,35.1,55.7,46.5,63.9,,,,13,0.5,8.8,4.6
13,,Bladder,-,-,-,-,-,-,-,-,0.4,2.4,3.2,7.1,18.0,19.8,42.8,57.7,78.7,117.9,,,,14,0.5,9.1,4.3
14,,Brain and other central nervous system,3.9,2.4,0.6,1.8,2.3,2.6,3.1,1.3,2.1,2.7,4.5,5.9,6.3,8.2,6.0,6.2,8.0,7.4,,,,15,0.3,3.6,3.1
15,,Bone and soft tissue,0.8,0.8,0.6,3.2,2.7,1.7,3.1,3.0,3.7,4.1,5.4,4.3,8.3,4.9,9.4,8.2,11.2,19.7,,,,16,0.3,4.2,3.1
16,,Thyroid gland,-,-,-,0.5,1.8,3.1,2.7,4.3,4.5,6.1,7.0,9.8,5.4,7.4,7.7,6.2,12.8,2.5,,,,17,0.3,4.5,3.0
17,,Larynx,-,-,-,-,-,-,-,0.4,0.8,0.7,3.8,11.4,16.1,18.9,16.3,26.8,20.9,12.3,,,,18,0.3,5.0,2.7
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,0.4,-,0.4,1.7,1.6,6.3,9.3,21.4,16.3,34.0,43.3,61.4,,,,19,0.3,5.4,2.7
19,,Multiple myeloma,-,-,-,-,-,-,-,-,0.4,1.4,2.6,7.5,8.8,14.0,17.1,22.7,27.3,24.6,,,,20,0.3,4.1,2.1
20,,Testis,1.5,-,-,0.9,4.1,6.5,3.1,3.8,2.1,1.4,0.6,0.4,-,0.8,-,-,1.6,-,,,,21,0.1,1.8,1.8
21,,Penis / other male genital,-,-,-,-,-,-,-,0.9,-,2.0,1.0,2.8,1.5,1.6,2.6,9.3,8.0,9.8,,,,22,0.1,1.3,0.7
22,,Melanoma of skin,-,-,-,-,0.5,-,0.9,-,0.8,1.0,2.2,0.8,1.5,4.9,1.7,1.0,4.8,7.4,,,,23,0.1,1.1,0.7
23,,Hodgkin lymphoma,-,-,-,0.5,2.3,1.3,0.9,0.4,-,-,0.6,0.4,1.0,0.8,4.3,3.1,1.6,-,,,,24,0.1,0.8,0.6
24,,Small intestine,-,-,-,-,-,0.4,-,-,0.4,0.7,1.6,2.0,1.0,4.1,3.4,8.2,8.0,2.5,,,,25,0.1,1.2,0.6
25,,Thymus / other thoracic organs,-,-,-,0.5,0.5,0.9,0.9,-,0.4,0.7,1.3,0.8,3.9,1.6,0.9,2.1,-,-,,,,26,0.1,0.8,0.6
26,,Other endocrine glands,2.3,0.8,1.2,-,0.5,-,-,0.4,-,-,0.6,0.4,-,-,0.9,1.0,-,-,,,,27,0.0,0.4,0.6
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,0.4,0.4,0.4,0.4,1.7,0.3,3.2,2.4,2.5,2.6,1.0,-,-,,,,28,0.1,0.9,0.6
28,,Eye,3.1,-,-,-,-,-,-,0.4,-,-,-,-,0.5,-,-,1.0,1.6,-,,,,29,0.0,0.2,0.4
29,,Breast,-,-,-,-,-,-,-,-,0.8,0.3,0.3,0.8,2.4,2.5,2.6,2.1,3.2,-,,,,30,0.0,0.6,0.4
30,,Mesothelioma,-,-,-,-,-,-,-,-,0.4,-,0.3,-,1.5,0.8,3.4,4.1,3.2,4.9,,,,31,0.0,0.5,0.3
31,,Kaposi sarcoma,-,-,-,-,-,0.4,-,-,-,0.3,-,-,-,0.8,-,-,1.6,-,,,,32,0.0,0.1,0.1
32,,Other and unspecified,0.8,-,-,0.5,0.9,-,-,1.7,1.6,3.0,7.4,6.7,24.4,22.2,39.4,75.3,118.8,130.2,,,,-,0.5,11.6,5.7
33,,All sites,27.0,13.5,11.1,12.0,24.4,32.2,50.5,80.2,124.4,207.2,383.0,580.5,921.0,"1,284.8","1,575.0","2,123.7","2,454.3","2,538.1",,,,-,26.6,424.6,234.4
