,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
16,17,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,1,1,2,5,10,18,15,18,33,50,41,194,1.3,,,,
17,18,Bone and soft tissue,-,1,1,1,7,4,10,10,12,9,15,9,9,12,11,11,2,3,127,0.8,,,,
18,19,Bladder,-,-,-,-,-,-,1,-,3,1,1,3,7,12,11,15,21,34,109,0.7,,,,
19,20,Oesophagus,-,-,-,-,-,-,-,-,-,3,5,4,15,9,10,10,18,18,92,0.6,,,,
20,20,Brain and other central nervous system,2,3,1,3,3,4,2,4,9,10,8,8,11,5,4,4,4,7,92,0.6,,,,
21,20,Multiple myeloma,-,-,-,-,-,-,-,-,1,4,12,13,11,10,7,11,12,11,92,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,2,1,4,2,4,7,6,11,12,8,12,16,85,0.6,,,,
23,24,Small intestine,-,-,-,-,-,-,1,-,1,2,4,10,10,5,5,7,3,7,55,0.4,,,,
24,25,Melanoma of skin,-,-,-,-,1,1,-,1,2,-,2,7,5,3,5,4,-,3,34,0.2,,,,
25,25,Hodgkin lymphoma,-,-,1,2,8,4,1,2,4,5,-,1,1,-,2,1,1,1,34,0.2,,,,
26,27,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,1,1,-,2,2,3,4,2,-,3,-,1,19,0.1,,,,
27,28,Larynx,-,-,-,-,-,1,1,-,2,1,1,2,2,3,1,2,-,1,17,0.1,,,,
28,29,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,2,2,1,1,4,1,1,1,-,13,0.1,,,,
29,30,Other endocrine glands,2,-,-,-,1,-,-,-,2,2,1,1,-,-,-,-,-,-,9,0.1,,,,
30,31,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,-,-,1,7,0.0,,,,
31,31,"Uterus, unspecified",-,-,-,-,-,-,-,-,1,-,-,-,3,2,1,-,-,-,7,0.0,,,,
32,33,Eye,-,-,-,-,-,-,-,1,1,-,-,1,-,1,-,-,-,-,4,0.0,,,,
33,34,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,0.0,,,,
34,34,Placenta,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
35,-,Other and unspecified,-,-,-,-,1,1,1,6,10,22,14,26,20,28,29,50,48,86,342,2.3,,,,
36,-,All sites,15,11,14,25,60,132,273,509,892,"1,315","1,718","1,855","1,654","1,466","1,036","1,280","1,290","1,401","14,946",100.0,,,,
0,,Breast,-,-,-,-,1.3,6.3,19.4,56.6,109.4,172.3,180.2,187.8,181.0,197.5,193.4,161.6,195.9,119.8,,,1,6.5,99.3,58.8
1,,Colorectum,-,-,-,0.6,-,3.5,4.9,6.9,15.3,30.9,47.8,71.1,98.8,125.8,192.5,244.7,333.3,292.5,,,2,3.0,54.6,26.2
2,,Lung,-,-,-,-,0.9,-,2.0,4.8,8.8,26.3,41.3,62.4,96.3,126.9,159.6,212.4,238.1,243.3,,,3,2.6,46.3,22.5
3,,Corpus uteri,-,-,-,0.6,-,2.1,2.6,9.0,22.7,36.1,59.5,69.8,53.8,43.8,34.8,23.1,33.5,11.1,,,4,1.7,24.9,14.8
4,,Thyroid gland,-,0.7,1.5,5.7,6.6,12.2,13.0,22.2,21.5,24.4,24.8,28.1,20.4,17.5,18.4,14.8,9.7,7.4,,,5,1.1,16.3,11.4
5,,Ovary and peritoneum,0.7,-,-,1.7,2.7,4.9,7.2,8.1,17.7,25.3,30.5,27.1,26.3,20.8,14.5,24.0,15.2,12.1,,,6,0.9,14.7,9.3
6,,Cervix,-,-,-,-,-,2.8,9.3,12.3,18.3,17.3,15.4,19.4,22.9,21.3,18.4,21.2,29.2,22.3,,,7,0.8,12.7,7.6
7,,Non-Hodgkin lymphoma,2.2,1.5,-,-,2.2,2.8,3.2,4.5,5.3,9.0,11.1,13.3,18.8,24.6,36.8,46.2,43.3,23.2,,,8,0.7,10.5,6.2
8,,Stomach,-,-,-,-,-,1.7,1.7,3.3,5.3,9.6,10.8,15.8,23.4,21.9,44.5,55.4,54.1,65.9,,,9,0.7,12.3,6.1
9,,Non-melanoma skin,-,-,-,0.6,-,0.7,1.4,0.9,6.2,6.5,7.1,9.7,15.0,29.0,36.8,56.3,64.9,121.6,,,10,0.6,12.4,5.5
10,,Liver,0.7,0.7,-,-,0.4,-,0.9,1.2,1.8,3.1,4.6,10.3,20.4,31.7,59.0,58.2,71.4,59.4,,,11,0.7,11.1,5.4
11,,Leukaemia,3.7,2.2,5.4,0.6,2.2,2.8,2.3,4.5,3.2,4.6,5.4,8.1,7.9,11.5,8.7,21.2,15.2,21.4,,,12,0.4,5.9,4.3
12,,Pancreas,-,-,-,-,-,0.3,0.6,0.3,1.5,2.2,7.4,14.2,18.3,18.6,28.0,48.0,59.5,56.6,,,13,0.5,9.2,4.2
13,,Nasopharynx,-,-,-,0.6,0.4,0.3,3.5,7.5,6.8,9.3,8.3,11.0,12.1,10.4,9.7,6.5,3.2,3.7,,,14,0.4,5.8,3.7
14,,"Lip, oral cavity and pharynx except nasopharynx",-,-,1.5,-,0.4,0.3,1.2,1.8,2.4,5.3,9.7,8.4,10.0,12.6,12.6,20.3,24.9,12.1,,,15,0.3,5.5,3.1
15,,Kidney and other urinary organs except bladder,0.7,-,-,0.6,-,-,-,0.3,1.2,3.4,3.7,8.1,12.5,19.7,20.3,20.3,18.4,14.9,,,16,0.4,5.0,2.8
16,,Bone and soft tissue,-,0.7,0.8,0.6,3.1,1.4,2.9,3.0,3.5,2.8,4.3,2.9,3.8,6.6,10.6,10.2,2.2,2.8,,,17,0.2,3.2,2.3
17,,Brain and other central nervous system,1.5,2.2,0.8,1.7,1.3,1.4,0.6,1.2,2.7,3.1,2.3,2.6,4.6,2.7,3.9,3.7,4.3,6.5,,,18,0.2,2.3,1.9
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.3,0.3,0.6,1.4,3.2,7.5,8.2,17.4,30.5,54.1,38.1,,,19,0.2,4.9,1.9
19,,Multiple myeloma,-,-,-,-,-,-,-,-,0.3,1.2,3.4,4.2,4.6,5.5,6.8,10.2,13.0,10.2,,,20,0.1,2.3,1.1
20,,Bladder,-,-,-,-,-,-,0.3,-,0.9,0.3,0.3,1.0,2.9,6.6,10.6,13.9,22.7,31.6,,,21,0.1,2.8,1.1
21,,Oesophagus,-,-,-,-,-,-,-,-,-,0.9,1.4,1.3,6.3,4.9,9.7,9.2,19.5,16.7,,,22,0.1,2.3,1.0
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.6,0.3,1.2,0.6,1.1,2.3,2.5,6.0,11.6,7.4,13.0,14.9,,,23,0.1,2.2,1.0
23,,Hodgkin lymphoma,-,-,0.8,1.1,3.5,1.4,0.3,0.6,1.2,1.5,-,0.3,0.4,-,1.9,0.9,1.1,0.9,,,24,0.1,0.9,0.9
24,,Small intestine,-,-,-,-,-,-,0.3,-,0.3,0.6,1.1,3.2,4.2,2.7,4.8,6.5,3.2,6.5,,,25,0.1,1.4,0.7
25,,Melanoma of skin,-,-,-,-,0.4,0.3,-,0.3,0.6,-,0.6,2.3,2.1,1.6,4.8,3.7,-,2.8,,,26,0.1,0.9,0.5
26,,Other endocrine glands,1.5,-,-,-,0.4,-,-,-,0.6,0.6,0.3,0.3,-,-,-,-,-,-,,,27,0.0,0.2,0.3
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.3,0.3,-,0.6,0.6,1.0,1.7,1.1,-,2.8,-,0.9,,,28,0.0,0.5,0.3
28,,Larynx,-,-,-,-,-,0.3,0.3,-,0.6,0.3,0.3,0.6,0.8,1.6,1.0,1.8,-,0.9,,,29,0.0,0.4,0.3
29,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,0.6,0.6,0.3,0.4,2.2,1.0,0.9,1.1,-,,,30,0.0,0.3,0.2
30,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.3,-,-,-,1.3,1.1,1.0,-,-,-,,,31,0.0,0.2,0.1
31,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.3,0.4,1.6,1.0,-,-,0.9,,,32,0.0,0.2,0.1
32,,Eye,-,-,-,-,-,-,-,0.3,0.3,-,-,0.3,-,0.5,-,-,-,-,,,33,0.0,0.1,0.1
33,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,34,0.0,0.0,0.0
34,,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,,,35,0.0,0.0,0.0
35,,Other and unspecified,-,-,-,-,0.4,0.3,0.3,1.8,2.9,6.8,4.0,8.4,8.3,15.3,28.0,46.2,51.9,79.9,,,-,0.4,8.7,3.8
36,,All sites,11.1,8.2,10.8,14.2,26.5,45.9,79.1,152.4,263.0,406.1,489.0,599.5,689.7,802.0,"1,001.9","1,181.9","1,396.1","1,300.8",,,-,23.0,380.7,209.7
