,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
23,24,Small intestine,-,-,-,-,-,-,-,-,3,1,2,1,6,3,3,4,6,2,-,31,0.3,,,,
24,25,Penis / other male genital,-,-,-,-,-,-,-,1,-,-,-,3,3,5,6,2,5,3,-,28,0.2,,,,
25,26,Melanoma of skin,-,-,-,-,-,-,1,1,2,2,1,3,3,4,1,6,1,2,-,27,0.2,,,,
26,27,Hodgkin lymphoma,-,1,-,2,4,2,-,3,-,1,1,2,2,1,-,-,1,-,-,20,0.2,,,,
27,28,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,1,2,-,3,4,1,1,-,12,0.1,,,,
28,28,Breast,-,-,-,-,-,-,-,-,1,2,2,1,1,3,-,1,-,1,-,12,0.1,,,,
29,30,Other endocrine glands,2,-,2,-,-,-,1,-,1,2,-,-,-,2,-,1,-,-,-,11,0.1,,,,
30,31,Eye,3,-,-,-,-,-,1,-,-,1,1,-,-,-,1,-,1,-,-,8,0.1,,,,
31,32,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,3,0.0,,,,
32,-,Other and unspecified,1,-,-,-,-,1,2,5,5,19,20,16,28,51,58,57,31,43,-,337,2.8,,,,
33,-,All sites,29,16,28,31,34,60,113,262,448,709,889,"1,100","1,199","1,641","2,057","1,768","1,129",691,2,"12,206",100.0,,,,
0,,Lung,-,-,-,-,-,-,1.6,9.6,13.1,33.9,65.9,137.9,227.4,330.4,482.3,676.2,772.6,684.9,,,,1,6.5,85.9,55.0
1,,Colorectum,-,-,-,-,0.4,1.8,3.7,8.1,14.0,26.2,57.7,103.0,177.4,223.7,302.1,415.3,550.1,563.0,,,,2,4.6,61.1,39.9
2,,Liver,0.8,-,0.5,-,0.4,1.8,5.7,8.5,24.0,37.5,61.8,76.5,121.0,144.7,152.8,165.3,205.4,168.1,,,,3,3.2,39.1,26.8
3,,Prostate,-,-,-,-,-,-,-,-,-,1.0,3.3,27.6,70.2,124.9,225.3,277.3,305.6,340.3,,,,4,2.3,29.7,18.4
4,,Nasopharynx,-,-,-,0.5,0.9,3.1,8.6,23.7,33.1,42.3,40.2,37.7,42.7,37.2,38.0,23.2,22.0,12.6,,,,5,1.5,20.6,14.3
5,,Stomach,-,-,-,0.5,0.4,0.9,0.4,3.7,5.5,8.4,18.3,34.9,46.0,68.8,112.2,136.6,139.4,201.7,,,,6,1.5,19.7,12.8
6,,Bladder,-,-,-,-,-,0.4,0.4,1.8,2.1,2.6,9.3,18.6,25.8,46.6,77.7,129.8,127.1,155.5,,,,7,0.9,13.5,8.4
7,,Oesophagus,-,-,-,-,-,-,-,0.7,2.1,3.6,12.6,28.1,33.9,43.5,56.5,68.3,68.5,63.0,,,,8,0.9,10.9,7.3
8,,Non-Hodgkin lymphoma,-,0.5,0.9,2.7,1.8,2.2,3.3,5.2,4.9,8.4,11.4,18.0,27.4,24.5,38.0,54.6,39.1,88.2,,,,9,0.7,10.0,7.1
9,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,0.4,0.9,1.6,4.1,5.5,11.6,11.4,20.8,29.0,37.9,35.3,50.5,44.0,58.8,,,,10,0.8,10.1,6.9
10,,Leukaemia,12.7,2.2,3.2,3.6,3.5,2.2,2.5,6.3,5.5,6.5,6.9,11.8,8.9,16.6,19.4,42.3,29.3,21.0,,,,11,0.6,7.6,6.8
11,,Non-melanoma skin,-,-,-,0.5,0.4,-,1.6,1.8,3.6,3.2,7.3,15.2,21.8,28.5,36.2,58.7,100.2,105.0,,,,12,0.6,9.0,5.8
12,,Kidney and other urinary organs except bladder,-,-,0.5,-,-,-,1.2,3.0,2.4,7.1,6.9,11.8,29.0,27.7,33.6,38.3,46.5,42.0,,,,13,0.6,7.5,5.2
13,,Larynx,-,-,-,-,-,-,-,-,2.1,3.2,7.7,14.6,19.4,18.2,38.0,35.5,48.9,37.8,,,,14,0.5,6.3,4.2
14,,Pancreas,-,-,-,-,-,0.4,0.4,0.7,1.8,5.2,6.1,11.3,17.7,19.8,35.3,39.6,39.1,50.4,,,,15,0.5,6.3,4.1
15,,Brain and other central nervous system,4.2,3.8,2.8,0.9,0.9,2.2,1.6,1.8,3.0,5.8,3.7,6.8,2.4,4.7,9.7,10.9,12.2,-,,,,16,0.3,3.6,3.3
16,,Thyroid gland,-,0.5,0.5,-,0.4,2.7,2.1,5.9,4.0,2.6,7.3,6.2,4.8,3.2,10.6,6.8,7.3,12.6,,,,17,0.3,3.5,2.5
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.4,0.3,1.9,0.8,8.4,7.3,11.9,23.0,38.3,44.0,33.6,,,,18,0.3,3.9,2.4
18,,Bone and soft tissue,-,0.5,2.8,0.5,1.3,2.2,2.1,3.3,2.1,3.9,3.3,5.1,2.4,7.9,2.7,13.7,9.8,21.0,,,,19,0.2,3.1,2.4
19,,Multiple myeloma,-,-,-,-,-,-,-,1.1,0.9,1.6,3.7,3.9,9.7,12.6,17.7,21.9,26.9,16.8,,,,20,0.3,3.2,2.1
20,,Testis,1.7,0.5,0.5,3.6,1.3,2.2,5.7,1.8,1.5,1.3,0.8,-,-,-,0.9,1.4,-,-,,,,21,0.1,1.6,1.6
21,,Thymus / other thoracic organs,-,-,0.5,0.5,0.9,1.8,0.4,1.5,0.6,1.3,0.4,2.3,3.2,5.5,1.8,4.1,4.9,-,,,,22,0.1,1.3,1.0
22,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,0.4,1.2,-,0.3,1.0,3.3,2.8,3.2,4.0,4.4,4.1,2.4,8.4,,,,23,0.1,1.3,0.9
23,,Small intestine,-,-,-,-,-,-,-,-,0.9,0.3,0.8,0.6,4.8,2.4,2.7,5.5,14.7,8.4,,,,24,0.1,0.9,0.6
24,,Hodgkin lymphoma,-,0.5,-,0.9,1.8,0.9,-,1.1,-,0.3,0.4,1.1,1.6,0.8,-,-,2.4,-,,,,25,0.0,0.6,0.6
25,,Penis / other male genital,-,-,-,-,-,-,-,0.4,-,-,-,1.7,2.4,4.0,5.3,2.7,12.2,12.6,,,,26,0.1,0.9,0.6
26,,Melanoma of skin,-,-,-,-,-,-,0.4,0.4,0.6,0.6,0.4,1.7,2.4,3.2,0.9,8.2,2.4,8.4,,,,27,0.1,0.8,0.6
27,,Other endocrine glands,1.7,-,0.9,-,-,-,0.4,-,0.3,0.6,-,-,-,1.6,-,1.4,-,-,,,,28,0.0,0.3,0.4
28,,Eye,2.5,-,-,-,-,-,0.4,-,-,0.3,0.4,-,-,-,0.9,-,2.4,-,,,,29,0.0,0.2,0.4
29,,Breast,-,-,-,-,-,-,-,-,0.3,0.6,0.8,0.6,0.8,2.4,-,1.4,-,4.2,,,,30,0.0,0.4,0.3
30,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,0.6,1.6,-,2.7,5.5,2.4,4.2,,,,31,0.0,0.4,0.2
31,,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,0.4,0.6,-,-,-,-,2.4,-,,,,32,0.0,0.1,0.1
32,,Other and unspecified,0.8,-,-,-,-,0.4,0.8,1.8,1.5,6.1,8.1,9.0,22.6,40.3,51.2,77.9,75.8,180.7,,,,-,0.7,10.3,6.7
33,,All sites,24.5,8.8,12.9,14.0,15.0,26.9,46.3,96.9,136.2,229.2,361.4,619.0,966.9,"1,297.2","1,817.1","2,415.3","2,760.4","2,903.4",,,,-,28.4,373.6,249.4
