,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
6,,Cervix,-,-,-,-,-,2.4,6.4,8.4,13.9,19.8,17.1,21.0,11.4,20.5,23.4,32.5,29.3,21.0,,,,7,0.7,11.0,6.9
7,,Liver,-,-,-,0.5,-,0.7,-,1.5,1.7,3.8,6.8,13.7,25.1,44.5,66.0,46.7,86.5,60.1,,,,8,0.8,10.6,6.3
8,,Non-Hodgkin lymphoma,-,1.4,1.5,0.9,1.2,3.5,2.9,5.7,3.9,5.6,7.8,14.1,19.7,29.4,30.9,38.5,33.5,42.0,,,,9,0.6,8.8,5.8
9,,Non-melanoma skin,-,-,-,-,0.4,-,1.3,4.2,2.8,5.0,7.1,9.1,19.7,33.8,31.7,57.8,80.9,121.6,,,,10,0.6,10.6,5.6
10,,Stomach,-,-,-,-,-,0.7,2.2,2.7,3.3,6.8,9.3,10.9,18.2,16.9,35.1,59.8,94.8,99.1,,,,11,0.5,10.5,5.4
11,,Nasopharynx,-,-,-,-,-,1.4,4.2,5.7,11.2,13.0,13.5,10.5,7.6,10.7,11.7,11.2,13.9,9.0,,,,12,0.4,6.7,4.4
12,,Leukaemia,4.8,0.7,3.5,0.9,1.2,1.0,3.8,2.4,3.6,5.9,6.1,4.6,10.6,10.7,11.7,18.3,26.5,27.0,,,,13,0.4,5.4,4.1
13,,Pancreas,-,-,-,-,0.4,-,0.3,0.9,0.8,2.4,2.8,10.0,13.7,16.0,20.9,46.7,30.7,34.5,,,,14,0.3,5.5,3.1
14,,Kidney and other urinary organs except bladder,1.9,-,-,-,0.4,-,-,0.9,3.6,1.8,6.4,5.5,12.9,15.1,13.4,32.5,27.9,21.0,,,,15,0.3,4.7,3.0
15,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,1.4,1.2,0.3,1.3,2.7,2.5,3.0,6.4,5.9,7.6,10.7,15.0,17.2,23.7,24.0,,,,16,0.3,4.4,2.7
16,,Brain and other central nervous system,1.9,2.8,2.0,3.3,0.8,1.4,2.2,2.4,1.4,2.7,2.1,2.3,3.0,5.3,9.2,4.1,1.4,6.0,,,,17,0.2,2.6,2.4
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,0.6,0.3,0.8,1.5,3.2,4.6,7.6,10.7,13.4,31.4,36.3,36.0,,,,18,0.2,4.1,2.1
18,,Bone and soft tissue,1.0,-,2.0,1.4,1.2,0.7,1.0,2.1,3.3,2.7,3.6,3.2,3.8,3.6,8.4,5.1,9.8,6.0,,,,19,0.2,2.6,2.0
19,,Oesophagus,-,-,-,-,-,-,-,0.3,0.3,0.3,2.1,3.6,4.6,4.5,12.5,17.2,25.1,24.0,,,,20,0.1,2.6,1.3
20,,Bladder,-,-,-,-,-,-,-,-,-,0.3,-,1.8,5.3,7.1,10.0,24.3,27.9,37.5,,,,21,0.1,2.8,1.3
21,,Multiple myeloma,-,-,-,-,-,-,-,0.3,0.3,0.6,1.1,5.0,4.6,7.1,13.4,16.2,13.9,13.5,,,,22,0.2,2.3,1.3
22,,"Vagina, vulva and other female genital",-,-,-,-,0.4,-,0.3,0.6,0.3,1.2,0.7,0.5,2.3,7.1,3.3,8.1,5.6,10.5,,,,23,0.1,1.3,0.8
23,,Thymus / other thoracic organs,-,-,-,-,-,0.7,0.3,0.6,0.3,0.9,2.1,3.2,2.3,3.6,-,4.1,5.6,-,,,,24,0.1,1.0,0.7
24,,Hodgkin lymphoma,-,-,0.5,1.4,1.2,1.0,1.9,0.6,-,1.2,-,-,-,-,1.7,2.0,-,1.5,,,,25,0.0,0.7,0.6
25,,"Nasal cavity, middle ear and accessory sinuses",-,-,0.5,0.5,-,-,0.3,0.9,-,0.6,1.4,-,1.5,0.9,0.8,1.0,5.6,-,,,,26,0.0,0.6,0.4
26,,Small intestine,-,-,-,-,-,-,0.3,-,0.3,-,0.4,1.8,0.8,4.5,2.5,3.0,2.8,4.5,,,,27,0.1,0.7,0.4
27,,Melanoma of skin,-,-,-,0.5,-,-,-,0.3,0.6,0.3,1.4,1.8,1.5,-,0.8,4.1,2.8,3.0,,,,28,0.0,0.7,0.4
28,,Eye,1.0,-,-,-,-,0.3,-,0.3,-,-,-,1.8,0.8,-,-,-,-,-,,,,29,0.0,0.2,0.3
29,,Other endocrine glands,1.0,-,-,-,0.4,0.3,-,-,0.3,-,0.4,-,-,-,0.8,-,-,-,,,,30,0.0,0.2,0.2
30,,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,2.3,1.8,2.5,1.0,-,3.0,,,,31,0.0,0.3,0.2
31,,Mesothelioma,-,-,-,-,-,-,-,0.3,-,-,0.4,-,-,0.9,0.8,-,-,-,,,,32,0.0,0.1,0.1
32,,Placenta,-,-,-,-,-,-,0.3,0.3,-,-,0.4,-,-,-,-,-,-,-,,,,33,0.0,0.1,0.1
33,,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,0.8,-,-,-,,,,34,0.0,0.1,0.0
34,,Kaposi sarcoma,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,,35,0.0,0.0,0.0
35,,Other and unspecified,-,-,-,-,-,0.3,0.3,0.9,2.8,4.7,4.6,6.8,12.9,16.0,21.7,35.5,83.7,114.1,,,,-,0.4,8.0,3.8
36,,All sites,12.6,4.9,13.5,16.8,19.3,37.6,80.2,135.7,230.9,349.1,416.7,495.0,624.1,714.2,943.2,"1,249.5","1,510.5","1,557.1",,,,-,20.5,311.4,190.8
