,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
24,,Oesophagus,-,-,-,-,-,0.4,-,-,-,0.6,1.2,1.5,2.1,5.0,3.6,7.4,16.0,15.8,,,25,0.1,1.9,0.7
25,,Melanoma of skin,-,-,0.8,-,-,-,-,0.8,0.6,0.6,0.6,1.5,0.7,2.7,3.6,1.1,3.2,1.6,,,26,0.1,0.8,0.5
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,0.8,-,-,-,-,0.3,0.9,1.8,1.2,0.9,-,0.9,0.7,-,3.2,5.5,,,27,0.0,0.8,0.4
27,,Other endocrine glands,3.1,-,-,-,-,-,-,-,-,-,-,0.6,0.4,-,-,-,-,0.8,,,28,0.0,0.2,0.4
28,,Thymus / other thoracic organs,-,-,-,-,-,-,-,0.3,1.2,0.3,0.3,0.9,0.7,1.8,2.1,2.1,-,0.8,,,29,0.0,0.5,0.3
29,,Eye,0.8,-,-,-,-,-,-,0.3,-,0.6,-,-,-,0.5,-,1.1,-,-,,,30,0.0,0.1,0.2
30,,Larynx,-,-,-,-,-,-,-,-,-,-,0.6,0.9,0.4,0.5,0.7,2.1,-,2.4,,,31,0.0,0.3,0.1
31,,Placenta,-,-,-,-,0.5,-,0.6,0.6,0.3,-,0.3,-,-,-,-,-,-,-,,,32,0.0,0.2,0.1
32,,Mesothelioma,-,-,-,-,-,-,-,-,0.3,-,0.3,0.3,0.7,-,-,-,4.3,0.8,,,33,0.0,0.2,0.1
33,,Other and unspecified,2.3,-,0.8,-,0.5,0.4,1.5,1.9,3.3,3.8,3.0,6.5,8.4,7.7,18.5,24.2,52.3,75.2,,,-,0.3,7.6,3.3
34,,All sites,27.0,11.5,15.1,17.4,30.4,51.1,87.7,162.0,292.4,431.1,530.9,646.7,727.0,857.4,"1,039.1","1,211.8","1,355.4","1,233.6",,,-,24.6,420.4,225.3
