,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,19,Bladder,-,-,-,-,-,-,-,-,1,2,3,5,9,11,10,17,24,40,122,0.8,,,,
19,20,Brain and other central nervous system,5,2,1,2,-,4,5,8,2,11,10,10,9,8,7,6,3,6,99,0.6,,,,
20,21,Multiple myeloma,-,-,-,-,-,-,-,1,1,3,6,12,8,12,13,12,10,10,88,0.6,,,,
21,22,Oesophagus,-,-,-,-,-,-,1,1,2,1,3,6,8,6,10,20,10,19,87,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,1,5,2,9,10,5,6,7,7,13,14,79,0.5,,,,
23,24,Small intestine,-,-,-,-,-,-,-,1,1,2,5,7,11,11,3,8,1,6,56,0.4,,,,
24,25,Melanoma of skin,-,-,-,-,-,-,1,-,4,3,5,2,5,2,1,3,6,6,38,0.2,,,,
25,26,Hodgkin lymphoma,-,-,-,3,5,2,8,1,2,2,3,3,1,1,1,-,1,1,34,0.2,,,,
26,27,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,1,-,-,1,2,1,1,3,4,2,1,1,2,2,21,0.1,,,,
27,28,Larynx,-,-,-,-,-,-,-,-,-,-,-,1,2,1,5,-,4,2,15,0.1,,,,
28,29,Thymus / other thoracic organs,-,-,-,-,1,-,1,-,-,-,-,4,-,2,1,3,1,-,13,0.1,,,,
29,30,Other endocrine glands,-,1,-,1,-,2,-,-,1,-,-,1,2,-,1,2,-,-,11,0.1,,,,
30,31,Mesothelioma,-,-,-,-,-,-,1,-,2,-,-,1,1,-,1,-,-,1,7,0.0,,,,
31,32,Eye,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,3,0.0,,,,
32,33,"Uterus, unspecified",-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,2,0.0,,,,
33,34,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,0.0,,,,
34,34,Placenta,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
35,-,Other and unspecified,1,-,-,1,-,-,2,9,6,12,20,27,34,30,31,26,34,79,312,2.0,,,,
36,-,All sites,21,17,14,23,66,133,279,488,937,"1,296","1,788","1,938","1,862","1,717","1,049","1,177","1,234","1,394","15,433",100.0,,,,
0,,Breast,-,-,-,-,2.2,6.7,23.0,48.6,125.0,167.4,185.6,186.0,211.4,195.3,204.4,173.0,172.2,131.2,,,1,6.8,103.7,60.9
1,,Colorectum,-,-,0.8,-,1.3,0.7,4.1,8.2,19.7,26.3,54.5,73.7,111.9,151.6,191.5,247.1,319.7,259.0,,,2,3.2,57.3,27.6
2,,Lung,-,-,-,-,-,1.1,2.9,5.0,9.8,25.1,40.3,65.1,105.5,131.0,155.6,196.8,226.0,215.2,,,3,2.7,46.7,22.7
3,,Corpus uteri,-,-,-,-,-,1.4,4.1,11.9,16.1,39.5,65.4,68.3,58.5,53.7,34.1,28.5,22.6,18.4,,,4,1.8,26.5,15.5
4,,Thyroid gland,-,-,-,3.6,8.0,12.4,15.4,20.1,23.9,29.7,24.3,29.1,21.5,29.1,17.5,13.3,7.5,4.4,,,5,1.2,17.5,12.0
5,,Ovary and peritoneum,-,1.4,1.6,1.8,5.8,7.1,6.7,9.9,18.5,26.3,27.1,24.7,24.7,32.6,11.0,15.2,12.9,11.4,,,6,1.0,15.1,10.0
6,,Cervix,-,-,-,-,0.9,1.4,6.1,9.3,18.5,20.2,18.8,24.0,15.9,23.1,22.1,24.7,34.4,11.4,,,7,0.8,12.9,7.6
7,,Leukaemia,9.7,6.4,3.9,2.4,3.1,2.8,2.0,2.3,7.5,4.0,7.1,5.7,8.8,12.0,11.0,13.3,20.5,11.4,,,8,0.4,6.2,5.6
8,,Non-Hodgkin lymphoma,-,0.7,1.6,-,1.3,1.4,2.6,3.5,5.7,7.3,10.3,16.8,21.1,27.1,29.5,29.5,32.3,27.1,,,9,0.6,9.9,5.6
9,,Stomach,-,-,-,-,0.4,0.7,2.0,1.7,3.3,9.8,9.1,16.4,17.9,27.6,34.1,43.7,66.7,75.2,,,10,0.6,12.0,5.6
10,,Non-melanoma skin,-,0.7,-,-,-,2.1,1.2,3.2,5.7,5.5,9.1,12.3,15.1,21.6,28.5,45.6,79.7,117.2,,,11,0.5,12.6,5.4
11,,Liver,1.5,-,-,-,-,-,0.3,0.6,1.8,1.8,6.0,14.5,17.9,32.1,44.2,55.1,54.9,60.4,,,12,0.6,10.6,5.0
12,,Pancreas,-,-,-,-,-,0.4,0.3,0.3,0.9,3.7,4.0,7.9,15.1,19.6,25.8,46.6,51.7,41.1,,,13,0.4,7.7,3.5
13,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,0.4,2.1,0.9,1.5,2.7,4.9,6.0,8.9,12.3,16.1,18.4,25.7,24.8,21.9,,,14,0.4,6.2,3.3
14,,Kidney and other urinary organs except bladder,-,-,-,0.6,0.4,0.4,0.6,2.0,1.8,4.3,8.9,6.3,14.3,16.6,16.6,26.6,31.2,14.9,,,15,0.4,6.2,3.2
15,,Nasopharynx,-,-,-,0.6,-,1.4,2.0,5.0,6.6,6.1,9.1,9.2,13.1,10.5,5.5,7.6,4.3,1.7,,,16,0.3,5.2,3.2
16,,Bone and soft tissue,-,0.7,2.4,0.6,2.2,2.1,1.5,1.7,2.7,2.1,4.0,6.0,6.8,3.5,12.9,2.9,9.7,3.5,,,17,0.2,3.3,2.3
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.3,0.6,2.3,8.5,10.0,12.6,17.5,23.8,38.8,31.5,,,18,0.3,5.1,2.2
18,,Brain and other central nervous system,3.7,1.4,0.8,1.2,-,1.4,1.5,2.3,0.6,3.4,2.9,3.2,3.6,4.0,6.4,5.7,3.2,5.2,,,19,0.2,2.5,2.1
19,,Bladder,-,-,-,-,-,-,-,-,0.3,0.6,0.9,1.6,3.6,5.5,9.2,16.2,25.8,35.0,,,20,0.1,3.1,1.1
20,,Multiple myeloma,-,-,-,-,-,-,-,0.3,0.3,0.9,1.7,3.8,3.2,6.0,12.0,11.4,10.8,8.7,,,21,0.1,2.2,1.1
21,,Oesophagus,-,-,-,-,-,-,0.3,0.3,0.6,0.3,0.9,1.9,3.2,3.0,9.2,19.0,10.8,16.6,,,22,0.1,2.2,0.9
22,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.3,1.5,0.6,2.6,3.2,2.0,3.0,6.4,6.7,14.0,12.2,,,23,0.1,2.0,0.9
23,,Hodgkin lymphoma,-,-,-,1.8,2.2,0.7,2.3,0.3,0.6,0.6,0.9,0.9,0.4,0.5,0.9,-,1.1,0.9,,,24,0.1,0.9,0.8
24,,Small intestine,-,-,-,-,-,-,-,0.3,0.3,0.6,1.4,2.2,4.4,5.5,2.8,7.6,1.1,5.2,,,25,0.1,1.4,0.7
25,,Melanoma of skin,-,-,-,-,-,-,0.3,-,1.2,0.9,1.4,0.6,2.0,1.0,0.9,2.9,6.5,5.2,,,26,0.0,1.0,0.5
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,0.4,-,-,0.3,0.6,0.3,0.3,0.9,1.6,1.0,0.9,1.0,2.2,1.7,,,27,0.0,0.5,0.3
27,,Other endocrine glands,-,0.7,-,0.6,-,0.7,-,-,0.3,-,-,0.3,0.8,-,0.9,1.9,-,-,,,28,0.0,0.3,0.3
28,,Thymus / other thoracic organs,-,-,-,-,0.4,-,0.3,-,-,-,-,1.3,-,1.0,0.9,2.9,1.1,-,,,29,0.0,0.3,0.2
29,,Larynx,-,-,-,-,-,-,-,-,-,-,-,0.3,0.8,0.5,4.6,-,4.3,1.7,,,30,0.0,0.4,0.2
30,,Mesothelioma,-,-,-,-,-,-,0.3,-,0.6,-,-,0.3,0.4,-,0.9,-,-,0.9,,,31,0.0,0.2,0.1
31,,Eye,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,-,-,-,1.1,-,,,32,0.0,0.1,0.0
32,,"Uterus, unspecified",-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,-,,,33,0.0,0.1,0.0
33,,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,,,34,0.0,0.0,0.0
34,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,35,0.0,0.0,0.0
35,,Other and unspecified,0.7,-,-,0.6,-,-,0.6,2.6,1.8,3.7,5.7,8.5,13.5,15.1,28.5,24.7,36.6,69.1,,,-,0.4,7.9,3.6
36,,All sites,15.6,12.1,11.0,14.0,29.4,47.1,81.1,142.1,279.5,396.6,510.6,612.9,741.2,861.9,965.9,"1,118.8","1,328.3","1,219.6",,,-,23.6,389.6,214.2
