,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
3,,Corpus uteri,-,-,0.6,-,0.4,0.3,4.4,6.0,18.2,34.1,51.9,52.1,41.8,30.7,23.1,26.1,23.9,18.8,,,4,1.3,19.1,12.1
4,,Thyroid gland,-,-,0.6,4.8,6.0,8.5,9.8,12.0,20.9,22.9,24.9,18.6,22.5,9.3,21.4,11.2,12.6,8.8,,,5,0.9,13.5,9.4
5,,Ovary and peritoneum,-,-,0.6,3.9,6.9,4.9,7.6,6.3,16.7,19.6,22.7,23.4,19.3,29.8,11.1,21.5,15.1,15.1,,,6,0.9,12.5,8.7
6,,Liver,3.5,-,-,-,0.9,0.7,1.6,2.1,2.1,4.2,8.8,16.2,30.5,44.7,53.9,63.4,81.7,67.8,,,7,0.8,12.5,7.3
7,,Cervix,-,-,-,-,-,1.6,8.2,9.6,14.2,16.5,14.8,17.8,15.0,19.6,21.4,21.5,25.1,28.9,,,8,0.7,10.7,6.6
8,,Stomach,-,-,-,-,0.4,1.0,0.6,4.5,3.6,6.7,8.8,13.3,23.6,30.7,47.9,55.0,70.4,85.3,,,9,0.7,11.6,6.2
9,,Non-melanoma skin,-,-,-,-,0.9,0.7,0.6,3.0,5.2,4.7,8.2,12.1,18.2,17.7,35.9,51.3,84.2,134.3,,,10,0.5,11.5,5.4
10,,Non-Hodgkin lymphoma,-,-,0.6,1.9,3.0,2.3,1.6,2.4,3.0,6.7,10.4,14.6,17.7,27.0,27.4,35.4,40.2,40.2,,,11,0.6,8.9,5.4
11,,Leukaemia,9.7,4.9,3.5,1.4,2.6,0.7,2.5,3.6,3.0,3.9,5.7,7.7,7.0,9.3,12.0,15.9,18.8,23.8,,,12,0.4,5.4,4.9
12,,Nasopharynx,-,-,-,-,0.9,-,2.5,6.9,9.1,12.6,9.8,10.9,8.0,4.7,8.6,7.5,8.8,7.5,,,13,0.4,5.8,3.6
13,,Pancreas,-,-,-,0.5,-,0.3,-,0.6,2.1,0.8,5.4,6.5,11.2,19.6,25.7,32.6,40.2,46.4,,,14,0.4,6.0,3.1
14,,Kidney and other urinary organs except bladder,1.8,-,-,-,-,0.3,0.6,0.6,0.6,4.5,4.7,6.9,18.7,13.0,11.1,26.1,22.6,21.3,,,15,0.3,4.9,3.0
15,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.5,-,0.3,2.2,1.8,2.1,5.3,8.5,6.9,7.5,14.9,13.7,23.3,20.1,22.6,,,16,0.3,5.1,2.9
16,,Brain and other central nervous system,0.9,6.6,-,1.4,1.3,-,0.9,2.7,1.2,3.6,3.5,2.8,3.7,2.8,4.3,6.5,7.5,6.3,,,17,0.2,2.5,2.2
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.3,0.6,2.2,3.1,4.0,7.0,9.3,19.7,30.8,38.9,52.7,,,18,0.2,4.9,2.2
18,,Bone and soft tissue,0.9,-,1.7,1.9,0.9,2.0,2.5,3.3,1.2,2.8,4.4,6.1,4.3,1.9,4.3,6.5,11.3,6.3,,,19,0.2,3.1,2.2
19,,Multiple myeloma,-,-,-,-,-,-,-,0.6,-,2.5,3.8,4.0,6.4,2.8,8.6,17.7,15.1,11.3,,,20,0.1,2.6,1.4
20,,Bladder,-,-,-,-,-,-,-,0.3,0.3,-,1.9,0.8,5.4,6.5,10.3,15.9,31.4,31.4,,,21,0.1,2.8,1.3
21,,Oesophagus,-,-,-,-,-,-,-,-,0.3,0.3,0.9,1.6,4.8,4.7,12.8,10.3,12.6,33.9,,,22,0.1,2.3,1.1
22,,"Vagina, vulva and other female genital",-,-,-,-,-,0.3,0.3,1.5,0.9,0.6,0.9,0.8,1.6,4.7,6.8,7.5,10.1,13.8,,,23,0.1,1.6,0.8
23,,Hodgkin lymphoma,-,-,1.2,1.0,2.2,2.0,0.3,0.6,1.2,0.8,0.3,-,1.1,-,-,-,1.3,1.3,,,24,0.1,0.8,0.8
24,,Melanoma of skin,-,-,-,-,-,0.3,0.3,1.2,0.9,0.3,0.6,1.2,1.6,1.9,4.3,1.9,3.8,3.8,,,25,0.1,0.9,0.5
25,,Thymus / other thoracic organs,-,-,-,-,-,0.3,0.3,0.6,1.2,0.3,1.6,2.0,2.7,0.9,0.9,1.9,1.3,1.3,,,26,0.1,0.8,0.5
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,0.6,-,-,0.3,0.3,0.3,0.3,0.8,-,0.8,1.1,1.9,4.3,2.8,5.0,2.5,,,27,0.1,0.8,0.5
27,,Other endocrine glands,2.6,-,-,-,-,0.3,-,-,0.3,0.6,-,0.4,0.5,-,-,-,-,-,,,28,0.0,0.2,0.4
28,,Small intestine,-,-,-,-,-,-,-,-,0.3,0.3,1.3,0.4,2.7,0.9,3.4,5.6,2.5,7.5,,,29,0.0,0.8,0.4
29,,Eye,2.6,-,-,-,-,-,-,-,-,0.3,-,-,-,-,0.9,-,1.3,-,,,30,0.0,0.2,0.4
30,,Larynx,-,-,-,-,-,-,-,-,0.6,-,0.9,0.4,-,1.9,0.9,2.8,1.3,1.3,,,31,0.0,0.4,0.2
31,,Mesothelioma,-,-,-,-,0.4,-,-,-,-,0.3,0.3,-,-,0.9,-,-,-,-,,,32,0.0,0.1,0.1
32,,Placenta,-,-,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,,,33,0.0,0.1,0.0
33,,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,0.9,-,-,,,34,0.0,0.1,0.0
34,,Other and unspecified,-,-,-,0.5,0.9,1.0,0.3,0.6,5.5,3.9,5.4,8.9,10.2,15.8,19.7,46.6,82.9,109.2,,,-,0.4,9.2,4.1
35,,All sites,22.0,11.5,9.3,17.8,29.8,35.8,76.0,134.6,241.6,363.2,460.5,506.1,639.2,735.6,905.0,"1,185.6","1,474.9","1,547.1",,,-,20.9,334.8,196.4
