,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"Unknown
Age","All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
20,21,Bladder,1,-,-,-,-,-,-,-,2,1,2,2,9,3,12,12,16,23,-,83,0.6,,,,
21,22,Oesophagus,-,-,-,-,-,-,-,-,-,3,1,6,11,6,12,14,9,19,-,81,0.6,,,,
22,23,"Vagina, vulva and other female genital",1,-,-,-,-,-,-,2,3,6,4,4,6,3,4,7,5,9,-,54,0.4,,,,
23,24,Small intestine,-,-,-,-,1,1,-,4,-,7,2,7,4,3,2,8,6,4,-,49,0.4,,,,
24,25,Melanoma of skin,-,-,1,-,-,1,-,1,2,3,-,6,4,2,1,2,5,4,-,32,0.2,,,,
25,26,Thymus / other thoracic organs,1,-,-,-,-,-,-,1,-,3,4,3,7,5,2,2,1,-,-,29,0.2,,,,
26,27,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,2,-,1,2,1,4,6,1,-,3,-,1,6,1,28,0.2,,,,
27,28,Hodgkin lymphoma,-,-,-,2,4,4,3,4,3,-,-,4,1,-,-,-,-,2,-,27,0.2,,,,
28,29,Larynx,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,1,1,-,-,10,0.1,,,,
29,30,Eye,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,5,0.0,,,,
30,31,Mesothelioma,-,-,-,-,-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,4,0.0,,,,
31,31,Other endocrine glands,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,4,0.0,,,,
32,33,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,2,0.0,,,,
33,33,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,0.0,,,,
34,35,Placenta,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
35,-,Other and unspecified,-,-,-,-,-,-,4,11,12,13,19,22,25,19,28,44,59,94,-,350,2.7,,,,
36,-,All sites,29,18,13,35,48,116,230,497,877,"1,400","1,419","1,447","1,342",921,983,"1,188","1,153","1,257",1,"12,974",100.0,,,,
0,,Breast,-,-,-,-,1.3,7.2,21.0,52.7,109.1,174.0,161.3,167.4,194.1,199.5,149.5,142.3,146.8,172.4,,,,1,6.2,90.7,56.6
1,,Colorectum,-,-,-,-,-,1.3,4.3,7.0,16.7,29.5,47.1,75.2,95.8,148.0,160.1,248.6,331.7,324.7,,,,2,2.9,50.8,26.2
2,,Lung,-,-,-,-,-,0.7,0.6,5.5,13.3,22.4,31.7,66.0,87.0,109.9,155.7,195.9,270.9,240.9,,,,3,2.5,40.9,21.2
3,,Corpus uteri,-,-,-,0.5,0.4,-,1.9,9.4,17.9,31.4,46.2,49.4,40.1,33.7,19.3,25.0,17.9,15.3,,,,4,1.3,18.2,11.4
4,,Thyroid gland,-,0.9,-,6.3,5.2,7.9,8.9,16.8,23.6,25.0,21.2,26.2,22.5,16.8,11.4,13.9,11.9,9.4,,,,5,1.0,14.6,10.1
5,,Ovary and peritoneum,-,0.9,0.6,2.4,2.6,4.3,7.7,9.8,18.2,24.7,22.8,23.5,23.5,18.6,24.6,18.5,20.3,23.6,,,,6,0.9,13.8,9.0
6,,Liver,1.7,0.9,-,-,-,0.3,2.2,1.2,3.0,2.8,8.3,13.5,24.4,39.9,57.2,71.2,71.6,76.7,,,,7,0.8,12.2,6.6
7,,Cervix,-,-,-,-,-,2.6,6.5,12.2,15.5,15.4,11.1,16.2,15.6,21.3,22.0,21.3,17.9,22.4,,,,8,0.7,10.4,6.5
8,,Stomach,-,-,-,-,-,0.7,2.2,4.6,6.7,9.8,12.0,15.0,17.6,18.6,36.1,49.0,69.2,76.7,,,,9,0.6,11.5,5.9
9,,Non-Hodgkin lymphoma,-,3.4,1.2,1.5,2.6,1.6,2.5,4.0,5.5,7.3,10.5,14.3,12.2,24.8,29.0,42.5,41.8,44.9,,,,10,0.6,9.6,5.8
10,,Leukaemia,10.0,3.4,2.5,1.9,1.3,2.6,2.2,2.7,4.2,5.3,3.4,5.0,8.3,10.6,8.8,12.9,22.7,17.7,,,,11,0.4,5.2,4.7
11,,Non-melanoma skin,-,-,-,-,-,0.3,0.9,2.1,5.2,3.6,7.1,12.3,10.8,24.8,29.0,32.3,65.6,120.4,,,,12,0.5,9.8,4.6
12,,Nasopharynx,-,-,-,1.0,1.3,2.0,3.4,5.5,8.8,12.3,9.2,10.8,6.8,12.4,7.9,6.5,9.5,8.3,,,,13,0.4,6.1,4.0
13,,Pancreas,-,-,-,-,-,-,-,0.3,1.5,1.4,7.4,8.5,15.6,24.8,29.9,29.6,39.4,47.2,,,,14,0.4,6.8,3.6
14,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.5,0.9,0.3,1.2,2.7,3.0,6.2,6.2,10.0,13.7,22.2,16.7,17.6,20.3,21.3,,,,15,0.4,5.9,3.6
15,,Kidney and other urinary organs except bladder,0.8,-,-,-,-,0.7,-,0.9,1.2,3.6,6.8,3.1,11.2,22.2,16.7,25.9,29.8,23.6,,,,16,0.3,5.1,2.9
16,,Brain and other central nervous system,4.2,6.0,2.5,1.0,0.4,1.0,1.9,2.1,2.4,2.2,3.7,3.5,4.4,1.8,4.4,4.6,8.4,1.2,,,,17,0.2,2.7,2.8
17,,Bone and soft tissue,2.5,-,0.6,1.0,2.6,1.6,0.9,3.7,1.8,2.8,3.4,5.4,3.9,5.3,4.4,8.3,3.6,3.5,,,,18,0.2,2.8,2.2
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.3,1.4,3.4,3.5,6.8,11.5,14.1,31.4,40.6,30.7,,,,19,0.2,4.3,2.0
19,,Multiple myeloma,-,-,-,-,-,-,0.3,0.3,0.6,0.8,2.5,4.6,6.4,9.8,8.8,17.6,13.1,11.8,,,,20,0.2,2.7,1.5
20,,Oesophagus,-,-,-,-,-,-,-,-,-,0.8,0.3,2.3,5.4,5.3,10.6,12.9,10.7,22.4,,,,21,0.1,2.1,1.0
21,,Bladder,0.8,-,-,-,-,-,-,-,0.6,0.3,0.6,0.8,4.4,2.7,10.6,11.1,19.1,27.2,,,,22,0.1,2.2,1.0
22,,"Vagina, vulva and other female genital",0.8,-,-,-,-,-,-,0.6,0.9,1.7,1.2,1.5,2.9,2.7,3.5,6.5,6.0,10.6,,,,23,0.1,1.4,0.8
23,,Small intestine,-,-,-,-,0.4,0.3,-,1.2,-,2.0,0.6,2.7,2.0,2.7,1.8,7.4,7.2,4.7,,,,24,0.1,1.3,0.7
24,,Hodgkin lymphoma,-,-,-,1.0,1.7,1.3,0.9,1.2,0.9,-,-,1.5,0.5,-,-,-,-,2.4,,,,25,0.0,0.7,0.6
25,,Thymus / other thoracic organs,0.8,-,-,-,-,-,-,0.3,-,0.8,1.2,1.2,3.4,4.4,1.8,1.8,1.2,-,,,,26,0.1,0.8,0.6
26,,Melanoma of skin,-,-,0.6,-,-,0.3,-,0.3,0.6,0.8,-,2.3,2.0,1.8,0.9,1.8,6.0,4.7,,,,27,0.0,0.8,0.5
27,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,0.7,-,0.3,0.6,0.3,1.2,2.3,0.5,-,2.6,-,1.2,7.1,,,,28,0.0,0.7,0.4
28,,Eye,1.7,-,-,-,-,-,-,-,-,-,-,0.4,-,0.9,-,-,-,1.2,,,,29,0.0,0.1,0.2
29,,Larynx,-,-,-,-,-,-,-,-,-,-,-,0.4,0.5,2.7,2.6,0.9,1.2,-,,,,30,0.0,0.3,0.2
30,,Other endocrine glands,0.8,-,-,-,-,-,0.3,-,-,0.3,-,-,0.5,-,-,-,-,-,,,,31,0.0,0.1,0.2
31,,Mesothelioma,-,-,-,-,-,0.3,-,0.3,-,-,-,0.4,0.5,-,-,-,-,-,,,,32,0.0,0.1,0.1
32,,Kaposi sarcoma,-,-,-,-,-,-,-,-,-,-,0.3,-,0.5,-,-,-,-,-,,,,33,0.0,0.1,0.0
33,,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,0.3,0.4,-,-,-,-,-,-,,,,34,0.0,0.1,0.0
34,,Placenta,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,,,,35,0.0,0.0,0.0
35,,Other and unspecified,-,-,-,-,-,-,1.2,3.4,3.6,3.6,5.8,8.5,12.2,16.8,24.6,40.7,70.4,111.0,,,,-,0.4,9.3,4.1
36,,All sites,24.2,15.3,8.1,17.0,20.9,38.1,70.9,151.5,265.8,392.8,436.7,558.3,656.2,816.5,864.6,"1,098.0","1,375.9","1,484.1",,,,-,21.7,344.3,201.8
