,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,19,Multiple myeloma,-,-,-,-,-,-,-,-,1,3,7,13,17,17,12,11,17,7,105,0.6,,,,
19,20,Bladder,-,-,-,-,-,-,-,-,-,1,2,1,9,12,9,12,27,26,99,0.6,,,,
20,21,Brain and other central nervous system,3,4,2,1,2,3,6,5,6,5,7,13,9,9,8,3,5,5,96,0.6,,,,
21,22,"Vagina, vulva and other female genital",-,-,-,-,-,-,1,1,2,4,7,8,7,15,5,6,8,18,82,0.5,,,,
22,23,Oesophagus,-,-,-,-,-,1,-,-,1,1,2,4,7,8,10,8,10,15,67,0.4,,,,
23,24,Small intestine,-,-,-,-,-,-,2,2,4,7,4,7,4,9,1,7,10,8,65,0.4,,,,
24,25,Melanoma of skin,-,-,-,-,-,1,-,2,6,4,2,5,3,5,1,1,6,5,41,0.3,,,,
25,26,Hodgkin lymphoma,-,-,-,2,1,5,4,3,3,-,-,1,4,1,1,-,1,2,28,0.2,,,,
26,27,"Nasal cavity, middle ear and accessory sinuses",-,-,1,-,-,-,1,-,2,1,2,3,4,1,3,3,3,2,26,0.2,,,,
27,28,Thymus / other thoracic organs,1,-,-,-,-,-,1,-,2,2,-,3,3,3,1,2,-,-,18,0.1,,,,
28,29,Larynx,-,-,-,-,-,-,-,-,1,-,-,1,1,-,2,1,-,2,8,0.0,,,,
29,29,Mesothelioma,-,-,-,-,-,-,1,-,-,-,-,2,3,-,-,1,-,1,8,0.0,,,,
30,31,Other endocrine glands,-,-,-,-,-,-,1,-,1,-,2,-,-,-,-,1,1,-,6,0.0,,,,
31,32,Eye,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,-,4,0.0,,,,
32,33,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2,0.0,,,,
33,34,Placenta,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.0,,,,
34,-,Other and unspecified,-,-,-,-,-,-,1,5,10,14,13,11,29,28,36,34,44,106,331,2.0,,,,
35,-,All sites,20,14,16,25,62,128,287,529,982,"1,325","1,790","1,945","1,923","1,931","1,241","1,121","1,326","1,534","16,199",100.0,,,,
0,,Breast,-,-,-,-,1.4,4.4,26.3,52.8,130.3,159.2,177.6,201.8,221.9,219.3,202.1,190.7,190.2,144.3,,,1,7.0,109.3,62.6
1,,Colorectum,-,-,-,-,0.9,1.8,3.8,11.3,13.9,26.9,49.6,74.5,96.2,188.2,198.9,241.2,308.2,246.0,,,2,3.3,58.3,27.7
2,,Lung,-,-,-,-,0.5,0.7,2.1,5.1,16.0,26.6,41.2,59.0,96.9,145.7,164.4,183.7,234.9,212.7,,,3,2.8,48.3,23.1
3,,Corpus uteri,-,-,-,-,0.5,0.4,3.5,9.4,18.3,49.4,65.9,63.3,53.5,50.6,40.1,28.3,23.4,17.5,,,4,1.8,26.9,15.7
4,,Thyroid gland,-,-,1.6,5.3,8.6,13.8,14.5,15.3,21.9,30.5,28.4,22.6,26.2,22.9,25.7,17.2,12.8,5.8,,,5,1.2,17.6,12.2
5,,Ovary and peritoneum,-,1.4,3.1,2.7,7.2,6.5,5.9,13.3,18.9,24.2,35.1,26.6,21.7,27.7,16.8,20.2,19.1,10.8,,,6,1.1,16.3,10.7
6,,Cervix,-,-,-,-,0.5,2.2,7.7,11.6,19.5,18.6,18.0,20.4,22.8,16.7,20.9,20.2,20.2,20.9,,,7,0.8,12.9,7.6
7,,Stomach,-,-,-,-,0.5,1.1,0.9,2.0,5.0,10.2,15.7,17.3,21.0,28.7,31.3,60.5,76.5,75.1,,,8,0.7,13.8,6.4
8,,Non-Hodgkin lymphoma,0.8,0.7,0.8,2.7,1.4,2.5,2.7,4.0,4.1,7.8,12.5,18.2,17.6,21.5,33.7,42.4,39.3,35.9,,,9,0.7,11.0,6.1
9,,Non-melanoma skin,-,-,-,0.7,-,-,1.2,3.1,5.3,5.1,9.6,7.7,15.3,23.9,36.9,47.4,91.4,127.6,,,10,0.5,13.3,5.4
10,,Liver,1.5,0.7,-,-,-,0.4,0.6,1.4,2.7,3.3,6.1,11.1,16.1,27.7,34.5,52.5,74.4,60.1,,,11,0.5,10.7,4.9
11,,Leukaemia,7.6,3.5,1.6,1.3,1.4,1.5,2.7,3.4,3.2,3.6,7.8,6.8,11.6,16.7,15.2,18.2,26.6,16.7,,,12,0.4,6.7,4.8
12,,Pancreas,-,-,-,-,-,-,-,1.1,2.1,1.5,6.4,10.2,15.0,21.5,34.5,43.4,46.8,46.7,,,13,0.5,8.6,3.8
13,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,1.8,2.5,0.9,1.1,3.8,3.6,8.7,11.7,13.5,14.3,10.4,16.1,25.5,23.4,,,14,0.4,6.5,3.4
14,,Nasopharynx,-,-,0.8,0.7,0.9,2.2,3.5,5.7,8.0,6.3,9.9,10.2,5.2,10.5,6.4,2.0,3.2,5.0,,,15,0.4,5.3,3.4
15,,Kidney and other urinary organs except bladder,0.8,-,-,-,0.5,1.1,0.9,1.4,2.4,2.7,7.3,7.1,15.7,16.2,19.2,25.2,31.9,19.2,,,16,0.4,6.4,3.3
16,,Bone and soft tissue,1.5,0.7,2.3,1.3,0.9,1.8,2.4,2.3,2.1,3.0,4.4,3.7,6.0,4.3,8.0,7.1,7.4,4.2,,,17,0.2,3.2,2.4
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,0.6,1.2,0.9,1.5,6.2,6.0,13.4,23.3,24.2,37.2,43.4,,,18,0.3,5.5,2.2
18,,Brain and other central nervous system,2.3,2.8,1.6,0.7,0.9,1.1,1.8,1.4,1.8,1.5,2.0,4.0,3.4,4.3,6.4,3.0,5.3,4.2,,,19,0.2,2.4,2.0
19,,Multiple myeloma,-,-,-,-,-,-,-,-,0.3,0.9,2.0,4.0,6.4,8.1,9.6,11.1,18.1,5.8,,,20,0.2,2.6,1.3
20,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.3,0.3,0.6,1.2,2.0,2.5,2.6,7.2,4.0,6.1,8.5,15.0,,,21,0.1,2.1,0.9
21,,Bladder,-,-,-,-,-,-,-,-,-,0.3,0.6,0.3,3.4,5.7,7.2,12.1,28.7,21.7,,,22,0.1,2.5,0.9
22,,Small intestine,-,-,-,-,-,-,0.6,0.6,1.2,2.1,1.2,2.2,1.5,4.3,0.8,7.1,10.6,6.7,,,23,0.1,1.6,0.8
23,,Oesophagus,-,-,-,-,-,0.4,-,-,0.3,0.3,0.6,1.2,2.6,3.8,8.0,8.1,10.6,12.5,,,24,0.1,1.7,0.7
24,,Hodgkin lymphoma,-,-,-,1.3,0.5,1.8,1.2,0.9,0.9,-,-,0.3,1.5,0.5,0.8,-,1.1,1.7,,,25,0.0,0.7,0.6
25,,Melanoma of skin,-,-,-,-,-,0.4,-,0.6,1.8,1.2,0.6,1.5,1.1,2.4,0.8,1.0,6.4,4.2,,,26,0.1,1.0,0.5
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,0.8,-,-,-,0.3,-,0.6,0.3,0.6,0.9,1.5,0.5,2.4,3.0,3.2,1.7,,,27,0.0,0.7,0.4
27,,Thymus / other thoracic organs,0.8,-,-,-,-,-,0.3,-,0.6,0.6,-,0.9,1.1,1.4,0.8,2.0,-,-,,,28,0.0,0.5,0.3
28,,Mesothelioma,-,-,-,-,-,-,0.3,-,-,-,-,0.6,1.1,-,-,1.0,-,0.8,,,29,0.0,0.2,0.1
29,,Larynx,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.4,-,1.6,1.0,-,1.7,,,30,0.0,0.2,0.1
30,,Other endocrine glands,-,-,-,-,-,-,0.3,-,0.3,-,0.6,-,-,-,-,1.0,1.1,-,,,31,0.0,0.2,0.1
31,,Eye,-,-,-,-,-,-,-,-,-,-,-,0.3,-,1.0,0.8,-,-,-,,,32,0.0,0.1,0.1
32,,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,0.8,-,-,-,,,33,0.0,0.1,0.0
33,,Placenta,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,,,34,0.0,0.0,0.0
34,,Other and unspecified,-,-,-,-,-,-,0.3,1.4,3.0,4.2,3.8,3.4,10.9,13.4,28.9,34.3,46.8,88.4,,,-,0.3,8.3,3.3
35,,All sites,15.1,9.7,12.4,16.6,27.9,46.5,84.7,150.1,290.1,396.6,519.4,601.1,719.7,922.6,995.2,"1,131.2","1,409.1","1,279.4",,,-,24.0,405.0,217.8
