,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
15,16,Thyroid gland,-,-,-,2,3,7,15,17,18,18,26,26,38,19,27,4,7,4,231,1.4,,,,
16,17,Larynx,-,-,-,-,-,-,1,-,6,4,8,17,38,34,25,16,22,20,191,1.1,,,,
17,18,Multiple myeloma,-,-,-,-,-,-,-,1,2,6,13,18,19,30,23,25,18,5,160,0.9,,,,
18,19,Bone and soft tissue,1,2,5,4,6,8,5,2,7,10,14,17,21,14,18,3,11,10,158,0.9,,,,
19,20,Brain and other central nervous system,1,4,4,1,3,5,6,11,9,7,10,15,20,15,16,7,5,4,143,0.8,,,,
20,21,Small intestine,-,-,-,-,-,2,1,-,6,4,8,16,12,20,6,8,6,6,95,0.6,,,,
21,22,Testis,2,-,-,5,8,14,26,13,8,3,3,3,-,2,-,-,-,-,87,0.5,,,,
22,23,Penis / other male genital,-,-,-,-,-,-,1,1,1,3,10,8,2,8,8,7,2,5,56,0.3,,,,
23,24,Melanoma of skin,-,-,-,-,-,-,3,1,1,2,3,6,6,3,8,5,5,2,45,0.3,,,,
24,24,Hodgkin lymphoma,-,-,-,5,2,4,4,3,4,7,3,2,1,2,5,2,1,-,45,0.3,,,,
25,26,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,1,2,2,2,2,4,11,5,5,2,1,3,40,0.2,,,,
26,27,Thymus / other thoracic organs,-,-,-,1,-,2,-,1,-,5,4,3,8,2,3,3,2,1,35,0.2,,,,
27,28,Breast,-,-,-,-,-,-,-,1,2,-,3,3,2,4,4,5,-,3,27,0.2,,,,
28,29,Mesothelioma,-,-,-,-,-,-,-,-,1,1,1,2,1,4,4,2,3,3,22,0.1,,,,
29,30,Other endocrine glands,3,2,-,-,-,-,1,-,1,1,1,1,2,-,1,1,-,-,14,0.1,,,,
30,31,Eye,-,-,1,-,1,-,-,-,1,1,3,-,-,-,-,-,1,-,8,0.0,,,,
31,32,Kaposi sarcoma,-,-,-,-,-,-,2,1,-,-,-,1,-,-,1,-,-,-,5,0.0,,,,
32,-,Other and unspecified,3,-,1,-,3,1,-,2,5,13,13,25,37,48,47,38,56,76,368,2.2,,,,
33,-,All sites,22,22,19,29,50,81,132,210,348,545,972,"1,682","2,480","2,885","2,472","1,979","1,687","1,425","17,040",100.0,,,,
0,,Colorectum,-,-,-,-,1.9,4.0,3.5,8.8,28.4,38.3,67.4,95.5,195.8,263.3,338.9,420.5,453.6,375.9,,,1,5.2,95.5,43.3
1,,Lung,-,-,-,-,-,0.9,1.3,8.4,13.8,26.7,52.8,96.5,167.5,275.6,379.5,459.2,454.9,461.5,,,2,5.1,95.1,41.3
2,,Prostate,-,-,-,0.7,-,-,-,-,0.4,1.2,12.4,45.0,108.6,227.0,364.3,367.2,294.8,233.7,,,3,3.8,64.6,27.3
3,,Liver,0.7,-,-,-,-,0.4,0.9,6.7,12.5,23.9,37.8,62.8,85.0,121.5,121.9,128.7,119.4,116.1,,,4,2.4,39.8,19.1
4,,Nasopharynx,-,-,-,-,1.9,4.8,7.0,16.8,19.0,32.9,34.8,31.4,37.4,32.5,29.8,18.8,15.2,8.7,,,5,1.2,18.6,11.5
5,,Stomach,-,-,-,-,1.0,-,1.3,2.1,2.6,6.2,12.4,20.4,36.3,62.6,71.1,104.6,123.3,121.9,,,6,1.1,21.7,9.3
6,,Non-Hodgkin lymphoma,-,1.9,3.5,1.3,2.4,2.6,4.4,5.9,6.0,8.2,17.2,20.1,23.6,41.5,47.2,54.4,80.1,68.2,,,7,0.9,16.6,8.6
7,,Non-melanoma skin,-,-,0.7,-,-,-,2.6,2.5,6.9,13.6,18.4,16.8,20.3,31.6,50.8,73.2,96.6,107.4,,,8,0.8,16.9,7.7
8,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,2.2,2.9,8.6,13.2,18.4,23.3,32.0,40.0,39.2,42.9,40.7,40.6,,,9,0.9,15.0,7.6
9,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,0.7,0.5,1.8,1.8,5.0,5.6,8.2,13.9,22.7,33.1,36.7,32.7,37.7,40.7,46.4,,,10,0.8,14.0,7.0
10,,Leukaemia,7.2,6.9,1.4,4.6,3.8,1.3,3.9,2.5,6.0,5.3,8.2,9.4,12.4,21.2,22.5,26.2,48.3,30.5,,,11,0.6,9.6,6.6
11,,Pancreas,-,-,-,-,-,0.4,-,0.8,4.3,3.7,9.4,22.3,24.0,31.6,60.2,56.5,52.1,69.7,,,12,0.8,13.9,6.2
12,,Oesophagus,-,-,-,-,-,-,-,0.8,1.3,3.3,7.5,11.0,21.1,28.7,39.9,41.8,38.1,40.6,,,13,0.6,9.9,4.5
13,,Thyroid gland,-,-,-,1.3,1.4,3.1,6.6,7.2,7.8,7.4,9.7,8.4,13.8,8.9,19.6,4.2,8.9,5.8,,,14,0.5,6.8,4.4
14,,Bladder,0.7,-,-,-,-,-,-,0.4,1.3,1.6,5.6,6.2,12.4,27.3,28.3,69.0,63.5,84.2,,,15,0.4,10.2,4.1
15,,Bone and soft tissue,0.7,1.3,3.5,2.6,2.9,3.5,2.2,0.8,3.0,4.1,5.2,5.5,7.6,6.6,13.1,3.1,14.0,14.5,,,16,0.3,4.6,3.3
16,,Brain and other central nervous system,0.7,2.5,2.8,0.7,1.4,2.2,2.6,4.6,3.9,2.9,3.7,4.9,7.3,7.1,11.6,7.3,6.4,5.8,,,17,0.3,4.2,3.0
17,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,0.4,-,0.8,1.3,2.1,1.1,7.1,12.4,18.8,21.8,35.6,44.5,56.6,,,18,0.3,7.3,3.0
18,,Testis,1.4,-,-,3.3,3.8,6.1,11.4,5.5,3.4,1.2,1.1,1.0,-,0.9,-,-,-,-,,,19,0.2,2.6,2.7
19,,Larynx,-,-,-,-,-,-,0.4,-,2.6,1.6,3.0,5.5,13.8,16.0,18.1,16.7,28.0,29.0,,,20,0.3,5.6,2.5
20,,Multiple myeloma,-,-,-,-,-,-,-,0.4,0.9,2.5,4.9,5.8,6.9,14.1,16.7,26.2,22.9,7.3,,,21,0.3,4.7,2.1
21,,Small intestine,-,-,-,-,-,0.9,0.4,-,2.6,1.6,3.0,5.2,4.4,9.4,4.4,8.4,7.6,8.7,,,22,0.2,2.8,1.4
22,,Hodgkin lymphoma,-,-,-,3.3,1.0,1.8,1.8,1.3,1.7,2.9,1.1,0.6,0.4,0.9,3.6,2.1,1.3,-,,,23,0.1,1.3,1.2
23,,Penis / other male genital,-,-,-,-,-,-,0.4,0.4,0.4,1.2,3.7,2.6,0.7,3.8,5.8,7.3,2.5,7.3,,,24,0.1,1.6,0.8
24,,Melanoma of skin,-,-,-,-,-,-,1.3,0.4,0.4,0.8,1.1,1.9,2.2,1.4,5.8,5.2,6.4,2.9,,,25,0.1,1.3,0.7
25,,Thymus / other thoracic organs,-,-,-,0.7,-,0.9,-,0.4,-,2.1,1.5,1.0,2.9,0.9,2.2,3.1,2.5,1.5,,,26,0.1,1.0,0.6
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.4,0.8,0.9,0.8,0.7,1.3,4.0,2.4,3.6,2.1,1.3,4.4,,,27,0.1,1.2,0.6
27,,Other endocrine glands,2.2,1.3,-,-,-,-,0.4,-,0.4,0.4,0.4,0.3,0.7,-,0.7,1.0,-,-,,,28,0.0,0.4,0.5
28,,Breast,-,-,-,-,-,-,-,0.4,0.9,-,1.1,1.0,0.7,1.9,2.9,5.2,-,4.4,,,29,0.0,0.8,0.4
29,,Mesothelioma,-,-,-,-,-,-,-,-,0.4,0.4,0.4,0.6,0.4,1.9,2.9,2.1,3.8,4.4,,,30,0.0,0.6,0.3
30,,Eye,-,-,0.7,-,0.5,-,-,-,0.4,0.4,1.1,-,-,-,-,-,1.3,-,,,31,0.0,0.2,0.2
31,,Kaposi sarcoma,-,-,-,-,-,-,0.9,0.4,-,-,-,0.3,-,-,0.7,-,-,-,,,32,0.0,0.1,0.1
32,,Other and unspecified,2.2,-,0.7,-,1.4,0.4,-,0.8,2.2,5.3,4.9,8.1,13.4,22.6,34.1,39.7,71.2,110.3,,,-,0.5,10.8,4.7
33,,All sites,15.9,13.9,13.4,19.1,24.0,35.6,57.9,88.3,150.0,224.2,364.2,544.7,900.8,"1,358.9","1,793.9","2,070.1","2,143.6","2,068.2",,,-,28.0,499.5,236.7
