,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
18,19,Multiple myeloma,-,-,-,-,-,-,-,-,5,8,6,18,17,25,28,14,16,7,144,0.8,,,,
19,20,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,2,4,8,6,14,13,18,8,6,24,19,122,0.7,,,,
20,21,Bladder,-,-,-,-,-,-,-,-,2,1,-,4,7,18,14,17,15,34,112,0.6,,,,
21,21,Brain and other central nervous system,3,2,3,2,3,5,4,9,5,10,12,20,7,9,2,9,4,3,112,0.6,,,,
22,23,Bone and soft tissue,1,-,5,2,-,2,1,8,5,10,7,9,11,12,12,5,6,12,108,0.6,,,,
23,24,Small intestine,-,-,-,-,-,-,-,2,2,6,8,6,12,15,4,4,6,7,72,0.4,,,,
24,25,Oesophagus,-,-,-,-,-,-,1,-,-,3,2,8,6,5,8,10,11,17,71,0.4,,,,
25,26,Thymus / other thoracic organs,1,-,-,-,2,-,6,3,4,5,4,8,6,5,8,-,2,2,56,0.3,,,,
26,27,Melanoma of skin,-,-,-,-,-,-,-,2,-,7,8,7,6,7,1,2,4,7,51,0.3,,,,
27,28,Hodgkin lymphoma,-,-,2,4,5,7,3,3,2,4,1,3,-,1,2,-,2,1,40,0.2,,,,
28,29,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,1,2,3,4,-,2,2,3,1,2,5,1,26,0.1,,,,
29,30,Other endocrine glands,4,-,-,-,-,-,3,3,2,-,3,1,4,2,1,1,-,-,24,0.1,,,,
30,31,Larynx,-,-,-,-,-,-,-,-,-,1,-,-,1,4,-,2,1,3,12,0.1,,,,
31,32,Mesothelioma,-,-,-,-,-,-,-,-,-,-,1,2,1,3,-,1,1,1,10,0.1,,,,
32,32,"Uterus, unspecified",-,-,-,-,-,-,1,1,1,2,-,2,1,1,-,-,-,1,10,0.1,,,,
33,32,Eye,2,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,2,2,10,0.1,,,,
34,35,Placenta,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
35,-,Other and unspecified,2,-,-,-,-,1,2,5,7,12,15,12,17,26,21,22,35,77,254,1.5,,,,
36,-,All sites,23,9,27,26,47,123,270,516,914,"1,462","1,710","2,208","2,205","2,096","1,736","1,170","1,261","1,673","17,476",100.0,,,,
0,,Breast,-,-,-,0.8,1.1,8.1,25.4,51.3,114.4,181.7,185.9,221.8,228.2,224.2,254.5,216.0,217.6,137.7,,,1,7.5,121.9,66.2
1,,Lung,-,-,-,-,0.5,1.5,1.6,5.8,13.9,27.2,38.5,66.4,104.5,131.8,152.6,226.8,244.4,225.4,,,2,2.7,53.4,23.5
2,,Colorectum,-,-,0.7,-,2.7,2.3,2.9,7.4,15.0,28.1,44.0,58.3,84.6,130.1,149.1,231.1,284.6,246.4,,,3,2.6,53.7,23.4
3,,Corpus uteri,-,-,-,-,1.1,1.2,6.3,9.3,20.8,40.6,62.4,74.1,57.3,53.3,50.7,28.1,21.2,12.3,,,4,1.9,29.2,16.2
4,,Thyroid gland,-,-,3.6,3.0,6.6,10.8,16.8,15.6,25.1,32.7,29.3,30.2,22.1,25.2,21.3,24.8,16.7,8.7,,,5,1.2,19.1,12.5
5,,Ovary and peritoneum,-,0.7,1.4,3.8,0.5,5.0,2.9,7.4,13.3,21.2,32.4,25.0,24.7,20.2,21.3,19.4,15.6,15.9,,,6,0.9,14.4,8.7
6,,Cervix,-,-,-,-,1.6,2.7,7.3,11.8,19.6,16.2,19.6,18.7,16.6,22.7,16.7,29.2,29.0,29.0,,,7,0.8,13.7,7.6
7,,Non-Hodgkin lymphoma,-,-,0.7,3.8,0.5,1.9,2.2,4.1,3.5,6.7,16.2,14.9,21.5,23.5,31.1,46.4,42.4,39.9,,,8,0.7,12.0,6.1
8,,Stomach,-,-,-,-,0.5,0.8,1.3,2.5,4.9,4.1,12.8,19.0,17.9,24.3,30.5,51.8,48.0,50.7,,,9,0.6,11.9,5.3
9,,Leukaemia,6.7,4.1,5.8,0.8,1.6,3.1,1.6,2.2,2.0,4.1,8.6,8.0,10.1,10.9,12.7,31.3,22.3,13.0,,,10,0.4,6.6,5.0
10,,Pancreas,-,-,-,-,-,1.2,0.6,0.8,1.7,4.6,10.7,11.5,15.6,24.8,43.2,47.5,53.6,55.1,,,11,0.6,11.2,4.8
11,,Non-melanoma skin,-,-,-,-,0.5,0.4,1.9,2.2,2.9,7.8,7.6,9.5,13.7,22.7,33.4,41.0,63.6,87.7,,,12,0.5,11.8,4.8
12,,Liver,1.7,-,-,-,-,-,1.3,0.3,1.4,4.1,5.2,9.5,14.6,29.4,37.4,52.9,88.2,65.2,,,13,0.5,11.7,4.8
13,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,1.1,0.4,2.2,2.5,4.3,6.1,5.8,7.8,15.0,15.1,18.4,23.8,24.6,26.8,,,14,0.4,7.3,3.5
14,,Kidney and other urinary organs except bladder,-,-,-,0.8,-,1.5,0.3,1.1,1.7,2.6,6.1,9.8,11.7,23.1,23.0,31.3,27.9,21.0,,,15,0.4,7.2,3.4
15,,Nasopharynx,-,-,-,-,1.1,0.4,3.2,5.2,5.2,7.8,9.5,7.8,9.1,6.7,8.1,4.3,4.5,2.9,,,16,0.3,5.0,3.0
16,,Brain and other central nervous system,2.5,1.4,2.2,1.5,1.6,1.9,1.3,2.5,1.4,2.9,3.7,5.7,2.3,3.8,1.2,9.7,4.5,2.2,,,17,0.2,2.8,2.3
17,,Myeloproliferative disorders (MPD) and myelodysplastic syndromes (MDS),-,-,-,0.8,0.5,-,1.0,0.8,1.4,2.6,4.0,5.2,7.8,11.8,13.8,18.4,25.7,5.8,,,18,0.2,4.4,2.1
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.6,1.7,1.8,3.4,6.5,15.1,18.4,36.7,27.9,28.3,,,19,0.2,5.2,2.1
19,,Bone and soft tissue,0.8,-,3.6,1.5,-,0.8,0.3,2.2,1.4,2.9,2.1,2.6,3.6,5.0,6.9,5.4,6.7,8.7,,,20,0.2,2.7,1.8
20,,Multiple myeloma,-,-,-,-,-,-,-,-,1.4,2.3,1.8,5.2,5.5,10.5,16.1,15.1,17.9,5.1,,,21,0.2,3.5,1.6
21,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,0.5,1.2,2.3,1.8,4.0,4.2,7.6,4.6,6.5,26.8,13.8,,,22,0.1,3.0,1.2
22,,Hodgkin lymphoma,-,-,1.4,3.0,2.7,2.7,1.0,0.8,0.6,1.2,0.3,0.9,-,0.4,1.2,-,2.2,0.7,,,23,0.1,1.0,1.1
23,,Bladder,-,-,-,-,-,-,-,-,0.6,0.3,-,1.1,2.3,7.6,8.1,18.4,16.7,24.6,,,24,0.1,2.8,1.0
24,,Thymus / other thoracic organs,0.8,-,-,-,1.1,-,1.9,0.8,1.2,1.4,1.2,2.3,2.0,2.1,4.6,-,2.2,1.4,,,25,0.1,1.4,0.9
25,,Small intestine,-,-,-,-,-,-,-,0.5,0.6,1.7,2.4,1.7,3.9,6.3,2.3,4.3,6.7,5.1,,,26,0.1,1.8,0.9
26,,Other endocrine glands,3.3,-,-,-,-,-,1.0,0.8,0.6,-,0.9,0.3,1.3,0.8,0.6,1.1,-,-,,,27,0.0,0.6,0.7
27,,Oesophagus,-,-,-,-,-,-,0.3,-,-,0.9,0.6,2.3,2.0,2.1,4.6,10.8,12.3,12.3,,,28,0.1,1.7,0.7
28,,Melanoma of skin,-,-,-,-,-,-,-,0.5,-,2.0,2.4,2.0,2.0,2.9,0.6,2.2,4.5,5.1,,,29,0.1,1.3,0.6
29,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,0.3,0.5,0.9,1.2,-,0.6,0.7,1.3,0.6,2.2,5.6,0.7,,,30,0.0,0.6,0.3
30,,Eye,1.7,-,-,-,-,-,-,0.3,-,0.3,-,0.3,-,0.4,-,-,2.2,1.4,,,31,0.0,0.2,0.3
31,,"Uterus, unspecified",-,-,-,-,-,-,0.3,0.3,0.3,0.6,-,0.6,0.3,0.4,-,-,-,0.7,,,32,0.0,0.2,0.1
32,,Larynx,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,1.7,-,2.2,1.1,2.2,,,33,0.0,0.3,0.1
33,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,0.3,0.6,0.3,1.3,-,1.1,1.1,0.7,,,34,0.0,0.2,0.1
34,,Placenta,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,,,35,0.0,0.0,0.0
35,,Other and unspecified,1.7,-,-,-,-,0.4,0.6,1.4,2.0,3.5,4.6,3.4,5.5,10.9,12.1,23.8,39.1,55.8,,,-,0.2,6.2,2.6
36,,All sites,19.2,6.1,19.4,19.5,25.7,47.7,85.7,141.6,264.1,423.6,522.8,634.5,717.8,879.9,999.4,"1,263.5","1,407.4","1,212.3",,,-,24.0,430.0,219.5
