,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
4,,Thyroid gland,-,-,4.3,3.0,7.4,8.8,14.9,19.5,21.9,24.6,30.3,20.8,13.9,20.5,10.6,21.9,11.3,8.3,,,5,1.0,15.7,10.9
5,,Ovary and peritoneum,-,-,2.9,5.1,3.5,5.8,7.3,8.5,18.4,25.2,27.0,24.7,18.0,13.7,16.4,16.4,21.5,10.3,,,6,0.9,13.7,9.1
6,,Cervix,-,-,-,-,-,3.4,5.3,12.2,18.7,21.7,19.4,17.4,22.0,22.5,21.2,24.6,32.8,23.8,,,7,0.8,13.1,7.9
7,,Liver,-,1.7,-,-,-,0.3,0.9,2.1,2.4,3.3,7.1,13.2,23.8,52.6,44.4,50.1,74.7,55.8,,,8,0.8,11.6,6.2
8,,Non-melanoma skin,-,-,-,0.5,-,1.4,0.9,2.4,4.1,8.3,8.8,11.8,15.7,20.5,38.6,58.3,92.9,121.9,,,9,0.6,12.8,5.7
9,,Non-Hodgkin lymphoma,1.6,0.8,1.4,1.0,0.9,2.0,3.5,3.6,2.7,6.8,11.2,16.7,22.0,15.7,30.9,33.7,32.8,42.4,,,10,0.6,9.6,5.6
10,,Stomach,-,-,-,-,0.4,-,0.9,2.4,3.6,6.5,12.0,17.7,18.0,28.7,29.0,55.6,60.0,68.2,,,11,0.6,11.2,5.5
11,,Leukaemia,9.6,4.2,1.4,3.0,0.4,2.0,2.1,3.0,4.7,4.7,5.3,6.9,9.9,15.7,14.5,15.5,13.6,28.9,,,12,0.4,6.1,5.1
12,,Pancreas,0.8,-,-,-,-,-,0.3,1.5,-,2.1,6.5,7.6,13.5,27.3,29.0,32.8,51.0,46.5,,,13,0.4,7.4,3.7
13,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,0.9,1.4,2.3,1.2,2.4,4.2,7.3,8.0,10.3,15.7,22.2,25.5,32.8,24.8,,,14,0.4,6.2,3.3
14,,Kidney and other urinary organs except bladder,2.4,0.8,0.7,-,-,0.3,0.3,0.9,1.2,3.9,5.0,9.7,12.6,21.2,10.6,20.0,21.5,17.6,,,15,0.3,5.2,3.2
15,,Nasopharynx,-,-,-,-,-,1.0,3.2,2.4,7.7,6.8,8.8,10.4,8.1,6.1,11.6,3.6,5.7,7.2,,,16,0.3,4.8,3.0
16,,Brain and other central nervous system,4.8,2.5,2.2,1.0,1.7,0.7,2.1,1.8,2.1,2.1,3.8,3.1,5.4,6.8,8.7,7.3,4.5,3.1,,,17,0.2,3.0,2.8
17,,Bone and soft tissue,3.2,-,2.2,3.6,1.3,3.4,0.9,2.1,3.6,3.0,4.4,3.8,6.3,3.4,6.8,2.7,6.8,5.2,,,18,0.2,3.2,2.8
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,1.2,0.9,2.1,5.6,9.4,10.2,14.5,27.3,41.9,50.6,,,19,0.2,5.1,2.2
19,,Multiple myeloma,-,-,-,-,-,-,-,-,-,2.1,2.4,2.8,4.5,13.0,11.6,14.6,19.3,9.3,,,20,0.2,2.8,1.4
20,,Bladder,-,-,-,-,-,-,-,-,-,0.9,0.6,1.7,3.6,2.0,13.5,19.1,32.8,31.0,,,21,0.1,3.0,1.1
21,,"Vagina, vulva and other female genital",-,-,-,-,-,-,0.3,0.9,1.5,0.6,2.4,2.1,4.9,6.8,4.8,12.8,7.9,12.4,,,22,0.1,2.2,1.1
22,,Oesophagus,-,-,-,-,-,0.3,-,-,-,0.9,1.2,2.1,3.6,6.1,7.7,17.3,14.7,22.7,,,23,0.1,2.4,1.1
23,,Other endocrine glands,4.8,0.8,0.7,-,-,-,-,0.3,-,-,0.6,-,-,0.7,-,-,-,-,,,24,0.0,0.3,0.8
24,,Hodgkin lymphoma,-,-,-,1.5,0.4,2.4,1.2,0.9,-,0.3,0.3,1.0,-,2.0,2.9,1.8,1.1,-,,,25,0.1,0.8,0.7
25,,Small intestine,-,-,0.7,-,-,-,-,0.3,0.3,0.3,2.1,1.7,2.7,5.5,1.9,8.2,1.1,3.1,,,26,0.1,1.2,0.7
26,,Melanoma of skin,-,-,-,0.5,-,0.3,0.3,0.6,1.5,0.9,0.6,1.4,3.1,1.4,1.9,4.6,5.7,3.1,,,27,0.1,1.1,0.6
27,,"Nasal cavity, middle ear and accessory sinuses",0.8,-,-,-,0.9,-,0.6,-,0.6,0.3,1.2,1.4,2.7,1.4,-,0.9,-,1.0,,,28,0.0,0.7,0.5
28,,Thymus / other thoracic organs,0.8,-,-,-,-,0.3,0.3,-,0.6,0.3,0.6,0.7,0.4,1.4,1.9,0.9,1.1,1.0,,,29,0.0,0.5,0.4
29,,Larynx,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.4,-,1.0,3.6,3.4,2.1,,,30,0.0,0.4,0.1
30,,Mesothelioma,-,-,-,-,0.4,-,-,-,-,0.6,-,-,-,-,-,0.9,-,-,,,31,0.0,0.1,0.1
31,,Eye,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.9,-,2.1,,,32,0.0,0.1,0.0
32,,Placenta,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,,,33,0.0,0.0,0.0
33,,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,,,34,-,0.1,0.0
34,,Other and unspecified,1.6,-,-,0.5,-,1.4,0.6,0.6,2.1,3.9,3.2,5.6,8.5,13.7,25.1,53.7,78.1,91.9,,,-,0.3,8.8,3.8
35,,All sites,30.3,10.8,16.5,19.8,19.9,44.5,78.5,142.6,255.3,382.8,499.1,574.0,667.7,790.3,924.7,"1,184.0","1,429.2","1,370.9",,,-,22.3,364.3,207.3
